Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDC_M_R
2715,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2716,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2717,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2718,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
2719,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
2720,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
2721,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2722,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2723,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2724,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2725,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2726,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
2727,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2728,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
2729,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
2730,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
2731,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
2732,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
2733,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
2734,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
2735,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
2736,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2737,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2738,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2739,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2740,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2741,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2742,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2743,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2744,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2745,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2746,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2747,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2748,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2749,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2750,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
2751,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2752,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2753,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2754,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2755,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
2756,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
2757,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
2758,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
2759,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
2760,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
2761,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
2762,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
2763,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
2764,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
2765,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
2766,Forest,NULL,Water,Water,Water,NULL,NULL,Water
2767,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
2768,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2769,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2770,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2771,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2772,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2773,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2774,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
2775,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2776,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2777,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2778,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2779,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2780,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2781,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2782,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2783,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2784,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
2785,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
2786,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2787,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2788,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2789,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2790,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2791,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2792,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2793,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2794,Forest,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2795,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2796,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2797,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2798,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2799,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2800,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2801,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2802,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2803,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2804,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2805,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2806,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2807,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2808,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2809,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2810,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2811,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2812,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2813,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
2814,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2815,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2816,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2817,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2818,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2819,Forest,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
2820,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2821,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2822,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2823,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2824,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2825,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2826,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2827,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2828,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2829,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2830,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2831,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2832,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2833,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2834,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2835,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2836,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2837,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2838,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2839,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
2840,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2841,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
2842,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2843,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2844,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2845,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2846,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
2847,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2848,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
2849,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2850,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2851,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
2852,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2853,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2854,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2855,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2856,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2857,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2858,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2859,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
2860,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
2861,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
2862,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
2863,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
2864,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
2865,Forest,Wetland,Water,Water,Water,NULL,NULL,NULL
2866,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
2867,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
2868,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
2869,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
2870,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2871,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
2872,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2873,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2874,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2875,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2876,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2877,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2878,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2879,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
2880,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2881,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2882,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
2883,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2884,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2885,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2886,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2887,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2888,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2889,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2890,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2891,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
2892,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2893,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2894,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2895,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2896,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2897,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2898,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2899,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2900,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2901,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2902,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2903,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2904,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2905,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2906,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2907,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2908,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2909,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2910,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2911,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2912,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2913,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2914,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
2915,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2916,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
2917,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2918,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2919,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2920,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
2921,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
2922,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
2923,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2924,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2925,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
2926,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2927,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2928,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2929,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2930,Forest,Built-up,Water,NULL,Water,NULL,NULL,Grassland
2931,Forest,Built-up,Water,NULL,Water,NULL,NULL,Wetland
2932,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
2933,Forest,Built-up,Water,Non_Water,Water,NULL,NULL,Water
2934,Forest,Built-up,Water,Water,Water,NULL,NULL,Wetland
2935,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2936,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2937,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2938,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2939,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2940,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2941,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2942,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2943,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2944,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2945,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2946,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2947,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2948,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2949,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2950,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2951,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
2952,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2953,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2954,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2955,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2956,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2957,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2958,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2959,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2960,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2961,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2962,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2963,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2964,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2965,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
2966,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2967,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2968,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
2969,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2970,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2971,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2972,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2973,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2974,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2975,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2976,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2977,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2978,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2979,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2980,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2981,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2982,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2983,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
2984,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
2985,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2986,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2987,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2988,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2989,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2990,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2991,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
2992,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2993,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2994,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2995,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
2996,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2997,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2998,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2999,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
3000,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
3001,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
3002,Forest,Water,Water,Water,Water,NULL,NULL,Water
3003,Forest,Water,Water,Water,Water,NULL,NULL,Forest
3004,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3005,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3006,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3007,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3008,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
3009,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
3010,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3011,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3012,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
3013,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
3014,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
3015,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
3016,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3017,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3018,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3019,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3020,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3021,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3022,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
3023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
3024,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
3025,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
3026,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3027,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3028,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3029,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3030,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3031,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3032,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3034,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3035,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3036,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3037,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3038,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3039,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
3040,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
3041,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3042,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3043,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3044,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3045,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3046,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3047,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3048,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3049,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3050,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3051,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3052,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3053,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3054,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3055,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3056,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3057,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
