Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKG_M_R
9973,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9974,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
9975,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9976,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9977,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9978,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9979,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9980,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9981,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
9982,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
9983,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
9984,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
9985,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
9986,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9987,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9988,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
9989,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
9990,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
9991,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9992,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
9993,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9994,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
9995,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9996,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9997,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9998,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9999,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
10000,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
10001,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
10002,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
10003,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
10004,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
10005,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
10006,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
10007,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
10008,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
10009,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
10010,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
10011,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
10012,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
10013,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
10014,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
10015,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
10016,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
10017,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
10018,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
10019,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
10020,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
10021,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
10022,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
10023,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
10024,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
10025,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
10026,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
10027,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
10028,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
10029,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
10030,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
10031,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
10032,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
10033,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
10034,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
10035,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
10036,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
10037,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
10038,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
10039,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
10040,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
10041,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
10042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
10043,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10044,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10045,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10046,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
10047,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
10048,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
10049,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10050,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
10051,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10052,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
10053,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10054,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
10055,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
10056,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
10057,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10058,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
10059,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
10060,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
10061,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
10062,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
10063,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
10064,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
10065,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
10066,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
10067,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
10068,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10069,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
10070,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
10071,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
10072,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
10073,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
10074,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
10075,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
10076,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
10077,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
10078,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
10079,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10080,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
10081,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
10082,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
10083,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
10084,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
10085,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
10086,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
10087,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10088,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
10089,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
10090,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
10091,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
10092,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
10093,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
10094,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
10095,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
10096,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
10097,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
10098,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
10099,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
10100,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
10101,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
10102,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10103,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
10104,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
10105,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
10106,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
10107,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
10108,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
10109,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10110,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
10111,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10112,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10113,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
10114,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
10115,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Water
10116,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
10117,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
10118,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
10119,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
10120,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
10121,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
10122,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10123,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10124,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10125,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10126,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10127,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10128,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
10129,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
10130,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
10131,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
10132,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
10133,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
10134,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
10135,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
10136,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
10137,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
10138,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
10139,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
10140,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
10141,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
10142,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
10143,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
10144,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
10145,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
10146,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
10147,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
10148,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
10149,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10150,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
10151,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
10152,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
10153,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
10154,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
10155,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10156,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10157,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
10158,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
10159,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
10160,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
10161,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
10162,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
10163,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
10164,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10165,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10166,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10167,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10168,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10169,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Cropland
10170,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
10171,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
10172,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
10173,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Cropland
10174,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
10175,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
10176,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Water
10177,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
10178,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Water
10179,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
10180,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10181,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10182,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
10183,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
10184,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
10185,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10186,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
10187,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
10188,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10189,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10190,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
10191,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10192,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10193,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
10194,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
10195,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
10196,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
10197,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Water
10198,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
10199,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
10200,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
10201,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
10202,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
10203,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
10204,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
10205,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
10206,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
10207,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
10208,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
10209,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
10210,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
10211,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
10212,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,NULL
10213,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Bareland
10214,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
10215,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
10216,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
10217,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,NULL
10218,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
10219,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
10220,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Water
10221,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
10222,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
10223,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Forest
10224,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
10225,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
10226,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
10227,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
10228,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
10229,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10230,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
10231,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
10232,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
10233,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
10234,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
10235,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10236,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10237,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10238,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
10239,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10240,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
10241,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
10242,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10243,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
10244,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
10245,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
10246,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
10247,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
10248,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10249,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
10250,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
10251,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
10252,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
10253,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
10254,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
10255,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
10256,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
10257,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
10258,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
10259,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
10260,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
10261,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
10262,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
10263,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
10264,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
10265,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
10266,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
10267,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
10268,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10269,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
10270,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
10271,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
10272,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
10273,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10274,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
10276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
10277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
10278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
10279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
10280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
10281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
10282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
10283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
10284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
10285,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
10286,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
10287,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
10288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
10289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
10290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
10293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
10298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
