Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBD_M_R
6114,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6115,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6116,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6117,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6118,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6119,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6120,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6121,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6122,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6123,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6124,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6125,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6126,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6127,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
6128,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
6129,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6130,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
6131,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
6132,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6133,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6134,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6135,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6136,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
6137,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6138,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6139,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6140,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6141,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6142,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6143,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6144,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
6145,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6146,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6147,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6148,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6149,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
6150,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
6151,Water,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
6152,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6153,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6154,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6155,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6156,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
6157,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6158,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6159,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
6160,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6161,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6162,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6163,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6164,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6165,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6166,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6167,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6168,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6169,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6170,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
6171,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6172,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6173,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
6174,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6175,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6176,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
6177,Water,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
6178,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6179,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
6180,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6181,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6182,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
6183,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6184,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6185,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6186,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6187,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6188,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6189,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
6190,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6191,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6192,Water,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
6193,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6194,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6195,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6196,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6197,Water,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Wetland
6198,Water,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
6199,Water,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6200,Water,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
6201,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6202,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6203,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6204,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
6205,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
6206,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6207,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6208,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6209,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6210,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6211,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6212,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
6213,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6214,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6215,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6216,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
6217,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6218,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6219,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6220,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6221,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6222,Water,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6223,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6224,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6225,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6226,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6227,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6228,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
6229,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6230,Water,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
6231,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6232,Water,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6233,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6234,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
6235,Water,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
6236,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6237,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6238,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6239,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
6240,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6241,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6242,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6243,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Cropland
6244,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6245,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6246,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6247,Water,NULL,Wetland,NULL,Wetland,Water,Bareland,Wetland
6248,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6249,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6250,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
6251,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
6252,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6253,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6254,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6255,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6256,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6257,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6258,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6259,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6260,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
6261,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6262,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
6263,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6264,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6265,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6266,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
6267,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6268,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6269,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6270,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6271,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6272,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6273,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6274,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
6275,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
6276,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6277,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6278,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6279,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6280,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
6281,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6282,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6283,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6284,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6285,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6286,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
6287,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6288,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6289,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6290,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
6291,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
6292,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
6293,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6294,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6295,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
6296,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6297,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6298,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6299,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6300,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6301,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
6302,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6303,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Bareland
6304,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6305,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6306,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
6307,Water,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
6308,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6309,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6310,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
6311,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6312,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6313,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
6314,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
6315,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
6316,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
6317,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6318,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6319,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
6320,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6321,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Water
6322,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6323,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6324,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6325,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6326,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6327,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
6328,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
6329,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
6330,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6331,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6332,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6333,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6334,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6335,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6336,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6337,Water,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6338,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6339,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6340,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6341,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6342,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6343,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6344,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6345,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6346,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6347,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6348,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
6349,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6350,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6351,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6352,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6353,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6354,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6355,Water,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6356,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
6357,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6358,Water,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6359,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6360,Water,NULL,Water,NULL,Water,Wetland,Grassland,Forest
6361,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
6362,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
6363,Water,NULL,Water,NULL,Water,Wetland,Wetland,Water
6364,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
6365,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
6366,Water,NULL,Water,NULL,Water,Wetland,Water,Water
6367,Water,NULL,Water,NULL,Water,Wetland,Water,Forest
6368,Water,NULL,Water,NULL,Water,Bareland,Grassland,Forest
6369,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
6370,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
6371,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
6372,Water,NULL,Water,NULL,Water,Water,Wetland,Water
6373,Water,NULL,Water,NULL,Water,Water,Water,Grassland
6374,Water,NULL,Water,NULL,Water,Water,Water,Wetland
6375,Water,NULL,Water,NULL,Water,Water,Water,Water
6376,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
6377,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
6378,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
6379,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
6380,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
6381,Water,NULL,Water,Non_Water,Water,Wetland,Water,Water
6382,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
6383,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
6384,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
6385,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
6386,Water,NULL,Water,Non_Water,Water,Water,Water,Water
6387,Water,NULL,Water,Water,Water,NULL,Wetland,Wetland
6388,Water,NULL,Water,Water,Water,NULL,Water,Wetland
6389,Water,NULL,Water,Water,Water,Grassland,Water,Water
6390,Water,NULL,Water,Water,Water,Wetland,Grassland,Grassland
6391,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
6392,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
6393,Water,NULL,Water,Water,Water,Wetland,Wetland,Water
6394,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
6395,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
6396,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
6397,Water,NULL,Water,Water,Water,Wetland,Water,Bareland
6398,Water,NULL,Water,Water,Water,Wetland,Water,Water
6399,Water,NULL,Water,Water,Water,Wetland,Water,Forest
6400,Water,NULL,Water,Water,Water,Wetland,Forest,Wetland
6401,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
6402,Water,NULL,Water,Water,Water,Water,Grassland,Wetland
6403,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
6404,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
6405,Water,NULL,Water,Water,Water,Water,Wetland,Water
6406,Water,NULL,Water,Water,Water,Water,Water,Grassland
6407,Water,NULL,Water,Water,Water,Water,Water,Cropland
6408,Water,NULL,Water,Water,Water,Water,Water,Wetland
6409,Water,NULL,Water,Water,Water,Water,Water,Bareland
6410,Water,NULL,Water,Water,Water,Water,Water,Water
6411,Water,NULL,Water,Water,Water,Water,Water,Forest
6412,Water,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6413,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6414,Water,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6415,Water,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
6416,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
6417,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6418,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6419,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6420,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6421,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6422,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6423,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6424,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6425,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6426,Water,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
6427,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6428,Water,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6429,Water,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6430,Water,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
6431,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
6432,Water,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
6433,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6434,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6435,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6436,Water,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6437,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6438,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6439,Water,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6440,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6441,Water,Cropland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6442,Water,Cropland,Grassland,Water,Non_Wetland,Water,Water,Wetland
6443,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6444,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6445,Water,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Forest
6446,Water,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6447,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6448,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6449,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Water
6450,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6451,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Grassland
6452,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Wetland
6453,Water,Cropland,Wetland,NULL,Wetland,Wetland,Water,Water
