Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTQ_M_R
16474,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16475,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
16476,Water,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16477,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
16478,Water,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
16479,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16480,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
16481,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
16482,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
16483,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
16484,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16485,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
16486,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
16487,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
16488,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16489,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16490,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
16491,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16492,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16493,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16494,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
16495,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16496,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16497,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16498,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16499,Water,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16500,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
16501,Water,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
16502,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16503,Water,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
16504,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
16505,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16506,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
16507,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
16508,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16509,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
16510,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
16511,Water,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
16512,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
16513,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16514,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
16515,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
16516,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
16517,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
16518,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
16519,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
16520,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
16521,Water,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16522,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,NULL
16523,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
16524,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
16525,Water,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
16526,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
16527,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
16528,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
16529,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
16530,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
16531,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
16532,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
16533,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
16534,Water,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
16535,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
16536,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
16537,Water,NULL,Wetland,Water,Wetland,NULL,Water,NULL
16538,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
16539,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
16540,Water,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
16541,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
16542,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
16543,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
16544,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16545,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Cropland
16546,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
16547,Water,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
16548,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
16549,Water,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
16550,Water,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
16551,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
16552,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
16553,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
16554,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
16555,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Bareland
16556,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
16557,Water,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
16558,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
16559,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
16560,Water,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
16561,Water,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
16562,Water,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
16563,Water,NULL,Wetland,Water,Wetland,Bareland,Water,NULL
16564,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
16565,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
16566,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
16567,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
16568,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Water
16569,Water,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
16570,Water,NULL,Wetland,Water,Wetland,Water,NULL,NULL
16571,Water,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
16572,Water,NULL,Wetland,Water,Wetland,Water,NULL,Cropland
16573,Water,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
16574,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
16575,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
16576,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,NULL
16577,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
16578,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
16579,Water,NULL,Wetland,Water,Wetland,Water,Shrubland,Forest
16580,Water,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
16581,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
16582,Water,NULL,Wetland,Water,Wetland,Water,Bareland,Bareland
16583,Water,NULL,Wetland,Water,Wetland,Water,Water,NULL
16584,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
16585,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
16586,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
16587,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
16588,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
16589,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
16590,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
16591,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
16592,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
16593,Water,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
16594,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
16595,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
16596,Water,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16597,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
16598,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
16599,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
16600,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
16601,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
16602,Water,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Wetland
16603,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
16604,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
16605,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
16606,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
16607,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Bareland
16608,Water,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
16609,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
16610,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
16611,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
16612,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
16613,Water,NULL,Built-up,NULL,Non_Wetland,NULL,Water,NULL
16614,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
16615,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
16616,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
16617,Water,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
16618,Water,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16619,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Cropland
16620,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
16621,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Grassland
16622,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,NULL,Cropland
16623,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
16624,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Grassland
16625,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Bareland,Wetland
16626,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
16627,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Wetland
16628,Water,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
16629,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Grassland,Grassland
16630,Water,NULL,Built-up,Water,Non_Wetland,Shrubland,Water,Wetland
16631,Water,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Wetland
16632,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
16633,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
16634,Water,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
16635,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Grassland
16636,Water,NULL,Built-up,Water,Non_Wetland,Water,NULL,Wetland
16637,Water,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
16638,Water,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
16639,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,NULL
16640,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
16641,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Cropland
16642,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
16643,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Bareland
16644,Water,NULL,Built-up,Water,Non_Wetland,Water,Water,Water
16645,Water,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
16646,Water,NULL,Water,NULL,Water,Bareland,NULL,Grassland
16647,Water,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
16648,Water,NULL,Water,NULL,Water,Bareland,Water,Grassland
16649,Water,NULL,Water,NULL,Water,Water,Shrubland,Grassland
16650,Water,NULL,Water,NULL,Water,Water,Bareland,Grassland
16651,Water,NULL,Water,NULL,Water,Water,Water,Grassland
16652,Water,NULL,Water,NULL,Water,Water,Water,Bareland
16653,Water,NULL,Water,NULL,Water,Water,Water,Water
16654,Water,NULL,Water,Non_Water,Water,NULL,Water,Grassland
16655,Water,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
16656,Water,NULL,Water,Non_Water,Water,Water,NULL,Grassland
16657,Water,NULL,Water,Non_Water,Water,Water,NULL,Bareland
16658,Water,NULL,Water,Non_Water,Water,Water,NULL,Water
16659,Water,NULL,Water,Non_Water,Water,Water,Shrubland,Wetland
16660,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
16661,Water,NULL,Water,Non_Water,Water,Water,Water,Cropland
16662,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
16663,Water,NULL,Water,Non_Water,Water,Water,Water,Water
16664,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
16665,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
16666,Water,NULL,Water,Water,Water,NULL,Water,Grassland
16667,Water,NULL,Water,Water,Water,NULL,Water,Wetland
16668,Water,NULL,Water,Water,Water,NULL,Water,Water
16669,Water,NULL,Water,Water,Water,Shrubland,NULL,Water
16670,Water,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
16671,Water,NULL,Water,Water,Water,Shrubland,Water,NULL
16672,Water,NULL,Water,Water,Water,Shrubland,Water,Grassland
16673,Water,NULL,Water,Water,Water,Shrubland,Water,Wetland
16674,Water,NULL,Water,Water,Water,Shrubland,Water,Water
16675,Water,NULL,Water,Water,Water,Bareland,Water,Grassland
16676,Water,NULL,Water,Water,Water,Bareland,Water,Cropland
16677,Water,NULL,Water,Water,Water,Bareland,Water,Water
16678,Water,NULL,Water,Water,Water,Water,NULL,Grassland
16679,Water,NULL,Water,Water,Water,Water,NULL,Cropland
16680,Water,NULL,Water,Water,Water,Water,NULL,Bareland
16681,Water,NULL,Water,Water,Water,Water,NULL,Water
16682,Water,NULL,Water,Water,Water,Water,NULL,Forest
16683,Water,NULL,Water,Water,Water,Water,Water,NULL
16684,Water,NULL,Water,Water,Water,Water,Water,Grassland
16685,Water,NULL,Water,Water,Water,Water,Water,Cropland
16686,Water,NULL,Water,Water,Water,Water,Water,Wetland
16687,Water,NULL,Water,Water,Water,Water,Water,Bareland
16688,Water,NULL,Water,Water,Water,Water,Water,Water
16689,Water,NULL,Water,Water,Water,Water,Water,Forest
16690,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16691,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16692,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
16693,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16694,Water,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16695,Water,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16696,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
16697,Water,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16698,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16699,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16700,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16701,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16702,Water,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16703,Water,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
16704,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
16705,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
16706,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16707,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
16708,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16709,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
16710,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
16711,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16712,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16713,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16714,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16715,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16716,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Water
16717,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16718,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16719,Water,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16720,Water,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Wetland
16721,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
16722,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16723,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
16724,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
16725,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Water
16726,Water,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16727,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
16728,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
16729,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
16730,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16731,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
16732,Water,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
16733,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
16734,Water,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
16735,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
16736,Water,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
16737,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
16738,Water,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
16739,Water,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
16740,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
16741,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Cropland
16742,Water,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
16743,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
16744,Water,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
16745,Water,NULL,Forest,Water,Non_Wetland,Water,Water,NULL
16746,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
16747,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
16748,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Bareland
16749,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
16750,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
16751,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16752,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
16753,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
16754,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16755,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
16756,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
16757,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
16758,Water,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Water
16759,Water,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16760,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
16761,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
16762,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Wetland
16763,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
16764,Water,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
16765,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16766,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
16767,Water,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
16768,Water,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
16769,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
16770,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16771,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
16772,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
16773,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16774,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
16775,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16776,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16777,Water,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16778,Water,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16779,Water,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
16780,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
16781,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
16782,Water,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Cropland
16783,Water,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
16784,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
16785,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
16786,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Grassland
16787,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Wetland
16788,Water,Cropland,NULL,Water,Non_Wetland,NULL,Water,Forest
16789,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
16790,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Cropland
16791,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
16792,Water,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Water
16793,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
16794,Water,Cropland,NULL,Water,Non_Wetland,Bareland,NULL,Wetland
16795,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Wetland
16796,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Bareland
16797,Water,Cropland,NULL,Water,Non_Wetland,Bareland,Water,Water
16798,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Grassland
16799,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Cropland
16800,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Wetland
16801,Water,Cropland,NULL,Water,Non_Wetland,Water,NULL,Water
16802,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Grassland
16803,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Cropland
16804,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
16805,Water,Cropland,NULL,Water,Non_Wetland,Water,Water,Water
16806,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16807,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16808,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
16809,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
16810,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
16811,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
16812,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16813,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
16814,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
16815,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
16816,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
16817,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Water
16818,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
16819,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
16820,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
16821,Water,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
