Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTC_M_R
11692,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
11693,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Forest
11694,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
11695,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
11696,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
11697,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
11698,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
11699,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
11700,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
11701,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11702,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
11703,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
11704,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
11705,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
11706,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11707,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11708,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
11709,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
11710,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
11711,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
11712,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Cropland
11713,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
11714,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
11715,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Water
11716,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
11717,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11718,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
11719,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11720,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
11721,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
11722,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
11723,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
11724,Forest,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
11725,Forest,Built-up,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
11726,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
11727,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
11728,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
11729,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11730,Forest,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
11731,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,NULL,Forest
11732,Forest,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
11733,Forest,Built-up,Forest,Water,Non_Wetland,Forest,NULL,Grassland
11734,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11735,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
11736,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
11737,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
11738,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11739,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11740,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
11741,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Water
11742,Forest,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11743,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11744,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
11745,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11746,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
11747,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Cropland
11748,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
11749,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
11750,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
11751,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11752,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11753,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Bareland
11754,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Water
11755,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11756,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11757,Forest,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11758,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11759,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11760,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
11761,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
11762,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
11763,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
11764,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Bareland
11765,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
11766,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
11767,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
11768,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
11769,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
11770,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
11771,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
11772,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
11773,Forest,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
11774,Forest,Water,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
11775,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
11776,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Wetland
11777,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Bareland
11778,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
11779,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Forest
11780,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
11781,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Water
11782,Forest,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
11783,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
11784,Forest,Water,NULL,NULL,Non_Wetland,Water,Built-up,Forest
11785,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
11786,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
11787,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Built-up
11788,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
11789,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
11790,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Grassland
11791,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
11792,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
11793,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
11794,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
11795,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
11796,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
11797,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
11798,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
11799,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
11800,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
11801,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
11802,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
11803,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
11804,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
11805,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
11806,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
11807,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
11808,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
11809,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
11810,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
11811,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
11812,Forest,Water,NULL,Non_Water,Non_Wetland,Water,NULL,Water
11813,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
11814,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
11815,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
11816,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
11817,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
11818,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
11819,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Water
11820,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
11821,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
11822,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
11823,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
11824,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
11825,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
11826,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
11827,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Water
11828,Forest,Water,NULL,Water,Non_Wetland,Water,NULL,Forest
11829,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Forest
11830,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
11831,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
11832,Forest,Water,NULL,Water,Non_Wetland,Forest,NULL,Forest
11833,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
11834,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
11835,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
11836,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
11837,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
11838,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
11839,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
11840,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
11841,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
11842,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
11843,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
11844,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
11845,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
11846,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
11847,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
11848,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
11849,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
11850,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
11851,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
11852,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
11853,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
11854,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
11855,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
11856,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11857,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
11858,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
11859,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
11860,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
11861,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
11862,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
11863,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
11864,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
11865,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
11866,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
11867,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
11868,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
11869,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
11870,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
11871,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
11872,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
11873,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
11874,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
11875,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Water
11876,Forest,Water,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
11877,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
11878,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
11879,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
11880,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
11881,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
11882,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
11883,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
11884,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
11885,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
11886,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
11887,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
11888,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
11889,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
11890,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
11891,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
11892,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
11893,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Water
11894,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
11895,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
11896,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
11897,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
11898,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
11899,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
11900,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
11901,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
11902,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
11903,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
11904,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
11905,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
11906,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
11907,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
11908,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
11909,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
11910,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
11911,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
11912,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
11913,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
11914,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
11915,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
11916,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
11917,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
11918,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
11919,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Forest
11920,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
11921,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
11922,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11923,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Water
11924,Forest,Water,Shrubland,Water,Non_Wetland,Water,NULL,Forest
11925,Forest,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
11926,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
11927,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
11928,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
11929,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Water
11930,Forest,Water,Shrubland,Water,Non_Wetland,Water,Forest,Forest
11931,Forest,Water,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
11932,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Water
11933,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
11934,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11935,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11936,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
11937,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11938,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
11939,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
11940,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11941,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
11942,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
11943,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11944,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11945,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
11946,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11947,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
11948,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
11949,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
11950,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
11951,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
11952,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
11953,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
11954,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
11955,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
11956,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11957,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Water
11958,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11959,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11960,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
11961,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
11962,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11963,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
11964,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
11965,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
11966,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
11967,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
11968,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
11969,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
11970,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
11971,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
11972,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
11973,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11974,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
11975,Forest,Water,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
11976,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
11977,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Water
11978,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Forest
11979,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
11980,Forest,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
11981,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
11982,Forest,Water,Cropland,NULL,Non_Wetland,Water,Water,Forest
11983,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Water
11984,Forest,Water,Cropland,NULL,Non_Wetland,Water,Forest,Forest
11985,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
11986,Forest,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11987,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11988,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11989,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11990,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
11991,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
11992,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
11993,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
11994,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
11995,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
11996,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
11997,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
11998,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Water
11999,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
12000,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
12001,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
12002,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
12003,Forest,Water,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
12004,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
12005,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
12006,Forest,Water,Cropland,Water,Non_Wetland,NULL,Water,Forest
12007,Forest,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
12008,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
12009,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
12010,Forest,Water,Cropland,Water,Non_Wetland,Water,NULL,Water
12011,Forest,Water,Cropland,Water,Non_Wetland,Water,Water,Forest
12012,Forest,Water,Cropland,Water,Non_Wetland,Water,Forest,Forest
12013,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
12014,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
12015,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
12016,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
12017,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
12018,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
12019,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
12020,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
12021,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
12022,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
12023,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
12024,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
12025,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
