Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NHJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NHJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NHJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NHJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NHJ_M_R
2307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest
2308,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
2309,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland
2310,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water
2311,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
2312,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland
2313,Forest,Water,Forest,Water,Non_Wetland,NULL,Water
2314,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest
2315,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
2316,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest
2317,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL
2318,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
2319,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
2320,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up
2321,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water
2322,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
2323,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
2324,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
2325,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest
2326,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
2327,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland
2328,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest
2329,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL
2330,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
2331,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland
2332,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
2333,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
2334,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
2335,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL
2336,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland
2337,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland
2338,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest
2339,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL
2340,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
2341,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland
2342,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Forest
2343,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL
2344,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
2345,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
2346,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland
2347,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest
2348,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland
2349,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest
2350,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL
2351,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland
2352,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland
2353,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland
2354,Forest,Forest,Wetland,NULL,Wetland,NULL,Water
2355,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest
2356,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL
2357,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
2358,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland
2359,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland
2360,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water
2361,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest
2362,Forest,Forest,Wetland,Water,Wetland,NULL,NULL
2363,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland
2364,Forest,Forest,Wetland,Water,Wetland,NULL,Cropland
2365,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland
2366,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland
2367,Forest,Forest,Wetland,Water,Wetland,NULL,Water
2368,Forest,Forest,Wetland,Water,Wetland,NULL,Forest
2369,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL
2370,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
2371,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland
2372,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest
2373,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland
2374,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest
2375,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest
2376,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
2377,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
2378,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Forest
2379,Forest,Forest,Water,NULL,Water,NULL,Grassland
2380,Forest,Forest,Water,NULL,Water,NULL,Wetland
2381,Forest,Forest,Water,NULL,Water,NULL,Water
2382,Forest,Forest,Water,NULL,Water,NULL,Forest
2383,Forest,Forest,Water,Non_Water,Water,NULL,Grassland
2384,Forest,Forest,Water,Non_Water,Water,NULL,Wetland
2385,Forest,Forest,Water,Non_Water,Water,NULL,Water
2386,Forest,Forest,Water,Non_Water,Water,NULL,Forest
2387,Forest,Forest,Water,Water,Water,NULL,Grassland
2388,Forest,Forest,Water,Water,Water,NULL,Wetland
2389,Forest,Forest,Water,Water,Water,NULL,Water
2390,Forest,Forest,Water,Water,Water,NULL,Forest
2391,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL
2392,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
2393,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland
2394,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
2395,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water
2396,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest
2397,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
2398,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland
2399,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland
2400,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water
2401,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest
2402,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland
2403,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland
2404,Forest,Forest,Forest,Water,Non_Wetland,NULL,Bareland
2405,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water
2406,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest
