Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPP_M_R
2541,Forest,Water,Bareland,Water,Non_Wetland,Grassland
2542,Forest,Water,Bareland,Water,Non_Wetland,Bareland
2543,Forest,Water,Bareland,Water,Non_Wetland,Forest
2544,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2545,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2546,Forest,Water,Water,NULL,Water,Wetland
2547,Forest,Water,Water,NULL,Water,Bareland
2548,Forest,Water,Water,NULL,Water,Water
2549,Forest,Water,Water,NULL,Water,Forest
2550,Forest,Water,Water,Non_Water,Water,Water
2551,Forest,Water,Water,Water,Water,Water
2552,Forest,Water,Water,Water,Water,Forest
2553,Forest,Water,Forest,NULL,Non_Wetland,NULL
2554,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2555,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2556,Forest,Water,Forest,NULL,Non_Wetland,Water
2557,Forest,Water,Forest,NULL,Non_Wetland,Forest
2558,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2559,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
2560,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
2561,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2562,Forest,Water,Forest,Water,Non_Wetland,Water
2563,Forest,Water,Forest,Water,Non_Wetland,Forest
2564,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2565,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2567,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2568,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2569,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2570,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2571,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
2572,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2573,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2574,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2575,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
2577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Built-up
2581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2582,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2583,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2585,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2586,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2587,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
2588,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2589,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2590,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2591,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
2592,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2593,Forest,Forest,Grassland,Non_Water,Non_Wetland,Cropland
2594,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2595,Forest,Forest,Grassland,Water,Non_Wetland,Cropland
2596,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2597,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2598,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2599,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
2600,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2601,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2602,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2603,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
2604,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2605,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2606,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2607,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2608,Forest,Forest,Cropland,Water,Non_Wetland,NULL
2609,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2610,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2611,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2612,Forest,Forest,Wetland,NULL,Wetland,Forest
2613,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2614,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2615,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2616,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2617,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2618,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2619,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2620,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2621,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2622,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2623,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2624,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2625,Forest,Forest,Bareland,Water,Non_Wetland,NULL
2626,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2627,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2628,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2629,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2630,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2631,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2632,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2633,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2634,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2635,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2636,Forest,Forest,Water,NULL,Water,Grassland
2637,Forest,Forest,Water,NULL,Water,Forest
2638,Forest,Forest,Water,Water,Water,Grassland
2639,Forest,Forest,Water,Water,Water,Forest
2640,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2641,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2642,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2643,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2644,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2645,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2646,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2647,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
2648,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2649,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2650,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2651,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2652,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2653,Forest,Forest,Forest,Water,Non_Wetland,Forest
