Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKA_M_R
19686,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19687,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19688,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19689,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
19690,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Water
19691,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19692,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19693,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19694,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19695,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19696,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
19697,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
19698,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
19699,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
19700,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
19701,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
19702,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
19703,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19704,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
19705,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
19706,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19707,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
19708,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19709,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19710,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19711,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19712,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
19713,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19714,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19715,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19716,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19717,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19718,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19719,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
19720,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19721,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19722,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19723,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19724,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19725,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19726,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
19727,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19728,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19729,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
19730,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
19731,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19732,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
19733,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
19734,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19735,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
19736,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
19737,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
19738,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Water
19739,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
19740,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19741,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19742,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
19743,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
19744,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
19745,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19746,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19747,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19748,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19749,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
19750,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
19751,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19752,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19753,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19754,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19755,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
19756,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
19757,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
19758,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
19759,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
19760,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
19761,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
19762,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
19763,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
19764,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
19765,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
19766,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
19767,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
19768,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
19769,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
19770,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
19771,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
19772,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
19773,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
19774,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
19775,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
19776,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19777,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19778,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
19779,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
19780,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
19781,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
19782,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
19783,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
19784,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
19785,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
19786,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
19787,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
19788,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
19789,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
19790,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
19791,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Water
19792,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
19793,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
19794,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19795,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
19796,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
19797,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
19798,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
19799,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
19800,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
19801,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
19802,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
19803,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
19804,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
19805,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
19806,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
19807,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
19808,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
19809,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
19810,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
19811,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
19812,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
19813,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
19814,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
19815,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
19816,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
19817,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
19818,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
19819,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
19820,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
19821,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
19822,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19823,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19824,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19825,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19826,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19827,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
19828,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19829,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
19830,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19831,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
19832,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
19833,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
19834,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
19835,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
19836,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
19837,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
19838,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
19839,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
19840,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
19841,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
19842,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
19843,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
19844,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
19845,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
19846,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,NULL
19847,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
19848,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
19849,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Water
19850,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
19851,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
19852,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19853,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
19854,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
19855,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
19856,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
19857,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
19858,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
19859,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
19860,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
19861,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
19862,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
19863,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
19864,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
19865,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
19866,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
19867,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
19868,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
19869,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
19870,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
19871,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
19872,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19873,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
19874,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
19875,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
19876,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
19877,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
19878,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
19879,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
19880,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
19881,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
19882,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
19883,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19884,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
19885,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
19886,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19887,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
19888,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19889,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
19890,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19891,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
19892,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19893,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
19894,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
19895,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19896,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
19897,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
19898,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19899,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
19900,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
19901,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,NULL
19902,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
19903,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
19904,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
19905,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
19906,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
19907,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19908,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19909,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
19910,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
19911,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19912,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
19913,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
19914,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
19915,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19916,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19917,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19918,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
19919,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19920,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
19921,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
19922,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
19923,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
19924,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
19925,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19926,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19927,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19928,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
19929,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19930,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19931,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19932,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19933,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19934,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19935,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19936,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19937,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19938,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19939,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
19940,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19941,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
19942,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
19943,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
19944,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19945,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
19946,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
19947,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19948,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19949,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Cropland
19950,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19951,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
19952,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19953,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
19954,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19955,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19956,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19957,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19958,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19959,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19960,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19961,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
19962,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
19963,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19964,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
19965,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
19966,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19967,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
19968,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
19969,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19970,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19971,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
19972,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19973,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19974,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19975,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19976,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19977,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,NULL
19978,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
19979,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
19980,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Water
19981,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
19982,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
19983,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
19984,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
19985,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
19986,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19987,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
19988,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19989,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19990,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
19991,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19992,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
19993,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
19994,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19995,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
19996,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
19997,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
19998,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
19999,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
20000,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
20001,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
20002,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
20003,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
20004,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
20005,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
20006,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
20007,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
20008,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
20009,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
20010,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
20011,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
20012,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
20013,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
20014,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
