Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
24502,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
24503,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,NULL
24504,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
24505,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
24506,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
24507,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
24508,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
24509,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Cropland
24510,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
24511,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Bareland
24512,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
24513,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
24514,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
24515,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
24516,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
24517,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
24518,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
24519,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Grassland
24520,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Forest,Forest
24521,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
24522,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
24523,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
24524,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
24525,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Water
24526,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Water,NULL
24527,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
24528,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
24529,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
24530,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
24531,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
24532,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
24533,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Wetland
24534,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
24535,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
24536,Forest,Forest,Cropland,Water,Non_Wetland,Water,Forest,Water
24537,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,NULL
24538,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
24539,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
24540,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Grassland
24541,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
24542,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
24543,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Water
24544,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
24545,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
24546,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
24547,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
24548,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
24549,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
24550,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,NULL
24551,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
24552,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
24553,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
24554,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
24555,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
24556,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
24557,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
24558,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
24559,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
24560,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
24561,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
24562,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
24563,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
24564,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
24565,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
24566,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
24567,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
24568,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
24569,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
24570,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
24571,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
24572,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
24573,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
24574,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
24575,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Water
24576,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
24577,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
24578,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
24579,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,NULL
24580,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
24581,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
24582,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
24583,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
24584,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
24585,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,NULL
24586,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
24587,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
24588,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
24589,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
24590,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
24591,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
24592,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Cropland
24593,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
24594,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
24595,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
24596,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
24597,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
24598,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
24599,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
24600,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
24601,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
24602,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
24603,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
24604,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
24605,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
24606,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
24607,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
24608,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
24609,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Cropland
24610,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
24611,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
24612,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
24613,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
24614,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
24615,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
24616,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
24617,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
24618,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
24619,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
24620,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
24621,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
24622,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
24623,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
24624,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
24625,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
24626,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
24627,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
24628,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
24629,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
24630,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
24631,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
24632,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
24633,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
24634,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
24635,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
24636,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
24637,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
24638,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
24639,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
24640,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
24641,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
24642,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,NULL
24643,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
24644,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
24645,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
24646,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
24647,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,NULL
24648,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
24649,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Cropland
24650,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
24651,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
24652,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,NULL
24653,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
24654,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
24655,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
24656,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
24657,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
24658,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
24659,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
24660,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
24661,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,NULL
24662,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
24663,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
24664,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
24665,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
24666,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
24667,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
24668,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
24669,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Cropland
24670,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
24671,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Water
24672,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
24673,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,NULL,Wetland
24674,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Forest,Wetland
24675,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Forest,Forest
24676,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
24677,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
24678,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
24679,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
24680,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Cropland
24681,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
24682,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
24683,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
24684,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
24685,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
24686,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
24687,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
24688,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
24689,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
24690,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
24691,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
24692,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
24693,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
24694,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
24695,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
24696,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
24697,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
24698,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Cropland
24699,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
24700,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
24701,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
24702,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
24703,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
24704,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
24705,Forest,Forest,Wetland,Water,Wetland,Shrubland,Forest,Forest
24706,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
24707,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
24708,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
24709,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Cropland
24710,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
24711,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Bareland
24712,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
24713,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
24714,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
24715,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
24716,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
24717,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
24718,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Grassland
24719,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
24720,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
24721,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
24722,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
24723,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
24724,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
24725,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
24726,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
24727,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
24728,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
24729,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
24730,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
24731,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
24732,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
24733,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
24734,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
24735,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
24736,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
24737,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,NULL
24738,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
24739,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
24740,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
24741,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Cropland
24742,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
24743,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
24744,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
24745,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
24746,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
24747,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
24748,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
24749,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
24750,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
24751,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
24752,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
24753,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
24754,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
24755,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
24756,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
24757,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
24758,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
24759,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
24760,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
24761,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
24762,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,NULL,Forest
24763,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
24764,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
24765,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
24766,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
24767,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
24768,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
24769,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Water
24770,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
24771,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,NULL
24772,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
24773,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
24774,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
24775,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
24776,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
24777,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Bareland
24778,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
24779,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
24780,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
24781,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
24782,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
24783,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
24784,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
24785,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
24786,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
24787,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
24788,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
24789,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
24790,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
24791,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
24792,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
24793,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
24794,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Water
24795,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Forest
24796,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
24797,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
24798,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
24799,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
24800,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
24801,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
24802,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
24803,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
24804,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
24805,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
24806,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Forest
24807,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
24808,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
24809,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
24810,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
24811,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
24812,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,NULL,Water
24813,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Water
24814,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
24815,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
24816,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Water
24817,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
24818,Forest,Forest,Bareland,Water,Non_Wetland,Water,NULL,Water
24819,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
24820,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Water
24821,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
24822,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
24823,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
24824,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
24825,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
24826,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
24827,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
24828,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
