Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
1943,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1944,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1945,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1946,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1947,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1948,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1949,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1950,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1951,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1952,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1953,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1954,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1955,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1956,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1957,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1958,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1959,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1960,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
1961,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1962,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1963,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1964,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1965,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1966,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1967,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1968,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1969,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1970,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1971,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1972,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1973,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1974,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1975,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1976,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1977,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1978,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
1979,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1980,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1981,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1982,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1983,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1984,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1985,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1986,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
1987,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Water
1988,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1989,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
1990,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
1991,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
1992,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
1993,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1994,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1995,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1996,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1997,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1998,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
1999,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
2000,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2001,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
2002,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
2003,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2004,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2005,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
2006,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
2007,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2008,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2009,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2010,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2011,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2012,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2013,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2014,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2015,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
2016,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
2017,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Forest
2018,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2019,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2020,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2021,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2022,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2023,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2024,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2025,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2026,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2027,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2028,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
2029,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
2030,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2031,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2032,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2033,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2034,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2035,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2036,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2037,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2038,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2039,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2040,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Water
2041,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2042,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2043,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2044,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2045,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2046,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2047,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2048,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2049,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2050,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2051,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2052,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2053,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2054,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2055,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2056,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2057,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2058,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2059,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2060,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2061,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Water
2062,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2063,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2064,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Water
2065,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2066,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2067,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2068,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2069,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2070,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2071,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2072,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2073,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2074,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,NULL
2075,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2076,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2077,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2078,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2079,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2080,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
2081,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2082,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2083,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2084,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2085,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
2086,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2087,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2088,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2089,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
2090,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
2091,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
2092,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
2093,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
2094,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2095,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
2096,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
2097,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2098,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2099,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2100,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2101,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2102,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2103,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
2104,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2105,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2106,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2107,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
2108,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2109,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
2110,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2111,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2112,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
2113,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2114,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
2115,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
2116,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
2117,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2118,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2119,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
2120,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
2121,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
2122,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2123,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2124,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
2125,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
2126,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
2127,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
2128,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
2129,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
2130,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2131,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
2132,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
2133,Forest,Wetland,Wetland,Water,Wetland,Water,Forest,Forest
2134,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2135,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
2136,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2137,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2138,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2139,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2140,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2141,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2142,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2143,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2144,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2145,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2146,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2147,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2148,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2149,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
2150,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
2151,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2152,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2153,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2154,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2155,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2156,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2157,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2158,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
2159,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2160,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2161,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2162,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2163,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2164,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2165,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2166,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2167,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2168,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2169,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2170,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2171,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2172,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2173,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2174,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2175,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2176,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
2177,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2178,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2179,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
2180,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2181,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
2182,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
2183,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
2184,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2185,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2186,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2187,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2188,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
2189,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2190,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2191,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
2192,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
2193,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
2194,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
2195,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
2196,Forest,Wetland,Water,NULL,Water,Wetland,Water,Wetland
2197,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
2198,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
2199,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
2200,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
2201,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
2202,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
2203,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
2204,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
2205,Forest,Wetland,Water,NULL,Water,Water,Water,Water
2206,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
2207,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
2208,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
2209,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
2210,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
2211,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
2212,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
2213,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
2214,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
2215,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
2216,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
2217,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
2218,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
2219,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
2220,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
2221,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
2222,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
2223,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
2224,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
2225,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
2226,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
2227,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
2228,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
2229,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
2230,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
2231,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
2232,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
2233,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
2234,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
2235,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
2236,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
2237,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
2238,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
2239,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
2240,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
2241,Forest,Wetland,Water,Water,Water,Water,Water,Water
2242,Forest,Wetland,Water,Water,Water,Water,Water,Forest
2243,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
2244,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2245,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2246,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2247,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2248,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2249,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2250,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2251,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2252,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
2253,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2254,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
2255,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Wetland
2256,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
2257,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
2258,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2259,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2260,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2261,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2262,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2263,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2264,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2265,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2266,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2267,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2268,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2269,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2270,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2271,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2272,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2273,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
2274,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2275,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2276,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2277,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2278,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
