Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
12506,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
12507,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
12508,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12509,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12510,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
12511,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12512,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
12513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
12514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
12517,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
12518,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
12519,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
12520,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
12521,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
12522,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
12523,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12524,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12525,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
12526,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
12527,Forest,Forest,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
12528,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
12529,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
12530,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
12531,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
12532,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
12533,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
12534,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12535,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12536,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12537,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12538,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12539,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
12540,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12541,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12542,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12543,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12544,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12545,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12546,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12547,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12548,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12549,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12550,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12551,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12552,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12553,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12554,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12555,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12556,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12557,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
12558,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12559,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12560,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12561,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
12562,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
12563,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
12564,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12565,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12566,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
12567,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
12568,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12569,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12570,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12571,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
12572,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12573,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12574,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12575,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12576,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12577,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12578,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12579,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12580,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12581,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12582,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
12583,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12584,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12585,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12586,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12587,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12588,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
12589,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
12590,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
12591,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
12592,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12593,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12594,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
12595,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12596,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12597,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
12598,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12599,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12600,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
12601,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12602,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12603,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12604,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
12605,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
12606,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12607,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12608,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12609,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12610,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12611,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12612,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12613,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12614,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12615,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12616,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
12617,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12618,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
12619,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
12620,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12621,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12622,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
12623,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12624,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12625,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12626,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12627,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12628,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12629,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12630,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12631,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
12632,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12633,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12634,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12635,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12636,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12637,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12638,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12639,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12640,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12641,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12642,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12643,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12644,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
12645,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12646,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
12647,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12648,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12649,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12650,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
12651,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12652,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
12653,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12654,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12655,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12656,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12657,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12658,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12659,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12660,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12661,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12662,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12663,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12664,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12665,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12666,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12667,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12668,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
12669,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12670,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12671,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12672,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
12673,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
12674,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
12675,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
12676,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12677,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12678,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
12679,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12680,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
12681,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12682,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
12683,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12684,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
12685,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12686,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
12687,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12688,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
12689,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
12690,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
12691,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
12692,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12693,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12694,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12695,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12696,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12697,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
12698,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12699,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12700,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12701,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12702,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12703,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12704,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12705,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12706,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12707,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12708,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12709,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12710,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12711,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,NULL
12712,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
12713,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
12714,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
12715,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
12716,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12717,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12718,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
12719,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12720,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12721,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12722,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12723,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
12724,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
12725,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12726,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12727,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
12728,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12729,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
12730,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
12731,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
12732,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
12733,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
12734,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12735,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12736,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
12737,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
12738,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12739,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12740,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12741,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12742,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12743,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12744,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12745,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12746,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12747,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12748,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12749,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
12750,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
12751,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
12752,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
12753,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
12754,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
12755,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12756,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12757,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12758,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
12759,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12760,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
12761,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
12762,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
12763,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
12764,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
12765,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12766,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12767,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12768,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12769,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12770,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12771,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12772,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
12773,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12774,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12775,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
12776,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
12777,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12778,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
12779,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
12780,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
12781,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,NULL
12782,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
12783,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
12784,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Water
12785,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
12786,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
12787,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
12788,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
12789,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
12790,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
12791,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
12792,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
12793,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
12794,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
12795,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
12796,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Water
12797,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12798,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12799,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12800,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
12801,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12802,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
12803,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12804,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
12805,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12806,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
12807,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12808,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
12809,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12810,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
12811,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
12812,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
12813,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12814,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
12815,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12816,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
12817,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
12818,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12819,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
12820,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
12821,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12822,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
12823,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12824,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
