Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHG_M_R
19310,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19311,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19312,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19313,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19314,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
19315,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19316,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19317,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19318,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19319,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19320,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
19321,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19322,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
19323,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
19324,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
19325,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
19326,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
19327,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
19328,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
19329,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
19330,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19331,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
19332,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
19333,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
19334,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19335,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19336,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
19337,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
19338,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
19339,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
19340,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
19341,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
19342,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
19343,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
19344,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
19345,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
19346,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
19347,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
19348,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
19349,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
19350,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
19351,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
19352,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
19353,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
19354,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
19355,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
19356,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
19357,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Bareland
19358,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
19359,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
19360,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
19361,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
19362,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
19363,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
19364,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
19365,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
19366,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
19367,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
19368,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
19369,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
19370,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
19371,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
19372,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
19373,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
19374,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
19375,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,NULL
19376,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
19377,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
19378,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
19379,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Water
19380,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
19381,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
19382,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
19383,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
19384,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
19385,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
19386,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
19387,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19388,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19389,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19390,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19391,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19392,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19393,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19394,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19395,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19396,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
19397,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19398,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
19399,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19400,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
19401,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
19402,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
19403,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
19404,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
19405,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
19406,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
19407,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
19408,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
19409,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
19410,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
19411,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19412,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
19413,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
19414,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19415,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
19416,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
19417,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19418,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19419,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19420,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
19421,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19422,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19423,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
19424,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19425,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19426,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19427,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Water
19428,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19429,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19430,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19431,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19432,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19433,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
19434,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19435,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19436,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19437,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,NULL
19438,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
19439,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Cropland
19440,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
19441,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
19442,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
19443,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
19444,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
19445,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
19446,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
19447,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Water,Forest
19448,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19449,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
19450,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
19451,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Water
19452,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19453,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19454,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19455,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19456,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19457,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,NULL
19458,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
19459,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19460,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19461,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
19462,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
19463,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
19464,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
19465,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
19466,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
19467,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
19468,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Grassland
19469,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
19470,Forest,Cropland,Cropland,Water,Non_Wetland,Forest,Forest,Bareland
19471,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
19472,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
19473,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
19474,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
19475,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
19476,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
19477,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
19478,Forest,Cropland,Wetland,NULL,Wetland,Forest,Grassland,Forest
19479,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
19480,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
19481,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
19482,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
19483,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
19484,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
19485,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
19486,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
19487,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
19488,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Water
19489,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Forest,Water
19490,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
19491,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
19492,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
19493,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Shrubland,Wetland
19494,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Cropland
19495,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
19496,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
19497,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19498,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
19499,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19500,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19501,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
19502,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19503,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
19504,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
19505,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
19506,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19507,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19508,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
19509,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19510,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19511,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19512,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19513,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
19514,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Water,Grassland
19515,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19516,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19517,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19518,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19519,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19520,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
19521,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
19522,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
19523,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
19524,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Bareland
19525,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
19526,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
19527,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
19528,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
19529,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
19530,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
19531,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
19532,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19533,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19534,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
19535,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
19536,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
19537,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
19538,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
19539,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
19540,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
19541,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
19542,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
19543,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
19544,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19545,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
19546,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
19547,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
19548,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
19549,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Grassland
19550,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
19551,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
19552,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,NULL
19553,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
19554,Forest,Cropland,Water,NULL,Water,Shrubland,Forest,Grassland
19555,Forest,Cropland,Water,NULL,Water,Grassland,NULL,NULL
19556,Forest,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
19557,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
19558,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
19559,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
19560,Forest,Cropland,Water,NULL,Water,Bareland,NULL,NULL
19561,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Forest
19562,Forest,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
19563,Forest,Cropland,Water,NULL,Water,Bareland,Shrubland,Forest
19564,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
19565,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Water
19566,Forest,Cropland,Water,NULL,Water,Water,Water,NULL
19567,Forest,Cropland,Water,NULL,Water,Water,Water,Forest
19568,Forest,Cropland,Water,NULL,Water,Forest,NULL,NULL
19569,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
19570,Forest,Cropland,Water,NULL,Water,Forest,Grassland,Forest
19571,Forest,Cropland,Water,NULL,Water,Forest,Forest,Forest
19572,Forest,Cropland,Water,Non_Water,Water,Shrubland,Water,Water
19573,Forest,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
19574,Forest,Cropland,Water,Non_Water,Water,Water,Water,Water
19575,Forest,Cropland,Water,Non_Water,Water,Forest,Wetland,Wetland
19576,Forest,Cropland,Water,Non_Water,Water,Forest,Water,Forest
19577,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
19578,Forest,Cropland,Water,Water,Water,NULL,NULL,Grassland
19579,Forest,Cropland,Water,Water,Water,NULL,NULL,Forest
19580,Forest,Cropland,Water,Water,Water,NULL,Shrubland,Forest
19581,Forest,Cropland,Water,Water,Water,NULL,Wetland,Grassland
19582,Forest,Cropland,Water,Water,Water,NULL,Water,Grassland
19583,Forest,Cropland,Water,Water,Water,NULL,Forest,Grassland
19584,Forest,Cropland,Water,Water,Water,Shrubland,NULL,Grassland
19585,Forest,Cropland,Water,Water,Water,Shrubland,Wetland,Grassland
19586,Forest,Cropland,Water,Water,Water,Shrubland,Wetland,Wetland
19587,Forest,Cropland,Water,Water,Water,Shrubland,Water,Forest
19588,Forest,Cropland,Water,Water,Water,Wetland,NULL,Wetland
19589,Forest,Cropland,Water,Water,Water,Bareland,Shrubland,Water
19590,Forest,Cropland,Water,Water,Water,Bareland,Water,Water
19591,Forest,Cropland,Water,Water,Water,Bareland,Forest,Forest
19592,Forest,Cropland,Water,Water,Water,Water,Water,Water
19593,Forest,Cropland,Water,Water,Water,Forest,NULL,Forest
19594,Forest,Cropland,Water,Water,Water,Forest,Water,Forest
19595,Forest,Cropland,Water,Water,Water,Forest,Forest,Forest
19596,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19597,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19598,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19599,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19600,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19601,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19602,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19603,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Bareland
19604,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
19605,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19606,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19607,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19608,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19609,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19610,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
19611,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
19612,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
19613,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
19614,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
19615,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
19616,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19617,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
19618,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
19619,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19620,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
19621,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Water
19622,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
19623,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19624,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19625,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19626,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
