Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
13102,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13103,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13104,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13105,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13106,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13107,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13108,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13109,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13110,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13111,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
13112,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13113,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13114,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
13115,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
13116,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
13117,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
13118,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
13119,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13120,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13121,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
13122,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13123,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
13124,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13125,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13126,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
13127,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
13128,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13129,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13130,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
13131,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
13132,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
13133,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
13134,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
13135,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13136,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13137,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13138,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
13139,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
13140,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13141,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13142,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
13143,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13144,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13145,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
13146,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13147,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13148,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
13149,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13150,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13151,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13152,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
13153,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
13154,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
13155,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
13156,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
13157,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
13158,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
13159,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
13160,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13161,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13162,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
13163,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13164,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
13165,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
13166,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13167,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
13168,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
13169,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
13170,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
13171,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13172,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
13173,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13174,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13175,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13176,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13177,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13178,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
13179,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13180,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13181,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13182,Forest,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13183,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
13184,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13185,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13186,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13187,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13188,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13189,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
13190,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13191,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
13192,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13193,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13194,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
13195,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
13196,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13197,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13198,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13199,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
13200,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13201,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
13202,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13203,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13204,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
13205,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
13206,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13207,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13208,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
13209,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
13210,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
13211,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
13212,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13213,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13214,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13215,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
13216,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
13217,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
13218,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
13219,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
13220,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13221,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13222,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13223,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13224,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13225,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13226,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13227,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13228,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13229,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13230,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
13231,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13232,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13233,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
13234,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13235,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13236,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13237,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13238,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13239,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13240,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
13241,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13242,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13243,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13244,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13245,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13246,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13247,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13248,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13249,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13250,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13251,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13252,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13253,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13254,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13255,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
13256,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13257,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
13258,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
13259,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
13260,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
13261,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
13262,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13263,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13264,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13265,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
13266,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13267,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13268,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13269,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13270,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13271,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13272,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13273,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13274,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13275,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13276,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13277,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13278,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13279,Forest,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
13280,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
13281,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13282,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13283,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Grassland
13284,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
13285,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
13286,Forest,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Wetland
13287,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
13288,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
13289,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
13290,Forest,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13291,Forest,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
13292,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,NULL
13293,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13294,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13295,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13296,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
13297,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13298,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
13299,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13300,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13301,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13302,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
13303,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13304,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
13305,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
13306,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13307,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13308,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13309,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13310,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
13311,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13312,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13313,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
13314,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13315,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
13316,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13317,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
13318,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
13319,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13320,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13321,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13322,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
13323,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
13324,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13325,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13326,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13327,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
13328,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13329,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
13330,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
13331,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
13332,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
13333,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
13334,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
13335,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
13336,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
13337,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
13338,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13339,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
13340,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
13341,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
13342,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
13343,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
13344,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
13345,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
13346,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13347,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
13348,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
13349,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
13350,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
13351,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
13352,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
13353,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
13354,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
13355,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
13356,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
13357,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
13358,Forest,Built-up,Water,NULL,Water,NULL,Shrubland,Forest
13359,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
13360,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
13361,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
13362,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
13363,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
13364,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
13365,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
13366,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
13367,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
13368,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
13369,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
13370,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
13371,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
13372,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
13373,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
13374,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
13375,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
13376,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
13377,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
13378,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
13379,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13380,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
13381,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13382,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
13383,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
13384,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
13385,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
13386,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13387,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Cropland
13388,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Wetland
13389,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
13390,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
13391,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
13392,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
13393,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
13394,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
13395,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
13396,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
13397,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13398,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
13399,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
13400,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
13401,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
13402,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
13403,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
13404,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
13405,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
13406,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
13407,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
13408,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
13409,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
13410,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
