Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
4288,Forest,Water,Water,Water,Water,Bareland,Wetland,Forest
4289,Forest,Water,Water,Water,Water,Water,Grassland,Bareland
4290,Forest,Water,Water,Water,Water,Water,Grassland,Water
4291,Forest,Water,Water,Water,Water,Water,Grassland,Forest
4292,Forest,Water,Water,Water,Water,Water,Wetland,Water
4293,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4294,Forest,Water,Water,Water,Water,Water,Water,Wetland
4295,Forest,Water,Water,Water,Water,Water,Water,Bareland
4296,Forest,Water,Water,Water,Water,Water,Water,Water
4297,Forest,Water,Water,Water,Water,Water,Water,Forest
4298,Forest,Water,Water,Water,Water,Water,Forest,Water
4299,Forest,Water,Water,Water,Water,Water,Forest,Forest
4300,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4301,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4302,Forest,Water,Water,Water,Water,Forest,Water,Water
4303,Forest,Water,Water,Water,Water,Forest,Water,Forest
4304,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4305,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4306,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4307,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4308,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4309,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4310,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4311,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4312,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4313,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4314,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4315,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4316,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4317,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4318,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4319,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
4320,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4321,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4322,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4323,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4324,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4325,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4326,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4327,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4328,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4329,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4330,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4331,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4332,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4333,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4334,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4335,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4336,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4337,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4338,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4339,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4340,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4341,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4342,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4343,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4344,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4345,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4346,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
4347,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4348,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4349,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4350,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4351,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4352,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
4353,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4354,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4355,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4356,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4357,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4358,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4359,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4360,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4361,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
4362,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4363,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4364,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
4365,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4366,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4367,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4368,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4369,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4370,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
4371,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
4372,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4373,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4374,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
4375,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4376,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4377,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Bareland
4378,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4379,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4380,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4381,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4382,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4383,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
4384,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4385,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4386,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4387,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4388,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
4389,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4390,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4391,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4392,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
4393,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
4394,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
4395,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4396,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
4397,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
4398,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Bareland
4399,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4400,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4401,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4402,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4403,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4404,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4405,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4406,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4407,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
4408,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
4409,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4410,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4411,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4412,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4413,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4414,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4415,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4416,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
4417,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4418,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
4419,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
4420,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4421,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4422,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4423,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4424,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4425,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4426,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4427,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4428,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4429,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4430,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4431,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4432,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4433,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4434,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4435,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4436,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
4437,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4438,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4439,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4440,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4441,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4442,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
4443,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4444,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4445,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
4446,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4447,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4448,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4449,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4450,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4451,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4452,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4453,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4454,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4455,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4456,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4457,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
4458,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
4459,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4460,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4461,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4462,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4463,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4464,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
4465,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4466,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4467,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
4468,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
4469,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4470,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4471,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
4472,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4473,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4474,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
4475,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4476,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
4477,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
4478,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
4479,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
4480,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4481,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
4482,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4483,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
4484,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
4485,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
4486,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4487,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
4488,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4489,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4490,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
4491,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
4492,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4493,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4494,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4495,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4496,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4497,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4498,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
4499,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4500,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4501,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Built-up
4502,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4503,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4504,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4505,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
4506,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4507,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4508,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4509,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4510,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4511,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4512,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4513,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4514,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4515,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4516,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
4517,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4518,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4519,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4520,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
4521,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4522,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4523,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
4524,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4525,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4526,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
4527,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4528,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4529,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4530,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4531,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4532,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
4533,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4534,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4535,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4536,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4537,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4538,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4539,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
4540,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
4541,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4543,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4544,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4545,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4546,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4547,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4548,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4549,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4550,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4551,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4552,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4553,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4554,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4555,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
4556,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4557,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4558,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4559,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4560,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4561,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4562,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4563,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4564,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4565,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
4566,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4567,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4568,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4569,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4570,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4571,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4572,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4573,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
4574,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4575,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4576,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4577,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4578,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4579,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4580,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4581,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4582,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4583,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4584,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4585,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
4586,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4587,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4588,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
4589,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4590,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4591,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4592,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4593,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4594,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4595,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4596,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4597,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
4598,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
4599,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4600,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4601,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4602,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4603,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
4604,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
4605,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4606,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4607,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Wetland
4608,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4609,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4610,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4611,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4612,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
