Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
19150,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19151,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
19152,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
19153,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
19154,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
19155,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19156,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
19157,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
19158,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
19159,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
19160,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
19161,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
19162,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
19163,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
19164,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
19165,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
19166,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
19167,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
19168,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
19169,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
19170,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
19171,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
19172,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
19173,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
19174,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
19175,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,NULL
19176,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
19177,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
19178,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
19179,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
19180,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
19181,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
19182,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
19183,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
19184,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
19185,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19186,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
19187,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19188,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
19189,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19190,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
19191,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19192,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
19193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
19195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
19196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19197,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
19198,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
19199,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
19200,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
19201,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
19202,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
19203,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
19204,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
19205,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
19206,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
19207,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19208,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19209,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
19210,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
19211,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19212,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
19213,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
19214,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19215,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19216,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
19217,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
19218,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
19219,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
19220,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
19221,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
19222,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
19223,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
19224,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
19225,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
19226,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19227,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19228,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19229,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19230,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19231,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19232,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
19233,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
19234,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19235,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19236,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19237,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19238,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
19239,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
19240,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
19241,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
19242,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
19243,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
19244,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
19245,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
19246,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
19247,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
19248,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19249,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19250,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
19251,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19252,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19253,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19254,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19255,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
19256,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
19257,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19258,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19259,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19260,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
19261,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
19262,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
19263,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
19264,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19265,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
19266,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
19267,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
19268,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
19269,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
19270,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
19271,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
19272,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
19273,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
19274,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
19275,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
19276,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
19277,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
19278,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
19279,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
19280,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
19281,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
19282,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
19283,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
19284,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
19285,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
19286,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
19287,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
19288,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
19289,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
19290,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
19291,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19292,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,NULL
19293,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
19294,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
19295,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
19296,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,NULL
19297,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
19298,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
19299,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
19300,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
19301,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
19302,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
19303,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,NULL
19304,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
19305,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
19306,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
19307,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
19308,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
19309,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19310,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
19311,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
19312,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
19313,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Water
19314,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
19315,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
19316,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
19317,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
19318,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
19319,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
19320,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
19321,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Wetland
19322,Forest,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
19323,Forest,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
19324,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,NULL
19325,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
19326,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Wetland
19327,Forest,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
19328,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Wetland
19329,Forest,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
19330,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
19331,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
19332,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
19333,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
19334,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19335,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19336,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
19337,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
19338,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
19339,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
19340,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,NULL
19341,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
19342,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
19343,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
19344,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
19345,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
19346,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Water
19347,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
19348,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,NULL
19349,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
19350,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
19351,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
19352,Forest,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
19353,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
19354,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Water
19355,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
19356,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
19357,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
19358,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
19359,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
19360,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
19361,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
19362,Forest,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
19363,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
19364,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
19365,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Wetland
19366,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Water
19367,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
19368,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
19369,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
19370,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,NULL
19371,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
19372,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
19373,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
19374,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
19375,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
19376,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
19377,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
19378,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,NULL
19379,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
19380,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Wetland
19381,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Water
19382,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
19383,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
19384,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
19385,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Forest
19386,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
19387,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Wetland
19388,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
19389,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,NULL
19390,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
19391,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
19392,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Forest
19393,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
19394,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Wetland
19395,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Forest
19396,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,NULL
19397,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
19398,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
19399,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Water
19400,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
19401,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
19402,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
19403,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
19404,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
19405,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
19406,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
19407,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Water
19408,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
19409,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
19410,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
19411,Forest,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
19412,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
19413,Forest,NULL,Forest,Water,Non_Wetland,Forest,Wetland,Forest
19414,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
19415,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Water
19416,Forest,NULL,Forest,Water,Non_Wetland,Forest,Water,Forest
19417,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Water
19418,Forest,NULL,Forest,Water,Non_Wetland,Forest,Forest,Forest
19419,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
19420,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19421,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
19422,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19423,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
19424,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19425,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
19426,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
19427,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19428,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
19429,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19430,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
19431,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
19432,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19433,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
19434,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
19435,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
19436,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
19437,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
19438,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
19439,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19440,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
19441,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19442,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19443,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
19444,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
19445,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19446,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19447,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19448,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19449,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19450,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19451,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
19452,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19453,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
19454,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19455,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
19456,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
19457,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
19458,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
19459,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
19460,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
19461,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
19462,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19463,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19464,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
19465,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
19466,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
19467,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
19468,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
19469,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
19470,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19471,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
19472,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
19473,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
19474,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19475,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19476,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
19477,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
