Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
2364,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2365,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2366,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2367,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
2368,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2369,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2370,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2371,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2372,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2373,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2374,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2375,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2376,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2377,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2378,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2379,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2380,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2381,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2382,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2383,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2384,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2385,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2386,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2387,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2388,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
2389,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2390,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2391,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2392,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2393,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2394,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2395,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2396,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
2397,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2398,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
2399,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2400,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2401,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2402,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2403,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2404,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2405,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2406,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2407,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2408,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
2409,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2410,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2411,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2412,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2413,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2414,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2415,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2416,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2417,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2418,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2419,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2420,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2421,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2422,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2423,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
2424,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2425,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2426,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2427,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
2428,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2429,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
2430,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
2431,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2432,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2433,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2434,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2435,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
2436,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2437,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
2438,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
2439,Forest,Water,Water,NULL,Water,NULL,NULL,Water
2440,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2441,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
2442,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2443,Forest,Water,Water,Water,Water,NULL,NULL,Water
2444,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2445,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2446,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2447,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2448,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
2449,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2450,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2451,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2452,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2453,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2454,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
2455,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
2456,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2457,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2458,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2459,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
2460,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2461,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
2462,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
2463,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2464,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
2465,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
2466,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
2467,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
2468,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2469,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
2470,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
2471,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2472,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2473,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2474,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2475,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
2476,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2477,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2478,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2479,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
2480,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2481,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2482,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2483,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
2484,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
2485,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
2486,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2487,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2488,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2489,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2490,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2491,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2492,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2493,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2494,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
2495,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2496,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2497,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
2498,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2499,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2500,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
2501,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
2502,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
2503,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
2504,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2505,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2506,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2507,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2508,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2509,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2510,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2511,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2512,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
2513,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2514,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2515,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2516,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
2517,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
2518,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
2519,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
2520,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
2521,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
2522,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
2523,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
2524,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
2525,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2526,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2527,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2528,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2529,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2530,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2531,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2532,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2533,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2534,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
2535,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
2536,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2537,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2538,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2539,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2540,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2541,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2542,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2543,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2544,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2545,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2546,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
2547,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2548,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
2549,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2550,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2551,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2552,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2553,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2554,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2555,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2556,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2557,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2558,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2559,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2560,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2561,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2562,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2563,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2564,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2565,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2566,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2567,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2568,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2569,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2570,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2571,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2572,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2573,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2574,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2575,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2576,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2577,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2578,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2579,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2580,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2581,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2582,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2583,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
