Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
6882,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6883,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6884,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6885,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
6886,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
6887,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6888,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6889,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6890,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Cropland
6891,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6892,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
6893,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6894,Forest,Cropland,Wetland,NULL,Wetland,NULL,Shrubland,NULL
6895,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6896,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6897,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
6898,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6899,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6900,Forest,Cropland,Wetland,NULL,Wetland,Wetland,NULL,Forest
6901,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6902,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6903,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
6904,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
6905,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Forest
6906,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
6907,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,NULL
6908,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Shrubland,Grassland
6909,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
6910,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
6911,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6912,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6913,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6914,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6915,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
6916,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6917,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6918,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
6919,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
6920,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
6921,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
6922,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6923,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6924,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
6925,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
6926,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6927,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
6928,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
6929,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6930,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
6931,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6932,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
6933,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
6934,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6935,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
6936,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
6937,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
6938,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
6939,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
6940,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
6941,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
6942,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Bareland,Grassland
6943,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
6944,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
6945,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
6946,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
6947,Forest,Cropland,Water,NULL,Water,Shrubland,NULL,Cropland
6948,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
6949,Forest,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
6950,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
6951,Forest,Cropland,Water,NULL,Water,Bareland,Bareland,Forest
6952,Forest,Cropland,Water,NULL,Water,Bareland,Forest,Grassland
6953,Forest,Cropland,Water,NULL,Water,Forest,NULL,NULL
6954,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
6955,Forest,Cropland,Water,NULL,Water,Forest,Forest,Grassland
6956,Forest,Cropland,Water,Water,Water,Shrubland,Shrubland,Grassland
6957,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6958,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6959,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6960,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6961,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6962,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6963,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6964,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6965,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6966,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6967,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6968,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6969,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
6970,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6971,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
6972,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6973,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6974,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6975,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6976,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6977,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6978,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6979,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6980,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6981,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6982,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6983,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6984,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6985,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6986,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6987,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6988,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
6989,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6990,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6991,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
6992,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6993,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6994,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6995,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6996,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6997,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6998,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6999,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
7000,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
7001,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
7002,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
7003,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
7004,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
7005,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
7006,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
7007,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
7008,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
7009,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
7010,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
7011,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
7012,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
7013,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
7014,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
7015,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7016,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
7017,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
7018,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
7019,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
7020,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
7021,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7022,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7023,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
7024,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7025,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
7026,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7027,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
7028,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7029,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
7030,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
7031,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
7032,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
7033,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
7034,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
7035,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
7036,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
7037,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
7038,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
7039,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
7040,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
7041,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
7042,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
7043,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
7044,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7045,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
7046,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
7047,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
7048,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
7049,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
7050,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7051,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
7052,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
7053,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7054,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7055,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
7056,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Wetland,Forest
7057,Forest,Cropland,Forest,Water,Non_Wetland,Water,Forest,Forest
7058,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
7059,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
7060,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Water
7061,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7062,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Water
7063,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
7064,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Water
7065,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Water
7066,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
7067,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
7068,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
7069,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
7070,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
7071,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
7072,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
7073,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Water
7074,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
7075,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
7076,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
7077,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
7078,Forest,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7079,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
7080,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Water
7081,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Water
7082,Forest,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
7083,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
7084,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
7085,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
7086,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
7087,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
7088,Forest,Wetland,Water,NULL,Water,Water,Water,Wetland
7089,Forest,Wetland,Water,NULL,Water,Water,Water,Water
7090,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
7091,Forest,Wetland,Water,NULL,Water,Water,Forest,Forest
7092,Forest,Wetland,Water,NULL,Water,Forest,Forest,Forest
7093,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
7094,Forest,Wetland,Water,Water,Water,Water,Water,Water
7095,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
7096,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7097,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
7098,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Water
7099,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
7100,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Water
7101,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
7102,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7103,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
7104,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
7105,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7106,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
7107,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
7108,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
7109,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
7110,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
7111,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
7112,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
7113,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
7114,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
7115,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
7116,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
7117,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
7118,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
7119,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
7120,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
7121,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
7122,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
7123,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
7124,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7125,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
7126,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7127,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7128,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7129,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
7130,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
7131,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7132,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Bareland
7133,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
7134,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
7135,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
7136,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
7137,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7138,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
7139,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
7140,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
7141,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
7142,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
7143,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
7144,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Bareland
7145,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
7146,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
7147,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
7148,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7149,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
7150,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
7151,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
7152,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
7153,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
7154,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
7155,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
7156,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
7157,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
7158,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
7159,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
7160,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
7161,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
7162,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
7163,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
7164,Forest,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
7165,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
7166,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
7167,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
7168,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
7169,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
7170,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
7171,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
7172,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
7173,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
7174,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
7175,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
7176,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
7177,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
7178,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
7179,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
7180,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
7181,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
7182,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
7183,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
7184,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
7185,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
7186,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
7187,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
7188,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
7189,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
7190,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
7191,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
7192,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
7193,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
7194,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
7195,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
7196,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
7197,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
7198,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
7199,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
7200,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
7201,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
7202,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
7203,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
7204,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
7205,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
7206,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
7207,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
7208,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
7209,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
