Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
10200,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
10201,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
10202,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
10203,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
10204,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
10205,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
10206,Water,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
10207,Water,Water,Forest,NULL,Non_Wetland,Wetland,Built-up,Water
10208,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
10209,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
10210,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
10211,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
10212,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
10213,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
10214,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
10215,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
10216,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
10217,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
10218,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
10219,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
10220,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Cropland
10221,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
10222,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
10223,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
10224,Water,Water,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
10225,Water,Water,Forest,NULL,Non_Wetland,Built-up,Wetland,Water
10226,Water,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
10227,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
10228,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Cropland
10229,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Bareland
10230,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
10231,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
10232,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
10233,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
10234,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
10235,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
10236,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
10237,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
10238,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
10239,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
10240,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
10241,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Cropland
10242,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
10243,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
10244,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Built-up
10245,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
10246,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
10247,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
10248,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
10249,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
10250,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
10251,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
10252,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
10253,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
10254,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
10255,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
10256,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
10257,Water,Water,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
10258,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
10259,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
10260,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
10261,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
10262,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
10263,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
10264,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
10265,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
10266,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
10267,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
10268,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
10269,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10270,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
10271,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Bareland
10272,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
10273,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
10274,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
10275,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Bareland,Water
10276,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
10277,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
10278,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
10279,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Bareland
10280,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
10281,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
10282,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
10283,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
10284,Water,Water,Forest,Non_Water,Non_Wetland,Cropland,Water,Water
10285,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
10286,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
10287,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
10288,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10289,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10290,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
10291,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
10292,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10293,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
10294,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
10295,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
10296,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
10297,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
10298,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
10299,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
10300,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
10301,Water,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
10302,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
10303,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
10304,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
10305,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
10306,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
10307,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
10308,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Cropland
10309,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
10310,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
10311,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
10312,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
10313,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
10314,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
10315,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
10316,Water,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
10317,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
10318,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
10319,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
10320,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
10321,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
10322,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
10323,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
10324,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
10325,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
10326,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
10327,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Cropland
10328,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
10329,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
10330,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
10331,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
10332,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
10333,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Bareland
10334,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
10335,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
10336,Water,Water,Forest,Water,Non_Wetland,NULL,Bareland,Water
10337,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
10338,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
10339,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
10340,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Grassland
10341,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
10342,Water,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
10343,Water,Water,Forest,Water,Non_Wetland,Cropland,NULL,Cropland
10344,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
10345,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Water
10346,Water,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
10347,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
10348,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
10349,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
10350,Water,Water,Forest,Water,Non_Wetland,Wetland,Bareland,Water
10351,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
10352,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Cropland
10353,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
10354,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
10355,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
10356,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
10357,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Bareland
10358,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
10359,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
10360,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
10361,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Water
10362,Water,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
10363,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
10364,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
10365,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
10366,Water,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
10367,Water,Water,Forest,Water,Non_Wetland,Water,Water,Cropland
10368,Water,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
10369,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
10370,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
10371,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
10372,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
10373,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
10374,Water,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
10375,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Grassland
10376,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
10377,Water,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
10378,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
10379,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Water
10380,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
10381,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
10382,Water,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
10383,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
10384,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
10385,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
10386,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
10387,Water,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
10388,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
10389,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
10390,Water,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
10391,Water,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
10392,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Water
10393,Water,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
10394,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
10395,Water,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
10396,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
10397,Water,Forest,NULL,Non_Water,Non_Wetland,Forest,Water,Water
10398,Water,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
10399,Water,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
10400,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10401,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10402,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
10403,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10404,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
10405,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10406,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
10407,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
10408,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
10409,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
10410,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
10411,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
10412,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
10413,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Water
10414,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Water
10415,Water,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
10416,Water,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
10417,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
10418,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
10419,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10420,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
10421,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
10422,Water,Forest,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
10423,Water,Forest,Cropland,NULL,Non_Wetland,Water,Water,Forest
10424,Water,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
10425,Water,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
10426,Water,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
10427,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
10428,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
10429,Water,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
10430,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
10431,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10432,Water,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10433,Water,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
10434,Water,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
10435,Water,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
10436,Water,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
10437,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
10438,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
10439,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
10440,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
10441,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
10442,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
10443,Water,Forest,Wetland,NULL,Wetland,Water,Water,Water
10444,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
10445,Water,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
10446,Water,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
10447,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
10448,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Water
10449,Water,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
10450,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
10451,Water,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
10452,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
10453,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
10454,Water,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
10455,Water,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
10456,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
10457,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
10458,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
10459,Water,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
10460,Water,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
10461,Water,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
10462,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
10463,Water,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
10464,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
10465,Water,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
10466,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
10467,Water,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
10468,Water,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
10469,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
10470,Water,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
10471,Water,Forest,Wetland,Water,Wetland,NULL,Water,Water
10472,Water,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
10473,Water,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
10474,Water,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
10475,Water,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
10476,Water,Forest,Wetland,Water,Wetland,Forest,Water,Water
10477,Water,Forest,Wetland,Water,Wetland,Forest,Water,Forest
10478,Water,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
10479,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
10480,Water,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10481,Water,Forest,Bareland,Water,Non_Wetland,NULL,Water,Grassland
10482,Water,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
10483,Water,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
10484,Water,Forest,Water,NULL,Water,NULL,NULL,Water
10485,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
10486,Water,Forest,Water,NULL,Water,NULL,Wetland,Bareland
10487,Water,Forest,Water,NULL,Water,NULL,Water,Water
10488,Water,Forest,Water,NULL,Water,Wetland,Wetland,Bareland
10489,Water,Forest,Water,NULL,Water,Wetland,Water,Water
10490,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
10491,Water,Forest,Water,NULL,Water,Bareland,Wetland,Bareland
10492,Water,Forest,Water,NULL,Water,Water,Water,Forest
10493,Water,Forest,Water,NULL,Water,Forest,Wetland,Forest
10494,Water,Forest,Water,NULL,Water,Forest,Water,Water
10495,Water,Forest,Water,NULL,Water,Forest,Water,Forest
10496,Water,Forest,Water,NULL,Water,Forest,Forest,Water
10497,Water,Forest,Water,NULL,Water,Forest,Forest,Forest
10498,Water,Forest,Water,Non_Water,Water,Wetland,Water,Forest
10499,Water,Forest,Water,Non_Water,Water,Forest,Water,Forest
10500,Water,Forest,Water,Water,Water,NULL,NULL,Forest
10501,Water,Forest,Water,Water,Water,NULL,Water,Grassland
10502,Water,Forest,Water,Water,Water,NULL,Water,Forest
10503,Water,Forest,Water,Water,Water,NULL,Forest,Water
10504,Water,Forest,Water,Water,Water,Wetland,NULL,Forest
10505,Water,Forest,Water,Water,Water,Wetland,Wetland,Grassland
10506,Water,Forest,Water,Water,Water,Wetland,Water,Grassland
10507,Water,Forest,Water,Water,Water,Wetland,Water,Water
10508,Water,Forest,Water,Water,Water,Wetland,Water,Forest
10509,Water,Forest,Water,Water,Water,Water,Water,Cropland
10510,Water,Forest,Water,Water,Water,Water,Water,Water
10511,Water,Forest,Water,Water,Water,Forest,Water,Cropland
10512,Water,Forest,Water,Water,Water,Forest,Water,Water
10513,Water,Forest,Water,Water,Water,Forest,Water,Forest
10514,Water,Forest,Water,Water,Water,Forest,Forest,Water
10515,Water,Forest,Water,Water,Water,Forest,Forest,Forest
10516,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
10517,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
10518,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
10519,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
10520,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
10521,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
10522,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
10523,Water,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
10524,Water,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
10525,Water,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
