Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPQ_M_R
12834,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
12835,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12836,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
12837,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
12838,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
12839,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12840,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
12841,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12842,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
12843,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,NULL
12844,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
12845,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
12846,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Wetland
12847,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
12848,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
12849,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
12850,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
12851,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12852,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12853,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
12854,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12855,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12856,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12857,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
12858,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12859,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12860,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
12861,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12862,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
12863,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Water
12864,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12865,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,NULL
12866,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
12867,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
12868,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,NULL
12869,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
12870,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12871,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12872,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
12873,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Wetland
12874,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Built-up
12875,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12876,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
12877,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
12878,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
12879,Forest,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
12880,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
12881,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12882,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12883,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12884,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12885,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,NULL
12886,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12887,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12888,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
12889,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
12890,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
12891,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,NULL
12892,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12893,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,NULL
12894,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
12895,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Wetland
12896,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
12897,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
12898,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
12899,Forest,NULL,Grassland,Water,Non_Wetland,Forest,NULL,Forest
12900,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Grassland
12901,Forest,NULL,Grassland,Water,Non_Wetland,Forest,Forest,Forest
12902,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12903,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12904,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12905,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12906,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
12907,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12908,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12909,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
12910,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12911,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
12912,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12913,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
12914,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
12915,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
12916,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
12917,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
12918,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
12919,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12920,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12921,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
12922,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12923,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12924,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12925,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12926,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12927,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12928,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12929,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12930,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12931,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12932,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12933,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
12934,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12935,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
12936,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12937,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
12938,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
12939,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12940,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
12941,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
12942,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12943,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
12944,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12945,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12946,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
12947,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12948,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12949,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12950,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12951,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12952,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12953,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12954,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12955,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12956,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12957,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12958,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12959,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12960,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12961,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12962,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
12963,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12964,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12965,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12966,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12967,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
12968,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12969,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
12970,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12971,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12972,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12973,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12974,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12975,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12976,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12977,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12978,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12979,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
12980,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12981,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12982,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12983,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12984,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12985,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12986,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12987,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12988,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12989,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
12990,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12991,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12992,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12993,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12994,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12995,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
12996,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12997,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
12998,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
12999,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
13000,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13001,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
13002,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13003,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
13004,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
13005,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13006,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
13007,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
13008,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13009,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13010,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
13011,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
13012,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13013,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13014,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13015,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
13016,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
13017,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
13018,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
13019,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13020,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13021,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13022,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
13023,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
13024,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13025,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
13026,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13027,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13028,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,NULL
13029,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13030,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
13031,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13032,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13033,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
13034,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13035,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13036,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
13037,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
13038,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13039,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
13040,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
13041,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13042,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13043,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
13044,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
13045,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
13046,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
13047,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13048,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13049,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
13050,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
13051,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
13052,Forest,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Grassland
13053,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
13054,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13055,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
13056,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13057,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
13058,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
13059,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13060,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
13061,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
13062,Forest,NULL,Wetland,NULL,Wetland,NULL,Bareland,NULL
13063,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
13064,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
13065,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
13066,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
13067,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
13068,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
13069,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
13070,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
13071,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
13072,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,NULL
13073,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
13074,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
13075,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
13076,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
13077,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
13078,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
13079,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13080,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
13081,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
13082,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
13083,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Built-up
13084,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
13085,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
13086,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
13087,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
13088,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
13089,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
13090,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
13091,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
13092,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
13093,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
13094,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Bareland
13095,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
13096,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
13097,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13098,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
13099,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
13100,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
13101,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
13102,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
13103,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
13104,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,NULL
13105,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
13106,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
13107,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
13108,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
13109,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
13110,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
13111,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
13112,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
13113,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
13114,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
13115,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
13116,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
13117,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,NULL
13118,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
13119,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
13120,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
13121,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Water
13122,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
13123,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
13124,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
13125,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
13126,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
13127,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13128,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
13129,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
13130,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
13131,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
13132,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
13133,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
13134,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
13135,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
13136,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
13137,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Grassland
13138,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,NULL
13139,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Grassland
13140,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
13141,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Water
13142,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
13143,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
13144,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
13145,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
13146,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Built-up
13147,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
13148,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
13149,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13150,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
13151,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
13152,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
13153,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13154,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
13155,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13156,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
13157,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13158,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
13159,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
13160,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Bareland,Grassland
13161,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
13162,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13163,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
13164,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
13165,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
13166,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
13167,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
