Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
3622,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
3623,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3624,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3625,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3626,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3627,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
3628,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3629,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
3630,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
3631,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
3632,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
3633,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3634,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3635,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3636,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3637,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3638,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
3639,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
3640,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
3641,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
3642,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
3643,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
3644,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
3645,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
3646,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
3647,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
3648,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
3649,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
3650,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
3651,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
3652,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
3653,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
3654,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
3655,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Water
3656,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
3657,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
3658,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
3659,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
3660,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
3661,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
3662,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
3663,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
3664,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
3665,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
3666,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
3667,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3668,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
3669,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
3670,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3671,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
3672,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
3673,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3674,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
3675,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
3676,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3677,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3678,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
3679,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3680,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3681,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3682,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3683,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3684,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3685,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3686,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
3687,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3688,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3689,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3690,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3691,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3692,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3693,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3694,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3695,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3696,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3697,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3698,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3699,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3700,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3701,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
3702,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
3703,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
3704,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
3705,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
3706,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3707,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3708,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3709,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3710,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
3711,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
3712,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
3713,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3714,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
3715,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
3716,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3717,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3718,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Water
3719,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3720,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
3721,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3722,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3723,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3724,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3725,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3726,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
3727,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3728,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3729,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
3730,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3731,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3732,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3733,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3734,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3735,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3736,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3737,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
3738,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
3739,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
3740,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3741,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
3742,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3743,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3744,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3745,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3746,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3747,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
3748,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3749,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
3750,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
3751,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
3752,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3753,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3754,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3755,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3756,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3757,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3758,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3759,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3760,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3761,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3762,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3763,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
3764,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3765,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
3766,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
3767,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3768,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3769,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3770,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3771,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3772,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
3773,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
3774,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3775,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3776,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3777,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
3778,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3779,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3780,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3781,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3782,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
3783,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
3784,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3785,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3786,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3787,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
3788,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3789,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3790,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
3791,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3792,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3793,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
3794,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
3795,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
3796,Forest,Forest,Water,NULL,Water,NULL,Water,Water
3797,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
3798,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
3799,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
3800,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3801,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Bareland
3802,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3803,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
3804,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
3805,Forest,Forest,Water,NULL,Water,Grassland,Forest,Grassland
3806,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3807,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3808,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3809,Forest,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
3810,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Grassland
3811,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
3812,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
3813,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
3814,Forest,Forest,Water,NULL,Water,Water,Grassland,Forest
3815,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
3816,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
3817,Forest,Forest,Water,NULL,Water,Water,Bareland,Forest
3818,Forest,Forest,Water,NULL,Water,Water,Water,Water
3819,Forest,Forest,Water,NULL,Water,Water,Water,Forest
3820,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
3821,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
3822,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
3823,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
3824,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
3825,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
3826,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3827,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
3828,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
3829,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
3830,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
3831,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
3832,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
3833,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
3834,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
3835,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
3836,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
3837,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
3838,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
3839,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
3840,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
3841,Forest,Forest,Water,Water,Water,NULL,Water,Water
3842,Forest,Forest,Water,Water,Water,NULL,Water,Forest
3843,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
3844,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
3845,Forest,Forest,Water,Water,Water,Grassland,Water,Water
3846,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
3847,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
3848,Forest,Forest,Water,Water,Water,Wetland,Water,Water
3849,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
3850,Forest,Forest,Water,Water,Water,Bareland,Water,Water
3851,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
3852,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
3853,Forest,Forest,Water,Water,Water,Water,Grassland,Water
3854,Forest,Forest,Water,Water,Water,Water,Wetland,Water
3855,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
3856,Forest,Forest,Water,Water,Water,Water,Water,Water
3857,Forest,Forest,Water,Water,Water,Water,Water,Forest
3858,Forest,Forest,Water,Water,Water,Water,Forest,Forest
3859,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
3860,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
3861,Forest,Forest,Water,Water,Water,Forest,Water,Water
3862,Forest,Forest,Water,Water,Water,Forest,Water,Forest
3863,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
3864,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3865,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3866,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3867,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3868,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3869,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3870,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3871,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3872,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
3873,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
3874,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3875,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
3876,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3877,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3878,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3879,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3880,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3881,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3882,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3883,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3884,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3885,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3886,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3887,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3888,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3889,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3890,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3891,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3892,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
3893,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3894,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3895,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3896,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3897,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3898,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3899,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3900,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3901,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3902,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3903,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3904,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3905,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3906,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3907,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3908,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3909,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3910,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3911,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3912,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3913,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3914,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3915,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3916,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3917,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3918,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3919,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3920,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3921,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3922,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3923,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3924,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
3925,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3926,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3927,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3928,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3929,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
3930,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3931,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3932,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
3933,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
3934,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
3935,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
3936,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
3937,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3938,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3939,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3940,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3941,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3942,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3943,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3944,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
3945,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3946,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
3947,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3948,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3949,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3950,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3951,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3952,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3953,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3954,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3955,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3956,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3957,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3958,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3959,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
