Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
3334,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
3335,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
3336,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3337,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
3338,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3339,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3340,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
3341,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3342,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3343,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3344,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3345,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3346,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
3347,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3348,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3349,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
3350,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3351,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
3352,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3353,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3354,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3355,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3356,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3357,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3358,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3359,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
3360,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
3361,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3362,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
3363,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3364,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
3365,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
3366,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
3367,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
3368,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3369,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
3370,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3371,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3372,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3373,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3374,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3375,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3376,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3377,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3378,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3379,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3380,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3381,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
3382,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3383,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3384,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
3385,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3386,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3387,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3388,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
3389,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3390,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
3391,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3392,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3393,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3394,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3395,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
3396,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3397,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
3398,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3399,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3400,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3401,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3402,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3403,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3404,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
3405,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
3406,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3407,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3408,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3409,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3410,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3411,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
3412,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3413,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3414,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3415,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3416,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
3417,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3418,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
3419,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
3420,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
3421,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3422,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3423,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3424,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3425,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3426,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3427,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3428,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3429,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3430,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3431,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3432,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3433,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
3434,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3435,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3436,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3437,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3438,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3439,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3440,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
3441,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3442,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3443,Forest,Water,Water,NULL,Water,NULL,Water,Water
3444,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3445,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3446,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3447,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3448,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3449,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3450,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3451,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3452,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3453,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
3454,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
3455,Forest,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3456,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
3457,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3458,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3459,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
3460,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3461,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3462,Forest,Water,Water,NULL,Water,Water,Bareland,Forest
3463,Forest,Water,Water,NULL,Water,Water,Water,Water
3464,Forest,Water,Water,NULL,Water,Water,Water,Forest
3465,Forest,Water,Water,NULL,Water,Water,Forest,Water
3466,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3467,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3468,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3469,Forest,Water,Water,NULL,Water,Forest,Water,Water
3470,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3471,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3472,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3473,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
3474,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3475,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3476,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3477,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Grassland
3478,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
3479,Forest,Water,Water,Non_Water,Water,Bareland,Bareland,Water
3480,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3481,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3482,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3483,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3484,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3485,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3486,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3487,Forest,Water,Water,Non_Water,Water,Forest,Water,Grassland
3488,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3489,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3490,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3491,Forest,Water,Water,Water,Water,NULL,Water,Water
3492,Forest,Water,Water,Water,Water,NULL,Water,Forest
3493,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3494,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
3495,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3496,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3497,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3498,Forest,Water,Water,Water,Water,Bareland,Bareland,Water
3499,Forest,Water,Water,Water,Water,Bareland,Bareland,Forest
3500,Forest,Water,Water,Water,Water,Water,Grassland,Water
3501,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3502,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3503,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3504,Forest,Water,Water,Water,Water,Water,Wetland,Water
3505,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3506,Forest,Water,Water,Water,Water,Water,Bareland,Water
3507,Forest,Water,Water,Water,Water,Water,Water,Grassland
3508,Forest,Water,Water,Water,Water,Water,Water,Wetland
3509,Forest,Water,Water,Water,Water,Water,Water,Bareland
3510,Forest,Water,Water,Water,Water,Water,Water,Water
3511,Forest,Water,Water,Water,Water,Water,Water,Forest
3512,Forest,Water,Water,Water,Water,Water,Forest,Water
3513,Forest,Water,Water,Water,Water,Water,Forest,Forest
3514,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3515,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3516,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3517,Forest,Water,Water,Water,Water,Forest,Bareland,Forest
3518,Forest,Water,Water,Water,Water,Forest,Water,Water
3519,Forest,Water,Water,Water,Water,Forest,Water,Forest
3520,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3521,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3522,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3523,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3524,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3525,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3526,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3527,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3528,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3529,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3530,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3531,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3532,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3533,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3534,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3535,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3536,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3537,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
3538,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3539,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3540,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3541,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3542,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3543,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3544,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3545,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3546,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3547,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3548,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3549,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3550,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3551,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3552,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
3553,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3554,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3555,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3556,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3557,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3558,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3559,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3560,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3561,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3562,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3563,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3564,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3566,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3567,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3568,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3569,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3570,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3571,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3572,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3573,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3574,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3575,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3576,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3577,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3578,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3579,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3580,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3581,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
3582,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3583,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3584,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3585,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3586,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
3587,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3588,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3589,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3590,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3591,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
3592,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3593,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
3594,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3595,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3596,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3597,Forest,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
3598,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
3599,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3600,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3601,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3602,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3603,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3604,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3605,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3606,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Wetland
3607,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3608,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
3609,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3610,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3611,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3612,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3613,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3614,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3615,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3616,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3617,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3618,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3619,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3620,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3621,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3622,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3623,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3624,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
3625,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3626,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3627,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3628,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3629,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3630,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3631,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3632,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3633,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3634,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3635,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3636,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3637,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3638,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3639,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3640,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3641,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3642,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
3643,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3644,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3645,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3646,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3647,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
3648,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3649,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
3650,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
3651,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
3652,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3653,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3654,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3655,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3656,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3657,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3658,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3659,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3660,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3661,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3662,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3663,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3664,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3665,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3666,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3667,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3668,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3669,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3670,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3671,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3672,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3673,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Water
3674,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3675,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3676,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3677,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3678,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3679,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
3680,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3681,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
