Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
3269,Bareland,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3270,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3271,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3272,Bareland,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3273,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3274,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3275,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3276,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3277,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
3278,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3279,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3280,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3281,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3282,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
3283,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3284,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3285,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
3286,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
3287,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3288,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3289,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3290,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3291,Water,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
3292,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3293,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3294,Water,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3295,Water,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
3296,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3297,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3298,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3299,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3300,Water,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3301,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3302,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
3303,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3304,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3305,Water,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3306,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3307,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3308,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3309,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3310,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3311,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
3312,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3313,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3314,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3315,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3316,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
3317,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3318,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3319,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Bareland
3320,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3321,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3322,Water,NULL,Wetland,NULL,Wetland,Water,Water,NULL
3323,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3324,Water,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
3325,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3326,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3327,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3328,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
3329,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3330,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3331,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3332,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3333,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3334,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3335,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3336,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3337,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3338,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3339,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3340,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3341,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3342,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,NULL
3343,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3344,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3345,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3346,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3347,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3348,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
3349,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3350,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3351,Water,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3352,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3353,Water,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
3354,Water,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3355,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,NULL
3356,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3357,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3358,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3359,Water,NULL,Wetland,Water,Wetland,Wetland,Water,NULL
3360,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3361,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3362,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3363,Water,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3364,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3365,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3366,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3367,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3368,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3369,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3370,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3371,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3372,Water,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
3373,Water,NULL,Water,NULL,Water,Grassland,Wetland,Forest
3374,Water,NULL,Water,NULL,Water,Grassland,Water,Wetland
3375,Water,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3376,Water,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3377,Water,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3378,Water,NULL,Water,NULL,Water,Wetland,Water,Grassland
3379,Water,NULL,Water,NULL,Water,Wetland,Water,Wetland
3380,Water,NULL,Water,NULL,Water,Water,Wetland,Grassland
3381,Water,NULL,Water,NULL,Water,Water,Wetland,Wetland
3382,Water,NULL,Water,NULL,Water,Water,Wetland,Water
3383,Water,NULL,Water,NULL,Water,Water,Wetland,Forest
3384,Water,NULL,Water,NULL,Water,Water,Water,NULL
3385,Water,NULL,Water,NULL,Water,Water,Water,Grassland
3386,Water,NULL,Water,NULL,Water,Water,Water,Wetland
3387,Water,NULL,Water,NULL,Water,Water,Water,Water
3388,Water,NULL,Water,NULL,Water,Water,Water,Forest
3389,Water,NULL,Water,NULL,Water,Water,Forest,Grassland
3390,Water,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
3391,Water,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
3392,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
3393,Water,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
3394,Water,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
3395,Water,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3396,Water,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
3397,Water,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
3398,Water,NULL,Water,Non_Water,Water,Water,Wetland,Water
3399,Water,NULL,Water,Non_Water,Water,Water,Wetland,Forest
3400,Water,NULL,Water,Non_Water,Water,Water,Water,Grassland
3401,Water,NULL,Water,Non_Water,Water,Water,Water,Wetland
3402,Water,NULL,Water,Non_Water,Water,Water,Water,Water
3403,Water,NULL,Water,Non_Water,Water,Water,Water,Forest
3404,Water,NULL,Water,Water,Water,Grassland,Water,Grassland
3405,Water,NULL,Water,Water,Water,Grassland,Water,Wetland
3406,Water,NULL,Water,Water,Water,Wetland,Wetland,NULL
3407,Water,NULL,Water,Water,Water,Wetland,Wetland,Grassland
3408,Water,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3409,Water,NULL,Water,Water,Water,Wetland,Wetland,Bareland
3410,Water,NULL,Water,Water,Water,Wetland,Wetland,Forest
3411,Water,NULL,Water,Water,Water,Wetland,Water,Grassland
3412,Water,NULL,Water,Water,Water,Wetland,Water,Wetland
3413,Water,NULL,Water,Water,Water,Wetland,Water,Water
3414,Water,NULL,Water,Water,Water,Wetland,Water,Forest
3415,Water,NULL,Water,Water,Water,Wetland,Forest,Grassland
3416,Water,NULL,Water,Water,Water,Water,Grassland,Grassland
3417,Water,NULL,Water,Water,Water,Water,Wetland,Grassland
3418,Water,NULL,Water,Water,Water,Water,Wetland,Wetland
3419,Water,NULL,Water,Water,Water,Water,Wetland,Water
3420,Water,NULL,Water,Water,Water,Water,Wetland,Forest
3421,Water,NULL,Water,Water,Water,Water,Water,Grassland
3422,Water,NULL,Water,Water,Water,Water,Water,Wetland
3423,Water,NULL,Water,Water,Water,Water,Water,Bareland
3424,Water,NULL,Water,Water,Water,Water,Water,Water
3425,Water,NULL,Water,Water,Water,Water,Water,Forest
3426,Water,NULL,Water,Water,Water,Water,Forest,Grassland
3427,Water,NULL,Water,Water,Water,Water,Forest,Wetland
3428,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3429,Water,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3430,Water,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3431,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3432,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3433,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
3434,Water,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3435,Water,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3436,Water,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3437,Water,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
3438,Water,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3439,Water,Wetland,NULL,NULL,Non_Wetland,Water,Water,Forest
3440,Water,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Bareland
3441,Water,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Forest
3442,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3443,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3444,Water,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3445,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3446,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3447,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3448,Water,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
3449,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3450,Water,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3451,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
3452,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,NULL
3453,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3454,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3455,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3456,Water,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3457,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
3458,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Water
3459,Water,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
3460,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3461,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3462,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3463,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3464,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
3465,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3466,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
3467,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
3468,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
3469,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
3470,Water,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3471,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,NULL
3472,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3473,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3474,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
3475,Water,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
3476,Water,Wetland,Wetland,NULL,Wetland,Water,Water,NULL
3477,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
3478,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
3479,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Water
3480,Water,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
3481,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Grassland
3482,Water,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
3483,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3484,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3485,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3486,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3487,Water,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3488,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3489,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3490,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3491,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3492,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3493,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
3494,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3495,Water,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3496,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3497,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3498,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
3499,Water,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3500,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
3501,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3502,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
3503,Water,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
3504,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3505,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3506,Water,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
3507,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
3508,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
3509,Water,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
3510,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3511,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3512,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
3513,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
3514,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
3515,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
3516,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
3517,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
3518,Water,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
3519,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
3520,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
3521,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
3522,Water,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
3523,Water,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
3524,Water,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
3525,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
3526,Water,Wetland,Wetland,Water,Wetland,Water,Water,Forest
3527,Water,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3528,Water,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3529,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3530,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3531,Water,Wetland,Built-up,NULL,Non_Wetland,Water,Water,Forest
3532,Water,Wetland,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3533,Water,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3534,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Wetland
3535,Water,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
3536,Water,Wetland,Water,NULL,Water,Grassland,Water,Grassland
3537,Water,Wetland,Water,NULL,Water,Grassland,Water,Wetland
3538,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
3539,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
3540,Water,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
3541,Water,Wetland,Water,NULL,Water,Wetland,Water,Grassland
3542,Water,Wetland,Water,NULL,Water,Wetland,Water,Water
3543,Water,Wetland,Water,NULL,Water,Wetland,Water,Forest
3544,Water,Wetland,Water,NULL,Water,Water,Grassland,Wetland
3545,Water,Wetland,Water,NULL,Water,Water,Wetland,Grassland
3546,Water,Wetland,Water,NULL,Water,Water,Wetland,Wetland
3547,Water,Wetland,Water,NULL,Water,Water,Wetland,Water
3548,Water,Wetland,Water,NULL,Water,Water,Wetland,Forest
3549,Water,Wetland,Water,NULL,Water,Water,Water,Grassland
3550,Water,Wetland,Water,NULL,Water,Water,Water,Wetland
3551,Water,Wetland,Water,NULL,Water,Water,Water,Bareland
3552,Water,Wetland,Water,NULL,Water,Water,Water,Water
3553,Water,Wetland,Water,NULL,Water,Water,Water,Forest
3554,Water,Wetland,Water,Non_Water,Water,Grassland,Water,Wetland
3555,Water,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
3556,Water,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
3557,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
3558,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
3559,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Water
3560,Water,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
3561,Water,Wetland,Water,Non_Water,Water,Water,Water,Grassland
3562,Water,Wetland,Water,Non_Water,Water,Water,Water,Wetland
3563,Water,Wetland,Water,Non_Water,Water,Water,Water,Bareland
3564,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
3565,Water,Wetland,Water,Non_Water,Water,Water,Water,Forest
3566,Water,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
3567,Water,Wetland,Water,Water,Water,Grassland,Wetland,Wetland
3568,Water,Wetland,Water,Water,Water,Grassland,Water,Grassland
3569,Water,Wetland,Water,Water,Water,Grassland,Water,Wetland
3570,Water,Wetland,Water,Water,Water,Grassland,Water,Water
3571,Water,Wetland,Water,Water,Water,Grassland,Water,Forest
3572,Water,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
3573,Water,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
3574,Water,Wetland,Water,Water,Water,Wetland,Wetland,Forest
3575,Water,Wetland,Water,Water,Water,Wetland,Water,Grassland
3576,Water,Wetland,Water,Water,Water,Wetland,Water,Wetland
3577,Water,Wetland,Water,Water,Water,Wetland,Water,Bareland
3578,Water,Wetland,Water,Water,Water,Wetland,Water,Water
3579,Water,Wetland,Water,Water,Water,Wetland,Water,Forest
3580,Water,Wetland,Water,Water,Water,Water,Wetland,Grassland
3581,Water,Wetland,Water,Water,Water,Water,Wetland,Wetland
3582,Water,Wetland,Water,Water,Water,Water,Wetland,Water
3583,Water,Wetland,Water,Water,Water,Water,Wetland,Forest
3584,Water,Wetland,Water,Water,Water,Water,Water,Grassland
3585,Water,Wetland,Water,Water,Water,Water,Water,Wetland
3586,Water,Wetland,Water,Water,Water,Water,Water,Bareland
3587,Water,Wetland,Water,Water,Water,Water,Water,Water
3588,Water,Wetland,Water,Water,Water,Water,Water,Forest
3589,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3590,Water,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3591,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3592,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
3593,Water,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3594,Water,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3595,Water,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3596,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
3597,Water,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
3598,Water,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
3599,Water,Bareland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3600,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
3601,Water,Bareland,Grassland,NULL,Non_Wetland,Water,Water,Water
3602,Water,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Water
3603,Water,Bareland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3604,Water,Bareland,Wetland,NULL,Wetland,Grassland,Water,Forest
3605,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3606,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Water
3607,Water,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
3608,Water,Bareland,Wetland,NULL,Wetland,Water,Water,Water
