Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
13281,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
13282,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
13283,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
13284,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
13285,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
13286,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
13287,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
13288,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
13289,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
13290,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
13291,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
13292,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
13293,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
13294,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
13295,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
13296,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
13297,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
13298,Forest,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
13299,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
13300,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
13301,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
13302,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
13303,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
13304,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
13305,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
13306,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
13307,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
13308,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
13309,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13310,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13311,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
13312,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
13313,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
13314,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13315,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
13316,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
13317,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13318,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
13319,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
13320,Forest,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
13321,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
13322,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
13323,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
13324,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
13325,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
13326,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
13327,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13328,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
13329,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
13330,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
13331,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
13332,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
13333,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
13334,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
13335,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
13336,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
13337,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
13338,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
13339,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
13340,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
13341,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
13342,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
13343,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
13344,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
13345,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
13346,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
13347,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
13348,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
13349,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
13350,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
13351,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
13352,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13353,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13354,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
13355,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
13356,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13357,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
13358,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
13359,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
13360,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
13361,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
13362,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
13363,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13364,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13365,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
13366,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
13367,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13368,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13369,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13370,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
13371,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13372,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
13373,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13374,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13375,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13376,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13377,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
13378,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13379,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13380,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
13381,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
13382,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
13383,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
13384,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
13385,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13386,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13387,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13388,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
13389,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13390,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
13391,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
13392,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
13393,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13394,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
13395,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
13396,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13397,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
13398,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13399,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
13400,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
13401,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13402,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
13403,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
13404,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
13405,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
13406,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
13407,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
13408,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
13409,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
13410,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
13411,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
13412,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
13413,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
13414,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
13415,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
13416,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13417,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13418,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
13419,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
13420,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
13421,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
13422,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13423,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13424,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13425,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13426,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
13427,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13428,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13429,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13430,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
13431,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
13432,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13433,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
13434,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13435,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13436,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13437,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13438,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13439,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
13440,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13441,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
13442,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13443,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13444,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
13445,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
13446,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13447,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13448,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
13449,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
13450,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
13451,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13452,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13453,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
13454,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13455,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13456,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13457,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
13458,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
13459,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13460,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
13461,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
13462,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
13463,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
13464,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
13465,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
13466,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
13467,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
13468,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13469,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13470,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
13471,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13472,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13473,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
13474,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
13475,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13476,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
13477,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
13478,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
13479,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13480,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13481,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13482,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
13483,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
13484,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13485,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
13486,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
13487,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13488,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
13489,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
13490,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
13491,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
13492,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
13493,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
13494,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
13495,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
13496,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
13497,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
13498,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
13499,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
13500,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
13501,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
13502,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
13503,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
13504,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
13505,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
13506,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
13507,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
13508,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
13509,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
13510,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
13511,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
13512,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
13513,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
13514,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
13515,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
13516,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
13517,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
13518,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
13519,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
13520,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
13521,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
13522,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
13523,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
13524,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
13525,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
13526,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
13527,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
13528,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
13529,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
13530,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
13531,Forest,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
13532,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
13533,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
13534,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
13535,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
13536,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
13537,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
13538,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
13539,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
13540,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
13541,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
13542,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
13543,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
13544,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
13545,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
13546,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
13547,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
13548,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
13549,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
13550,Forest,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
13551,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
13552,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
13553,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
13554,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
13555,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
13556,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
13557,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
13558,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
13559,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
13560,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
13561,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
13562,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
13563,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
13564,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
13565,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
13566,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
13567,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
13568,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
13569,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
13570,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
13571,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
13572,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
13573,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
13574,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
13575,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
13576,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
13577,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Water
13578,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
13579,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
13580,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
13581,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
13582,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
13583,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
13584,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
13585,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
13586,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
13587,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
13588,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
13589,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
13590,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
13591,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
13592,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
13593,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
13594,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
13595,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
13596,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
13597,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
13598,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
13599,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
13600,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
13601,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Cropland
13602,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
13603,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
13604,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
13605,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
13606,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
13607,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
13608,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
13609,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Forest
13610,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
13611,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
13612,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
