Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
12326,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12327,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12328,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
12329,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
12330,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12331,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
12332,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
12333,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
12334,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
12335,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12336,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12337,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12338,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
12339,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
12340,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Bareland
12341,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
12342,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
12343,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
12344,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
12345,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
12346,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12347,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
12348,Forest,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12349,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Shrubland,Forest
12350,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12351,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12352,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
12353,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
12354,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12355,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
12356,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
12357,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
12358,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
12359,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12360,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12361,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12362,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12363,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12364,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12365,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12366,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
12367,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12368,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12369,Forest,NULL,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
12370,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12371,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
12372,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12373,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
12374,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12375,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12376,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12377,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12378,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12379,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
12380,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
12381,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
12382,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
12383,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
12384,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
12385,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
12386,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
12387,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12388,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12389,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12390,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
12391,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
12392,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
12393,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
12394,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
12395,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12396,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
12397,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
12398,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
12399,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
12400,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
12401,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
12402,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12403,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12404,Forest,NULL,Built-up,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
12405,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest,Bareland,Forest
12406,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
12407,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
12408,Forest,NULL,Water,NULL,Water,NULL,Shrubland,Grassland
12409,Forest,NULL,Water,NULL,Water,NULL,Grassland,Grassland
12410,Forest,NULL,Water,NULL,Water,NULL,Grassland,Forest
12411,Forest,NULL,Water,NULL,Water,NULL,Forest,Grassland
12412,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
12413,Forest,NULL,Water,NULL,Water,Shrubland,NULL,Forest
12414,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,NULL
12415,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Grassland
12416,Forest,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
12417,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
12418,Forest,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
12419,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,NULL
12420,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
12421,Forest,NULL,Water,NULL,Water,Shrubland,Wetland,Forest
12422,Forest,NULL,Water,NULL,Water,Shrubland,Water,Grassland
12423,Forest,NULL,Water,NULL,Water,Shrubland,Water,Forest
12424,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
12425,Forest,NULL,Water,NULL,Water,Shrubland,Forest,Forest
12426,Forest,NULL,Water,NULL,Water,Grassland,NULL,Grassland
12427,Forest,NULL,Water,NULL,Water,Grassland,NULL,Forest
12428,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
12429,Forest,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
12430,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
12431,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
12432,Forest,NULL,Water,NULL,Water,Wetland,NULL,Bareland
12433,Forest,NULL,Water,NULL,Water,Wetland,NULL,Forest
12434,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
12435,Forest,NULL,Water,NULL,Water,Wetland,Shrubland,Forest
12436,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
12437,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
12438,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
12439,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
12440,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
12441,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
12442,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
12443,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
12444,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Bareland
12445,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
12446,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
12447,Forest,NULL,Water,NULL,Water,Bareland,Forest,Grassland
12448,Forest,NULL,Water,NULL,Water,Bareland,Forest,Forest
12449,Forest,NULL,Water,NULL,Water,Water,NULL,Forest
12450,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
12451,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
12452,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
12453,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
12454,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
12455,Forest,NULL,Water,NULL,Water,Forest,NULL,Forest
12456,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Grassland
12457,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
12458,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
12459,Forest,NULL,Water,NULL,Water,Forest,Wetland,Grassland
12460,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
12461,Forest,NULL,Water,NULL,Water,Forest,Water,Forest
12462,Forest,NULL,Water,NULL,Water,Forest,Forest,Grassland
12463,Forest,NULL,Water,NULL,Water,Forest,Forest,Forest
12464,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
12465,Forest,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Forest
12466,Forest,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
12467,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
12468,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
12469,Forest,NULL,Water,Non_Water,Water,Bareland,Shrubland,Forest
12470,Forest,NULL,Water,Non_Water,Water,Water,NULL,Forest
12471,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Grassland
12472,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Wetland
12473,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Water
12474,Forest,NULL,Water,Water,Water,Shrubland,Shrubland,Forest
12475,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
12476,Forest,NULL,Water,Water,Water,Shrubland,Water,Grassland
12477,Forest,NULL,Water,Water,Water,Shrubland,Water,Forest
12478,Forest,NULL,Water,Water,Water,Grassland,NULL,Grassland
12479,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Grassland
12480,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Wetland
12481,Forest,NULL,Water,Water,Water,Wetland,Shrubland,Forest
12482,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
12483,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
12484,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
12485,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
12486,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
12487,Forest,NULL,Water,Water,Water,Wetland,Forest,Forest
12488,Forest,NULL,Water,Water,Water,Water,Shrubland,Water
12489,Forest,NULL,Water,Water,Water,Forest,Shrubland,Forest
12490,Forest,NULL,Water,Water,Water,Forest,Water,Forest
12491,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12492,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12493,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12494,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
12495,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12496,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12497,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12498,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12499,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
12500,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12501,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12502,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12503,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12504,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
12505,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
12506,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12507,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
12508,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12509,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12510,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
12511,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12512,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
12513,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12514,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12515,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12516,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12517,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12518,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12519,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12520,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12521,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
12522,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
12523,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Bareland
12524,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
12525,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12526,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12527,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12528,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12529,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12530,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
12531,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12532,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
12533,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12534,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12535,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12536,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
12537,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12538,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12539,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
12540,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12541,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12542,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12543,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
12544,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12545,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
12546,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12547,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
12548,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
12549,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12550,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
12551,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12552,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Built-up
12553,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12554,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12555,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12556,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
12557,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
12558,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
12559,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
12560,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
12561,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12562,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
12563,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12564,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
12565,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
12566,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
12567,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12568,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12569,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12570,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12571,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12572,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12573,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12574,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12575,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12576,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12577,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
12578,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12579,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12580,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12581,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12582,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12583,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12584,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12585,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12586,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12587,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12588,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12589,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12590,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
12591,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
12592,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12593,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
12594,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
12595,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
12596,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12597,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12598,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
12599,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
12600,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12601,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
12602,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12603,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
12604,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12605,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
12606,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12607,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
12608,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
12609,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12610,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
12611,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12612,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
12613,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
12614,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12615,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12616,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12617,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
12618,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12619,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
12620,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12621,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
12622,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12623,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12624,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
12625,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
12626,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
12627,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
12628,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
12629,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
12630,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
12631,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12632,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
12633,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12634,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
12635,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12636,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
12637,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
12638,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
12639,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
12640,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12641,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12642,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12643,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
12644,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12645,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12646,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12647,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
12648,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12649,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12650,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12651,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12652,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
12653,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
12654,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12655,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
12656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12657,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12658,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
12659,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12660,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12661,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12662,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Water
12663,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12664,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
12665,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
12666,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
