Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
2516,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
2517,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
2518,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2519,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
2520,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2521,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2522,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2523,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2524,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2525,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2526,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2527,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2528,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2529,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2530,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2531,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2532,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2533,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2534,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2535,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2536,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2537,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
2538,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
2539,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2540,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2541,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2542,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2543,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2544,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2545,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2546,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2547,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2548,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2549,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2550,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2551,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
2552,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2553,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2554,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2555,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2556,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2557,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2558,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2559,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2560,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2561,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2562,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
2563,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
2564,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2565,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2566,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2567,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2568,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2569,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2570,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2571,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2572,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2573,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2574,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2575,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2576,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2577,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2578,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
2579,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2580,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2581,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2582,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
2583,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2584,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2585,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2586,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2587,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2588,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2589,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2590,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2591,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
2592,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
2593,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2594,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2595,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2596,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2597,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
2598,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2599,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2600,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2601,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2602,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2603,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2604,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
2605,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2606,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2607,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
2608,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Wetland
2609,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
2610,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2611,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
2612,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Wetland
2613,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2614,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2615,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2616,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
2617,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
2618,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
2619,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2620,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
2621,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
2622,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
2623,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
2624,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2625,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2626,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
2627,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2628,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2629,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
2630,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Water
2631,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2632,Forest,NULL,Water,Non_Water,Water,Water,Water,Wetland
2633,Forest,NULL,Water,Non_Water,Water,Water,Water,Forest
2634,Forest,NULL,Water,Water,Water,NULL,Wetland,Grassland
2635,Forest,NULL,Water,Water,Water,Grassland,Wetland,Grassland
2636,Forest,NULL,Water,Water,Water,Grassland,Wetland,Wetland
2637,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2638,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2639,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2640,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2641,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2642,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2643,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2644,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2645,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2646,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2647,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2648,Forest,NULL,Water,Water,Water,Water,Wetland,Forest
2649,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2650,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2651,Forest,NULL,Water,Water,Water,Water,Water,Water
2652,Forest,NULL,Water,Water,Water,Water,Water,Forest
2653,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2654,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2655,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2656,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2657,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
2658,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2673,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2674,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2675,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2676,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2677,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2678,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
2680,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2681,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2683,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2684,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2685,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2686,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2687,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2688,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2689,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2690,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
2691,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
2692,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
2693,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2694,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2695,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2696,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2697,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2698,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2699,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2700,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2701,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2702,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2703,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2704,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2705,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2706,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2707,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2708,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2709,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2710,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2711,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2712,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
2713,Forest,NULL,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2714,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2715,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
2716,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2717,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2718,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2719,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2720,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2721,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2722,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
2723,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2724,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2725,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
2726,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
2727,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2728,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
2729,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Water
2730,Forest,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
2731,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2732,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2733,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2734,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2735,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2736,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2737,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2738,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2739,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2740,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2741,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2742,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2743,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2744,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2745,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
2746,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2747,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2748,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
2749,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2750,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2751,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2752,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
2753,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2754,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2755,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2756,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2757,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2758,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2759,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2760,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2761,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2762,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2763,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2764,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2765,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2766,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
2767,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2768,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2769,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2770,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2771,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2772,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Wetland
2773,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2774,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
2775,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2776,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2777,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2778,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2779,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2780,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2781,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2782,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2783,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2784,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2785,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2786,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2787,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2788,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2789,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2790,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Water,Forest
2791,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2792,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2793,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2794,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2795,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2796,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2797,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
2798,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2799,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2800,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2801,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2802,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2803,Forest,Wetland,Grassland,NULL,Non_Wetland,Water,Water,Forest
2804,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
2805,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2806,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2807,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2808,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2809,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2810,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2811,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2812,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
2813,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
2814,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2815,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2816,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2817,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2818,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2819,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2820,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
2821,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Grassland
2822,Forest,Wetland,Grassland,Water,Non_Wetland,Water,Water,Wetland
2823,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
2824,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2825,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
2826,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
2827,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
2828,Forest,Wetland,Wetland,NULL,Wetland,NULL,Forest,Forest
2829,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2830,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2831,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2832,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2833,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2834,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Grassland
2835,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2836,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2837,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2838,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2839,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
2840,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2841,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
2842,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2843,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
2844,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
2845,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2846,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
2847,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2848,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2849,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
2850,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
2851,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
2852,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
2853,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
2854,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
