Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
2106,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
2107,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2108,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Grassland
2109,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
2110,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
2111,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
2112,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
2113,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2114,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2115,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
2116,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
2117,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
2118,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
2119,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2120,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2121,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2122,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2123,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2124,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
2125,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2126,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,NULL
2127,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
2128,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2129,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2130,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
2131,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2132,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2133,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
2134,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
2135,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
2136,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2137,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
2138,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2139,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
2140,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
2141,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
2142,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
2143,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
2144,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
2145,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
2146,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
2147,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2148,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2149,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
2150,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
2151,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2152,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2153,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2154,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2155,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2156,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2157,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2158,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2159,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2160,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2161,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
2162,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2163,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2164,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
2165,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
2166,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
2167,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
2168,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2169,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2170,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
2171,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
2172,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
2173,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
2174,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
2175,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
2176,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
2177,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
2178,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
2179,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
2180,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
2181,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
2182,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
2183,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
2184,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
2185,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2186,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
2187,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
2188,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2189,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2190,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
2191,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2192,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
2193,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2194,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2195,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
2196,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2197,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2198,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2199,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Built-up,Forest
2200,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2201,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
2202,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2203,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2204,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2205,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2206,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
2207,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
2208,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2209,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2210,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,NULL
2211,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2212,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2213,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2214,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2215,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2216,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2217,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2218,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2219,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2220,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2221,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2222,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
2223,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
2224,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2225,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
2226,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2227,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
2228,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,NULL
2229,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2230,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,NULL
2231,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2232,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
2233,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2234,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
2235,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
2236,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2237,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
2238,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,NULL
2239,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
2240,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
2241,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2242,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2243,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Built-up
2244,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
2245,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
2246,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
2247,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
2248,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Water,Forest
2249,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,NULL
2250,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
2251,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
2252,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
2253,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
2254,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2255,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
2256,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2257,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
2258,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
2259,Forest,Forest,Water,NULL,Water,NULL,Water,Water
2260,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
2261,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
2262,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
2263,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
2264,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
2265,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
2266,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
2267,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
2268,Forest,Forest,Water,NULL,Water,Water,Water,Water
2269,Forest,Forest,Water,NULL,Water,Water,Water,Forest
2270,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
2271,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
2272,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
2273,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
2274,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
2275,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
2276,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
2277,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
2278,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
2279,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2280,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2281,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
2282,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2283,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
2284,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2285,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2286,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2287,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
2288,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
2289,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2290,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2291,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2292,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2293,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
2294,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2295,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2296,Forest,Forest,Water,Water,Water,Water,Water,Water
2297,Forest,Forest,Water,Water,Water,Water,Water,Forest
2298,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2299,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2300,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2301,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2302,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2303,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2304,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2305,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2306,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2307,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2308,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2309,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2310,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2311,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2312,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2313,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2314,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2315,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2316,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2317,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2318,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2319,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2320,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2321,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2322,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2323,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2324,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2325,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2326,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2327,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2328,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2329,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2330,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2331,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
2332,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2333,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2334,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2335,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2336,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
2337,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2338,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
2339,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2340,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2341,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2342,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2343,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2344,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2345,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
2346,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2347,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2348,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2349,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2350,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2351,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2352,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2353,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2354,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2355,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
2356,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
2357,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2358,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2359,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2360,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2361,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2362,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2363,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2364,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2365,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2366,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2367,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2368,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2369,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2370,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2371,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2372,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2373,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2374,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2375,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2376,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2377,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2378,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2379,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2380,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2381,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2382,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
2383,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
2384,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2385,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2386,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2387,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2388,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
