Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
3858,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3859,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3860,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3861,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3862,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3863,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3864,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
3865,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
3866,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3867,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
3868,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3869,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3870,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3871,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3872,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3873,Water,Water,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
3874,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
3875,Water,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3876,Water,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3877,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
3878,Water,Water,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3879,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3880,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3881,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Water
3882,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3883,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3884,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
3885,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3886,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
3887,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
3888,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
3889,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3890,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3891,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3892,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
3893,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Bareland,Forest
3894,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3895,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3896,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3897,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3898,Water,Water,Bareland,Water,Non_Wetland,NULL,Grassland,Water
3899,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
3900,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
3901,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3902,Water,Water,Bareland,Water,Non_Wetland,Bareland,Grassland,Forest
3903,Water,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
3904,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
3905,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
3906,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
3907,Water,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
3908,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
3909,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
3910,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
3911,Water,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
3912,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
3913,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3914,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3915,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
3916,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Water
3917,Water,Water,Bareland,Water,Non_Wetland,Water,Bareland,Forest
3918,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3919,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
3920,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3921,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3922,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3923,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
3924,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
3925,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3926,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3927,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3928,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3929,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
3930,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3931,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3932,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
3933,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
3934,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
3935,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
3936,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3937,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
3938,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Water
3939,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3940,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
3941,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
3942,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
3943,Water,Water,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
3944,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
3945,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
3946,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
3947,Water,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
3948,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
3949,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
3950,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3951,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3952,Water,Water,Built-up,Water,Non_Wetland,Water,Forest,Water
3953,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
3954,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3955,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3956,Water,Water,Water,NULL,Water,NULL,Water,Water
3957,Water,Water,Water,NULL,Water,NULL,Water,Forest
3958,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
3959,Water,Water,Water,NULL,Water,Grassland,Bareland,Grassland
3960,Water,Water,Water,NULL,Water,Grassland,Water,Water
3961,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3962,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3963,Water,Water,Water,NULL,Water,Wetland,Water,Water
3964,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3965,Water,Water,Water,NULL,Water,Bareland,Grassland,Water
3966,Water,Water,Water,NULL,Water,Bareland,Grassland,Forest
3967,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
3968,Water,Water,Water,NULL,Water,Bareland,Wetland,Forest
3969,Water,Water,Water,NULL,Water,Bareland,Bareland,Grassland
3970,Water,Water,Water,NULL,Water,Bareland,Bareland,Bareland
3971,Water,Water,Water,NULL,Water,Bareland,Bareland,Water
3972,Water,Water,Water,NULL,Water,Bareland,Bareland,Forest
3973,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
3974,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
3975,Water,Water,Water,NULL,Water,Bareland,Water,Water
3976,Water,Water,Water,NULL,Water,Bareland,Water,Forest
3977,Water,Water,Water,NULL,Water,Bareland,Forest,Water
3978,Water,Water,Water,NULL,Water,Bareland,Forest,Forest
3979,Water,Water,Water,NULL,Water,Built-up,Water,Water
3980,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3981,Water,Water,Water,NULL,Water,Water,Grassland,Water
3982,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3983,Water,Water,Water,NULL,Water,Water,Wetland,Water
3984,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3985,Water,Water,Water,NULL,Water,Water,Bareland,Water
3986,Water,Water,Water,NULL,Water,Water,Bareland,Forest
3987,Water,Water,Water,NULL,Water,Water,Water,Grassland
3988,Water,Water,Water,NULL,Water,Water,Water,Water
3989,Water,Water,Water,NULL,Water,Water,Water,Forest
3990,Water,Water,Water,NULL,Water,Water,Forest,Water
3991,Water,Water,Water,NULL,Water,Water,Forest,Forest
3992,Water,Water,Water,NULL,Water,Forest,Wetland,Water
3993,Water,Water,Water,NULL,Water,Forest,Bareland,Forest
3994,Water,Water,Water,NULL,Water,Forest,Water,Water
3995,Water,Water,Water,NULL,Water,Forest,Water,Forest
3996,Water,Water,Water,Non_Water,Water,NULL,Water,Water
3997,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3998,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3999,Water,Water,Water,Non_Water,Water,Bareland,Grassland,Water
4000,Water,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
4001,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Grassland
4002,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Bareland
4003,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Water
4004,Water,Water,Water,Non_Water,Water,Bareland,Bareland,Forest
4005,Water,Water,Water,Non_Water,Water,Bareland,Water,Grassland
4006,Water,Water,Water,Non_Water,Water,Bareland,Water,Water
4007,Water,Water,Water,Non_Water,Water,Bareland,Water,Forest
4008,Water,Water,Water,Non_Water,Water,Bareland,Forest,Forest
4009,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
4010,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
4011,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
4012,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
4013,Water,Water,Water,Non_Water,Water,Water,Bareland,Water
4014,Water,Water,Water,Non_Water,Water,Water,Bareland,Forest
4015,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
4016,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
4017,Water,Water,Water,Non_Water,Water,Water,Water,Water
4018,Water,Water,Water,Non_Water,Water,Water,Water,Forest
4019,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
4020,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
4021,Water,Water,Water,Non_Water,Water,Forest,Water,Water
4022,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
4023,Water,Water,Water,Water,Water,NULL,Wetland,Water
4024,Water,Water,Water,Water,Water,NULL,Wetland,Forest
4025,Water,Water,Water,Water,Water,NULL,Bareland,Forest
4026,Water,Water,Water,Water,Water,NULL,Water,Water
4027,Water,Water,Water,Water,Water,NULL,Water,Forest
4028,Water,Water,Water,Water,Water,Shrubland,Water,Forest
4029,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
4030,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
4031,Water,Water,Water,Water,Water,Grassland,Water,Grassland
4032,Water,Water,Water,Water,Water,Grassland,Water,Water
4033,Water,Water,Water,Water,Water,Grassland,Water,Forest
4034,Water,Water,Water,Water,Water,Wetland,Water,Grassland
4035,Water,Water,Water,Water,Water,Wetland,Water,Water
4036,Water,Water,Water,Water,Water,Wetland,Water,Forest
4037,Water,Water,Water,Water,Water,Bareland,NULL,Forest
4038,Water,Water,Water,Water,Water,Bareland,Grassland,Water
4039,Water,Water,Water,Water,Water,Bareland,Grassland,Forest
4040,Water,Water,Water,Water,Water,Bareland,Wetland,Grassland
4041,Water,Water,Water,Water,Water,Bareland,Wetland,Water
4042,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
4043,Water,Water,Water,Water,Water,Bareland,Bareland,Grassland
4044,Water,Water,Water,Water,Water,Bareland,Bareland,Bareland
4045,Water,Water,Water,Water,Water,Bareland,Bareland,Water
4046,Water,Water,Water,Water,Water,Bareland,Bareland,Forest
4047,Water,Water,Water,Water,Water,Bareland,Water,Grassland
4048,Water,Water,Water,Water,Water,Bareland,Water,Bareland
4049,Water,Water,Water,Water,Water,Bareland,Water,Water
4050,Water,Water,Water,Water,Water,Bareland,Water,Forest
4051,Water,Water,Water,Water,Water,Bareland,Forest,Water
4052,Water,Water,Water,Water,Water,Bareland,Forest,Forest
4053,Water,Water,Water,Water,Water,Water,Grassland,Grassland
4054,Water,Water,Water,Water,Water,Water,Grassland,Water
4055,Water,Water,Water,Water,Water,Water,Grassland,Forest
4056,Water,Water,Water,Water,Water,Water,Wetland,Water
4057,Water,Water,Water,Water,Water,Water,Wetland,Forest
4058,Water,Water,Water,Water,Water,Water,Bareland,Grassland
4059,Water,Water,Water,Water,Water,Water,Bareland,Bareland
4060,Water,Water,Water,Water,Water,Water,Bareland,Water
4061,Water,Water,Water,Water,Water,Water,Bareland,Forest
4062,Water,Water,Water,Water,Water,Water,Water,Grassland
4063,Water,Water,Water,Water,Water,Water,Water,Wetland
4064,Water,Water,Water,Water,Water,Water,Water,Bareland
4065,Water,Water,Water,Water,Water,Water,Water,Water
4066,Water,Water,Water,Water,Water,Water,Water,Forest
4067,Water,Water,Water,Water,Water,Water,Forest,Bareland
4068,Water,Water,Water,Water,Water,Water,Forest,Water
4069,Water,Water,Water,Water,Water,Water,Forest,Forest
4070,Water,Water,Water,Water,Water,Forest,Grassland,Forest
4071,Water,Water,Water,Water,Water,Forest,Wetland,Forest
4072,Water,Water,Water,Water,Water,Forest,Water,Water
4073,Water,Water,Water,Water,Water,Forest,Water,Forest
4074,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4075,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4076,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4077,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4078,Water,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4079,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4080,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4081,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4082,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4083,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4084,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4085,Water,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4086,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4087,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4088,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4089,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4090,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4091,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4092,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4093,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4094,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4095,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4096,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
4097,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4098,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4099,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
4100,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4101,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4102,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4103,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
4104,Water,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4105,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4106,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
4107,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
4108,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4109,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
4110,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4111,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4112,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4113,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4114,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4115,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4116,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4117,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
4118,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
4119,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
4120,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4121,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4122,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4123,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4124,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4125,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
4126,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4127,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4128,Water,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
4129,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4130,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4131,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4132,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4133,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4134,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4135,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4136,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4137,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4138,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
4139,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
4140,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4141,Water,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
4142,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4143,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4144,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
4145,Water,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Forest
4146,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4147,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4148,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4149,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
4150,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
4151,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
4152,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
4153,Water,Water,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
4154,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
4155,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
4156,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
4157,Water,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
4158,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Grassland
4159,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
4160,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
4161,Water,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
4162,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4163,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4164,Water,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
4165,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4166,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4167,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4168,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4169,Water,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4170,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4171,Water,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4172,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4173,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4174,Water,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
4175,Water,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
4176,Water,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4177,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4178,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
4179,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4180,Water,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4181,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4182,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4183,Water,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
4184,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4185,Water,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4186,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4187,Water,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
4188,Water,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
4189,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
4190,Water,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4191,Water,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
