Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
9439,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9440,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9441,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
9442,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
9443,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
9444,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
9445,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9446,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9447,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9448,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9449,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
9450,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
9451,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9452,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9453,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9454,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
9455,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9456,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9457,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9458,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9459,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9460,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9461,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9462,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
9463,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9464,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
9465,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9466,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
9467,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
9468,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9469,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
9470,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9471,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
9472,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
9473,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9474,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
9475,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
9476,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
9477,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
9478,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
9479,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
9480,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
9481,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
9482,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
9483,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9484,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
9485,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
9486,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
9487,Forest,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9488,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9489,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9490,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9491,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
9492,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
9493,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9494,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9496,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9497,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9498,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9499,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9500,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9502,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9503,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
9504,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9505,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9506,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9507,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9508,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
9509,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9510,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
9511,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9512,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
9513,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
9514,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9515,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
9516,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
9517,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9518,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9519,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9520,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9521,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9522,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9523,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
9524,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
9525,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Water
9526,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9527,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9528,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9529,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
9530,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9531,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9532,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
9533,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9534,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9535,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9536,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
9537,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9538,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
9539,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
9540,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
9541,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
9542,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9543,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9544,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9545,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9546,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9547,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9548,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
9549,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
9550,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
9551,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9552,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9553,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9554,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9555,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
9556,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
9557,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9558,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9559,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9560,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
9561,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9562,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9563,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9564,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9565,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9566,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
9567,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
9568,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
9569,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
9570,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9571,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
9572,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
9573,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
9574,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
9575,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
9576,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
9577,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
9578,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
9579,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9580,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
9581,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
9582,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9583,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
9584,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9585,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
9586,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
9587,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
9588,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
9589,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9590,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9591,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9592,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9593,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
9594,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9595,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9596,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
9597,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9598,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9599,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
9600,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
9601,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9602,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9603,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9604,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
9605,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9606,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
9607,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
9608,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
9609,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
9610,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
9611,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
9612,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
9613,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
9614,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9615,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9616,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
9617,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
9618,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
9619,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
9620,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
9621,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
9622,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
9623,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
9624,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
9625,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
9626,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
9627,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
9628,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
9629,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
9630,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
9631,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
9632,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
9633,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
9634,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
9635,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
9636,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9637,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
9638,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
9639,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9640,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
9641,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
9642,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
9643,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9644,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9645,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
9646,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
9647,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
9648,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
9649,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
9650,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9651,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
9652,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
9653,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Water
9654,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
9655,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
9656,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
9657,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
9658,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9659,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
9660,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
9661,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
9662,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
9663,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9664,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
9665,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
9666,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Wetland
9667,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
9668,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
9669,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
9670,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
9671,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
9672,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
9673,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
9674,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
9675,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
9676,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
9677,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
9678,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
9679,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
9680,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
9681,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
9682,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
9683,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
9684,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
9685,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
9686,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
9687,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
9688,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
9689,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
9690,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
9691,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
9692,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
9693,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9694,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9695,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9696,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
9697,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
9698,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Water
9699,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9700,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
9701,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9702,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
9703,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
9704,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
9705,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9706,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9707,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9708,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9709,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
9710,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
9711,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
9712,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
9713,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Built-up
9714,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
9715,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9716,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
9717,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
9718,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
9719,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
9720,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
9721,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
9722,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
9723,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
9724,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
9725,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
9726,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9727,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9728,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
9729,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
9730,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
9731,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9732,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9733,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9734,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9735,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
9737,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9738,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9739,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9740,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
9741,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
9742,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9743,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9744,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9745,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
9746,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9747,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
9748,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Built-up
9749,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
9750,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
9751,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
9752,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9753,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
9754,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
9755,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
9756,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
