Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
2938,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2939,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2941,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
2942,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2943,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Wetland
2944,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
2945,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
2946,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2947,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
2948,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2949,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2950,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2951,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2952,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2953,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2954,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2955,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2956,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
2957,Forest,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
2958,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
2959,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2960,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2961,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2962,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2963,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2964,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2965,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
2966,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2967,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
2968,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
2969,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2970,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Wetland
2971,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
2972,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2973,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2974,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2975,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2976,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
2977,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2978,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
2979,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
2980,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2981,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2982,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2983,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2984,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2985,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2986,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2987,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2988,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
2989,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2990,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2991,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2992,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2993,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2994,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2995,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2996,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2997,Forest,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
2998,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2999,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3000,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3001,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3002,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3003,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3004,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3005,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3006,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3007,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3008,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3009,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3010,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3011,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3012,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3013,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3014,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3015,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3016,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3017,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3018,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3019,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3020,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3021,Forest,Forest,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3022,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3023,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
3024,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3025,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3026,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
3027,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3028,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3029,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3030,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3031,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3032,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3033,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
3034,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3035,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
3036,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
3037,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3038,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
3039,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
3040,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3041,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3042,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3043,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3044,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3045,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
3046,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3047,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3048,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
3049,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3050,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
3051,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
3052,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3053,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
3054,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
3055,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
3056,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
3057,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
3058,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
3059,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3060,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
3061,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3062,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
3063,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
3064,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
3065,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
3066,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
3067,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
3068,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3069,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
3070,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
3071,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
3072,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
3073,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
3074,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3075,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3076,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Water
3077,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3078,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3079,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
3080,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
3081,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
3082,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
3083,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
3084,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
3085,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
3086,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
3087,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3088,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3089,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3090,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3091,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3092,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3093,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
3094,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
3095,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
3096,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
3097,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
3098,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
3099,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
3100,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3101,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
3102,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
3103,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
3104,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3105,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
3106,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3107,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3108,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
3109,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3110,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
3111,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
3112,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3113,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
3114,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
3115,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
3116,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
3117,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
3118,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
3119,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
3120,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
3121,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
3122,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
3123,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
3124,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Forest
3125,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
3126,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3127,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3128,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
3129,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3130,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3131,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
3132,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3133,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
3134,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
3135,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
3136,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3137,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3138,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3139,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3140,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
3141,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3142,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3143,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3144,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
3145,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
3146,Forest,Forest,Wetland,Water,Wetland,Grassland,NULL,Wetland
3147,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
3148,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3149,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Water
3150,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
3151,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
3152,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
3153,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Water
3154,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Forest
3155,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3156,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
3157,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3158,Forest,Forest,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
3159,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3160,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3161,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3162,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3163,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3164,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3165,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3166,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3167,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
3168,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3169,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3170,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
3171,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
3172,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
3173,Forest,Forest,Water,NULL,Water,NULL,NULL,Built-up
3174,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
3175,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
3176,Forest,Forest,Water,NULL,Water,Shrubland,Shrubland,Forest
3177,Forest,Forest,Water,NULL,Water,Shrubland,Forest,Forest
3178,Forest,Forest,Water,NULL,Water,Grassland,NULL,Wetland
3179,Forest,Forest,Water,NULL,Water,Grassland,NULL,Forest
3180,Forest,Forest,Water,NULL,Water,Grassland,Shrubland,Wetland
3181,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
3182,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
3183,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
3184,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
3185,Forest,Forest,Water,NULL,Water,Wetland,NULL,Wetland
3186,Forest,Forest,Water,NULL,Water,Wetland,NULL,Forest
3187,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Wetland
3188,Forest,Forest,Water,NULL,Water,Wetland,Shrubland,Forest
3189,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Wetland
3190,Forest,Forest,Water,NULL,Water,Wetland,Grassland,Forest
3191,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
3192,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
3193,Forest,Forest,Water,NULL,Water,Forest,Grassland,Forest
3194,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
3195,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
3196,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
3197,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
3198,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Grassland
3199,Forest,Forest,Water,Non_Water,Water,Grassland,NULL,Wetland
3200,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Grassland
3201,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Wetland
3202,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Water
3203,Forest,Forest,Water,Non_Water,Water,Grassland,Grassland,Forest
3204,Forest,Forest,Water,Non_Water,Water,Wetland,NULL,Wetland
3205,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Grassland
3206,Forest,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
3207,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
3208,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
3209,Forest,Forest,Water,Water,Water,NULL,NULL,Water
3210,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
3211,Forest,Forest,Water,Water,Water,Grassland,Grassland,Wetland
3212,Forest,Forest,Water,Water,Water,Grassland,Grassland,Water
3213,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
3214,Forest,Forest,Water,Water,Water,Wetland,Grassland,Water
3215,Forest,Forest,Water,Water,Water,Wetland,Grassland,Forest
3216,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3217,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3218,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3219,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3220,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
3221,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3222,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
3223,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3224,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3225,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3226,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
3227,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3228,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3229,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3230,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3231,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3232,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3233,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3234,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3235,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3236,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3237,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3238,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3239,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
3240,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3241,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3242,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3243,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3244,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3245,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3246,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3247,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3248,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3249,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3250,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3251,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
3252,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3253,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3254,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3255,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
3256,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3257,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3258,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
3259,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3260,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3261,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
3262,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3263,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3264,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
3265,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3266,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
3267,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3268,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3269,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3270,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3271,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3272,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3273,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
3274,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3275,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
