Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
2146,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
2147,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
2148,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
2149,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
2150,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
2151,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
2152,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
2153,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
2154,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
2155,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2156,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
2157,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
2158,Forest,Forest,Water,Water,Water,NULL,Water,Water
2159,Forest,Forest,Water,Water,Water,NULL,Water,Forest
2160,Forest,Forest,Water,Water,Water,NULL,Forest,Water
2161,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
2162,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
2163,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
2164,Forest,Forest,Water,Water,Water,Grassland,Water,Water
2165,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
2166,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
2167,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
2168,Forest,Forest,Water,Water,Water,Wetland,Water,Water
2169,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
2170,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
2171,Forest,Forest,Water,Water,Water,Water,Wetland,Water
2172,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
2173,Forest,Forest,Water,Water,Water,Water,Water,Water
2174,Forest,Forest,Water,Water,Water,Water,Water,Forest
2175,Forest,Forest,Water,Water,Water,Water,Forest,Water
2176,Forest,Forest,Water,Water,Water,Water,Forest,Forest
2177,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
2178,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
2179,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
2180,Forest,Forest,Water,Water,Water,Forest,Water,Water
2181,Forest,Forest,Water,Water,Water,Forest,Water,Forest
2182,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
2183,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2184,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2185,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2186,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2187,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2188,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2189,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2190,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
2191,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2192,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
2193,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2194,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2195,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2196,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2197,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2198,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2199,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2200,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2201,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
2202,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2203,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2204,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
2206,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2207,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2208,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2209,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2210,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2211,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2212,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2213,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2214,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2215,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2216,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2217,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2218,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
2219,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2220,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2221,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2222,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2223,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2224,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2225,Forest,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2226,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2227,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2228,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2229,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2230,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2231,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2232,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2233,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2234,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2235,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2236,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2237,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2238,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
2239,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2240,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2241,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2242,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
2243,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2244,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2245,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2246,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2247,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2248,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2249,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2250,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2251,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2252,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2253,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2254,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2255,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2256,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2257,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
2258,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2259,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2260,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2261,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2262,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
2263,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
2264,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2265,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
2266,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
2267,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2268,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2269,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2270,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
2271,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2272,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
2273,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
2274,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
2275,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
2276,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
2277,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
