Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
11855,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
11856,Forest,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
11857,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
11858,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
11859,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Water
11860,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
11861,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
11862,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
11863,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
11864,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,NULL
11865,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
11866,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
11867,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
11868,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
11869,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
11870,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
11871,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Water
11872,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
11873,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
11874,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Forest
11875,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
11876,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
11877,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
11878,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
11879,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Forest
11880,Forest,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
11881,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
11882,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
11883,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
11884,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
11885,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11886,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
11887,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
11888,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
11889,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
11890,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
11891,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
11892,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
11893,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
11894,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11895,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
11896,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11897,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11898,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11899,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11900,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11901,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11902,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11903,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11904,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11905,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
11906,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11907,Forest,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
11908,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
11909,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
11910,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
11911,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
11912,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11913,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11914,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
11915,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
11916,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
11917,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
11918,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
11919,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
11920,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
11921,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
11922,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
11923,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
11924,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
11925,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
11926,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
11927,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
11928,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
11929,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
11930,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
11931,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
11932,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
11933,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
11934,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
11935,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
11936,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
11937,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
11938,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11939,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
11940,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
11941,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
11942,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
11943,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
11944,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
11945,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
11946,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
11947,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
11948,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
11949,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
11950,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
11951,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
11952,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
11953,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
11954,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
11955,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
11956,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
11957,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
11958,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
11959,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
11960,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
11961,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
11962,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
11963,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
11964,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
11965,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
11966,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
11967,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
11968,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
11969,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
11970,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
11971,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11972,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11973,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11974,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
11975,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11976,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11977,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
11978,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11979,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
11980,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11981,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
11982,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11983,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
11984,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
11985,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
11986,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11987,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
11988,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
11989,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11990,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
11991,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
11992,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
11993,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
11994,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
11995,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Bareland
11996,Forest,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
11997,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
11998,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
11999,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12000,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
12001,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12002,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12003,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12004,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12005,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12006,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12007,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12008,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12009,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12010,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12011,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
12012,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
12013,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12014,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
12015,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12016,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
12017,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
12018,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
12019,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12020,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
12021,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
12022,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
12023,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12024,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12025,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12026,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
12027,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12028,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
12029,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12030,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
12031,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
12032,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
12033,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12034,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
12035,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12036,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
12037,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12038,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12039,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
12040,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
12041,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
12042,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
12043,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
12044,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12045,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12046,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Water
12047,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12048,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
12049,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
12050,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
12051,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
12052,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
12053,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
12054,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12055,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
12056,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
12057,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12058,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12059,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
12060,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12061,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12062,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12063,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
12064,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12065,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
12066,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
12067,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
12068,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
12069,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12070,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
12071,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
12072,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
12073,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
12074,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
12075,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
12076,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
12077,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12078,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
12079,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
12080,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
12081,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Water
12082,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
12083,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12084,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12085,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
12086,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12087,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
12088,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12089,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
12090,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12091,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
12092,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12093,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
12094,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12095,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12096,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12097,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
12098,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12099,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12100,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
12101,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12102,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12103,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12104,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
12105,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Water
12106,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,NULL
12107,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
12108,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
12109,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
12110,Forest,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
12111,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
12112,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
12113,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
12114,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
12115,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
12116,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
12117,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
12118,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
12119,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12120,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12121,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
12122,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
12123,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
12124,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
12125,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
12126,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
12127,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
12128,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
12129,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12130,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
12131,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
12132,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
12133,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
12134,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
12135,Forest,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
12136,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
12137,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
12138,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
12139,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
12140,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
12141,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
12142,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
12143,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
12144,Forest,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12145,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
12146,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
12147,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12148,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
12149,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
12150,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
12151,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
12152,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
12153,Forest,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
12154,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
12155,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
12156,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
12157,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
12158,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12159,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
12160,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
12161,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
12162,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
12163,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
12164,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
12165,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
12166,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
12167,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
12168,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
12169,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
12170,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
12171,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
12172,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
12173,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
12174,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12175,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
12176,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
12177,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
12178,Forest,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
12179,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
12180,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12181,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
12182,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
