Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
7474,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
7475,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
7476,Water,Water,Bareland,Water,Non_Wetland,NULL,Forest,Water
7477,Water,Water,Bareland,Water,Non_Wetland,Wetland,NULL,Water
7478,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
7479,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
7480,Water,Water,Bareland,Water,Non_Wetland,Water,NULL,Water
7481,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
7482,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
7483,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
7484,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
7485,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
7486,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
7487,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
7488,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
7489,Water,Water,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
7490,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
7491,Water,Water,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
7492,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
7493,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
7494,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
7495,Water,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
7496,Water,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
7497,Water,Water,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
7498,Water,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
7499,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
7500,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
7501,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
7502,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
7503,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
7504,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
7505,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
7506,Water,Water,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
7507,Water,Water,Built-up,NULL,Non_Wetland,Water,NULL,Forest
7508,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Water
7509,Water,Water,Built-up,NULL,Non_Wetland,Water,Bareland,Water
7510,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
7511,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
7512,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
7513,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
7514,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
7515,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
7516,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
7517,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7518,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
7519,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Cropland
7520,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Bareland
7521,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Built-up
7522,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
7523,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
7524,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Water
7525,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
7526,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Water
7527,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Grassland
7528,Water,Water,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
7529,Water,Water,Built-up,Non_Water,Non_Wetland,Water,NULL,Bareland
7530,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Bareland,Water
7531,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
7532,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
7533,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Bareland
7534,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
7535,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
7536,Water,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Water
7537,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
7538,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
7539,Water,Water,Built-up,Water,Non_Wetland,NULL,Grassland,Water
7540,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Grassland
7541,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
7542,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Built-up
7543,Water,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Water
7544,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Grassland
7545,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Bareland
7546,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Built-up
7547,Water,Water,Built-up,Water,Non_Wetland,NULL,Water,Water
7548,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
7549,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
7550,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
7551,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Built-up
7552,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Water
7553,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
7554,Water,Water,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
7555,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Grassland
7556,Water,Water,Built-up,Water,Non_Wetland,Built-up,Water,Water
7557,Water,Water,Built-up,Water,Non_Wetland,Water,NULL,Water
7558,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
7559,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
7560,Water,Water,Built-up,Water,Non_Wetland,Water,Built-up,Water
7561,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Built-up
7562,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
7563,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
7564,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
7565,Water,Water,Water,NULL,Water,NULL,NULL,Cropland
7566,Water,Water,Water,NULL,Water,NULL,NULL,Water
7567,Water,Water,Water,NULL,Water,NULL,NULL,Forest
7568,Water,Water,Water,NULL,Water,NULL,Wetland,Grassland
7569,Water,Water,Water,NULL,Water,NULL,Wetland,Wetland
7570,Water,Water,Water,NULL,Water,NULL,Wetland,Bareland
7571,Water,Water,Water,NULL,Water,NULL,Wetland,Water
7572,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
7573,Water,Water,Water,NULL,Water,NULL,Bareland,Grassland
7574,Water,Water,Water,NULL,Water,NULL,Water,Grassland
7575,Water,Water,Water,NULL,Water,NULL,Water,Bareland
7576,Water,Water,Water,NULL,Water,NULL,Water,Built-up
7577,Water,Water,Water,NULL,Water,NULL,Water,Water
7578,Water,Water,Water,NULL,Water,NULL,Water,Forest
7579,Water,Water,Water,NULL,Water,NULL,Forest,Water
7580,Water,Water,Water,NULL,Water,NULL,Forest,Forest
7581,Water,Water,Water,NULL,Water,Wetland,NULL,Grassland
7582,Water,Water,Water,NULL,Water,Wetland,NULL,Water
7583,Water,Water,Water,NULL,Water,Wetland,NULL,Forest
7584,Water,Water,Water,NULL,Water,Wetland,Wetland,Wetland
7585,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
7586,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
7587,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
7588,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
7589,Water,Water,Water,NULL,Water,Wetland,Water,Water
7590,Water,Water,Water,NULL,Water,Wetland,Water,Forest
7591,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
7592,Water,Water,Water,NULL,Water,Bareland,NULL,Grassland
7593,Water,Water,Water,NULL,Water,Bareland,NULL,Water
7594,Water,Water,Water,NULL,Water,Bareland,Wetland,Water
7595,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
7596,Water,Water,Water,NULL,Water,Bareland,Water,Bareland
7597,Water,Water,Water,NULL,Water,Bareland,Water,Water
7598,Water,Water,Water,NULL,Water,Built-up,Built-up,Water
7599,Water,Water,Water,NULL,Water,Built-up,Water,Grassland
7600,Water,Water,Water,NULL,Water,Built-up,Water,Water
7601,Water,Water,Water,NULL,Water,Water,NULL,Grassland
7602,Water,Water,Water,NULL,Water,Water,NULL,Water
7603,Water,Water,Water,NULL,Water,Water,NULL,Forest
7604,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
7605,Water,Water,Water,NULL,Water,Water,Wetland,Water
7606,Water,Water,Water,NULL,Water,Water,Wetland,Forest
7607,Water,Water,Water,NULL,Water,Water,Built-up,Water
7608,Water,Water,Water,NULL,Water,Water,Water,Grassland
7609,Water,Water,Water,NULL,Water,Water,Water,Bareland
7610,Water,Water,Water,NULL,Water,Water,Water,Water
7611,Water,Water,Water,NULL,Water,Water,Water,Forest
7612,Water,Water,Water,NULL,Water,Water,Forest,Water
7613,Water,Water,Water,NULL,Water,Water,Forest,Forest
7614,Water,Water,Water,NULL,Water,Forest,NULL,Water
7615,Water,Water,Water,NULL,Water,Forest,NULL,Forest
7616,Water,Water,Water,NULL,Water,Forest,Wetland,Wetland
7617,Water,Water,Water,NULL,Water,Forest,Wetland,Water
7618,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
7619,Water,Water,Water,NULL,Water,Forest,Water,Wetland
7620,Water,Water,Water,NULL,Water,Forest,Water,Water
7621,Water,Water,Water,NULL,Water,Forest,Water,Forest
7622,Water,Water,Water,NULL,Water,Forest,Forest,Water
7623,Water,Water,Water,NULL,Water,Forest,Forest,Forest
7624,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
7625,Water,Water,Water,Non_Water,Water,NULL,NULL,Cropland
7626,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
7627,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
7628,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
7629,Water,Water,Water,Non_Water,Water,NULL,Wetland,Grassland
7630,Water,Water,Water,Non_Water,Water,NULL,Wetland,Water
7631,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
7632,Water,Water,Water,Non_Water,Water,NULL,Built-up,Water
7633,Water,Water,Water,Non_Water,Water,NULL,Water,NULL
7634,Water,Water,Water,Non_Water,Water,NULL,Water,Grassland
7635,Water,Water,Water,Non_Water,Water,NULL,Water,Wetland
7636,Water,Water,Water,Non_Water,Water,NULL,Water,Bareland
7637,Water,Water,Water,Non_Water,Water,NULL,Water,Built-up
7638,Water,Water,Water,Non_Water,Water,NULL,Water,Water
7639,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
7640,Water,Water,Water,Non_Water,Water,NULL,Forest,Water
7641,Water,Water,Water,Non_Water,Water,Wetland,NULL,Water
7642,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
7643,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
7644,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
7645,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
7646,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
7647,Water,Water,Water,Non_Water,Water,Bareland,Water,Bareland
7648,Water,Water,Water,Non_Water,Water,Bareland,Water,Built-up
7649,Water,Water,Water,Non_Water,Water,Built-up,Water,Water
7650,Water,Water,Water,Non_Water,Water,Water,NULL,Grassland
7651,Water,Water,Water,Non_Water,Water,Water,NULL,Water
7652,Water,Water,Water,Non_Water,Water,Water,NULL,Forest
7653,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
7654,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
7655,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
7656,Water,Water,Water,Non_Water,Water,Water,Built-up,Water
7657,Water,Water,Water,Non_Water,Water,Water,Water,NULL
7658,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
7659,Water,Water,Water,Non_Water,Water,Water,Water,Cropland
7660,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
7661,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
7662,Water,Water,Water,Non_Water,Water,Water,Water,Water
7663,Water,Water,Water,Non_Water,Water,Water,Water,Forest
7664,Water,Water,Water,Non_Water,Water,Water,Forest,Water
7665,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
7666,Water,Water,Water,Non_Water,Water,Forest,NULL,Grassland
7667,Water,Water,Water,Non_Water,Water,Forest,NULL,Forest
7668,Water,Water,Water,Non_Water,Water,Forest,Wetland,Water
7669,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
7670,Water,Water,Water,Non_Water,Water,Forest,Water,Grassland
7671,Water,Water,Water,Non_Water,Water,Forest,Water,Water
7672,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
7673,Water,Water,Water,Non_Water,Water,Forest,Forest,Water
7674,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
7675,Water,Water,Water,Water,Water,NULL,NULL,Grassland
7676,Water,Water,Water,Water,Water,NULL,NULL,Wetland
7677,Water,Water,Water,Water,Water,NULL,NULL,Water
7678,Water,Water,Water,Water,Water,NULL,NULL,Forest
7679,Water,Water,Water,Water,Water,NULL,Grassland,Water
7680,Water,Water,Water,Water,Water,NULL,Wetland,Grassland
7681,Water,Water,Water,Water,Water,NULL,Wetland,Wetland
7682,Water,Water,Water,Water,Water,NULL,Wetland,Water
7683,Water,Water,Water,Water,Water,NULL,Wetland,Forest
7684,Water,Water,Water,Water,Water,NULL,Built-up,Water
7685,Water,Water,Water,Water,Water,NULL,Water,NULL
7686,Water,Water,Water,Water,Water,NULL,Water,Grassland
7687,Water,Water,Water,Water,Water,NULL,Water,Cropland
7688,Water,Water,Water,Water,Water,NULL,Water,Wetland
7689,Water,Water,Water,Water,Water,NULL,Water,Bareland
7690,Water,Water,Water,Water,Water,NULL,Water,Water
7691,Water,Water,Water,Water,Water,NULL,Water,Forest
7692,Water,Water,Water,Water,Water,NULL,Forest,Wetland
7693,Water,Water,Water,Water,Water,NULL,Forest,Water
7694,Water,Water,Water,Water,Water,NULL,Forest,Forest
7695,Water,Water,Water,Water,Water,Cropland,Water,Forest
7696,Water,Water,Water,Water,Water,Wetland,NULL,Grassland
7697,Water,Water,Water,Water,Water,Wetland,NULL,Water
7698,Water,Water,Water,Water,Water,Wetland,Wetland,Water
7699,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
7700,Water,Water,Water,Water,Water,Wetland,Water,Grassland
7701,Water,Water,Water,Water,Water,Wetland,Water,Wetland
7702,Water,Water,Water,Water,Water,Wetland,Water,Water
7703,Water,Water,Water,Water,Water,Wetland,Water,Forest
7704,Water,Water,Water,Water,Water,Bareland,NULL,Water
7705,Water,Water,Water,Water,Water,Bareland,Wetland,Water
7706,Water,Water,Water,Water,Water,Bareland,Wetland,Forest
7707,Water,Water,Water,Water,Water,Bareland,Built-up,Water
7708,Water,Water,Water,Water,Water,Bareland,Water,Bareland
7709,Water,Water,Water,Water,Water,Bareland,Water,Built-up
7710,Water,Water,Water,Water,Water,Bareland,Water,Water
7711,Water,Water,Water,Water,Water,Built-up,Built-up,Bareland
7712,Water,Water,Water,Water,Water,Built-up,Built-up,Water
7713,Water,Water,Water,Water,Water,Built-up,Water,Grassland
7714,Water,Water,Water,Water,Water,Built-up,Water,Cropland
7715,Water,Water,Water,Water,Water,Built-up,Water,Built-up
7716,Water,Water,Water,Water,Water,Built-up,Water,Water
7717,Water,Water,Water,Water,Water,Water,NULL,Grassland
7718,Water,Water,Water,Water,Water,Water,NULL,Water
7719,Water,Water,Water,Water,Water,Water,NULL,Forest
7720,Water,Water,Water,Water,Water,Water,Wetland,Water
7721,Water,Water,Water,Water,Water,Water,Wetland,Forest
7722,Water,Water,Water,Water,Water,Water,Water,Grassland
7723,Water,Water,Water,Water,Water,Water,Water,Cropland
7724,Water,Water,Water,Water,Water,Water,Water,Wetland
7725,Water,Water,Water,Water,Water,Water,Water,Bareland
7726,Water,Water,Water,Water,Water,Water,Water,Built-up
7727,Water,Water,Water,Water,Water,Water,Water,Water
7728,Water,Water,Water,Water,Water,Water,Water,Forest
7729,Water,Water,Water,Water,Water,Water,Forest,Water
7730,Water,Water,Water,Water,Water,Water,Forest,Forest
7731,Water,Water,Water,Water,Water,Forest,NULL,Water
7732,Water,Water,Water,Water,Water,Forest,NULL,Forest
7733,Water,Water,Water,Water,Water,Forest,Wetland,Wetland
7734,Water,Water,Water,Water,Water,Forest,Wetland,Water
7735,Water,Water,Water,Water,Water,Forest,Wetland,Forest
7736,Water,Water,Water,Water,Water,Forest,Water,Water
7737,Water,Water,Water,Water,Water,Forest,Water,Forest
7738,Water,Water,Water,Water,Water,Forest,Forest,Water
7739,Water,Water,Water,Water,Water,Forest,Forest,Forest
7740,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
7741,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
7742,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
7743,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
7744,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
7745,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
7746,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
7747,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
7748,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
7749,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
7750,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
7751,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
7752,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
7753,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
7754,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Built-up
7755,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
7756,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
7757,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
7758,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
7759,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
7760,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
7761,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
7762,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Bareland
7763,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
7764,Water,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
7765,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
7766,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
7767,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
7768,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
7769,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
7770,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
7771,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
7772,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
7773,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
7774,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
7775,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
7776,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
7777,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
7778,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
7779,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
7780,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
7781,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Water
7782,Water,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
7783,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
7784,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
7785,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
7786,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
7787,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
7788,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
7789,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
7790,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,NULL
7791,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
7792,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
7793,Water,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
7794,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
7795,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
7796,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7797,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7798,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7799,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7800,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7801,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7802,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7803,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7804,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
7805,Water,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
7806,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
7807,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7808,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7809,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Wetland
7810,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7811,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7812,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7813,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7814,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
7815,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
7816,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
7817,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
7818,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7819,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
7820,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7821,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7822,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Built-up,Water
7823,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
7824,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7825,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
7826,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
7827,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
7828,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
7829,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
7830,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
7831,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
