Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
17473,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Grassland
17474,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17475,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Water
17476,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
17477,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,NULL
17478,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
17479,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17480,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Water
17481,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17482,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
17483,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
17484,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
17485,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
17486,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
17487,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
17488,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,NULL
17489,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Grassland
17490,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Cropland
17491,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Wetland
17492,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Water
17493,Forest,Cropland,Wetland,Water,Wetland,NULL,Wetland,Forest
17494,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
17495,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
17496,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Water
17497,Forest,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
17498,Forest,Cropland,Wetland,Water,Wetland,Cropland,NULL,Cropland
17499,Forest,Cropland,Wetland,Water,Wetland,Cropland,NULL,Forest
17500,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,NULL
17501,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Grassland
17502,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Cropland
17503,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Wetland
17504,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Water
17505,Forest,Cropland,Wetland,Water,Wetland,Wetland,NULL,Forest
17506,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,NULL
17507,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
17508,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
17509,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Water
17510,Forest,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Forest
17511,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Grassland
17512,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
17513,Forest,Cropland,Wetland,Water,Wetland,Wetland,Water,Water
17514,Forest,Cropland,Wetland,Water,Wetland,Wetland,Forest,Forest
17515,Forest,Cropland,Wetland,Water,Wetland,Bareland,NULL,Wetland
17516,Forest,Cropland,Wetland,Water,Wetland,Bareland,NULL,Water
17517,Forest,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Cropland
17518,Forest,Cropland,Wetland,Water,Wetland,Bareland,Wetland,Wetland
17519,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
17520,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Grassland
17521,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Wetland
17522,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Water
17523,Forest,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
17524,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Wetland
17525,Forest,Cropland,Wetland,Water,Wetland,Water,Wetland,Water
17526,Forest,Cropland,Wetland,Water,Wetland,Water,Water,NULL
17527,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
17528,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
17529,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
17530,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Forest
17531,Forest,Cropland,Wetland,Water,Wetland,Water,Forest,Water
17532,Forest,Cropland,Wetland,Water,Wetland,Water,Forest,Forest
17533,Forest,Cropland,Wetland,Water,Wetland,Forest,NULL,Forest
17534,Forest,Cropland,Wetland,Water,Wetland,Forest,Wetland,Wetland
17535,Forest,Cropland,Wetland,Water,Wetland,Forest,Wetland,Water
17536,Forest,Cropland,Wetland,Water,Wetland,Forest,Wetland,Forest
17537,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Grassland
17538,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Water
17539,Forest,Cropland,Wetland,Water,Wetland,Forest,Water,Forest
17540,Forest,Cropland,Wetland,Water,Wetland,Forest,Forest,Water
17541,Forest,Cropland,Wetland,Water,Wetland,Forest,Forest,Forest
17542,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
17543,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
17544,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
17545,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
17546,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
17547,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
17548,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
17549,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
17550,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
17551,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
17552,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
17553,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
17554,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
17555,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
17556,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
17557,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Forest
17558,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
17559,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Cropland
17560,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
17561,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Wetland
17562,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Water
17563,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
17564,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
17565,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
17566,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
17567,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
17568,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Cropland
17569,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
17570,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
17571,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
17572,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
17573,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Cropland
17574,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
17575,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
17576,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
17577,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
17578,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
17579,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
17580,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
17581,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
17582,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
17583,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
17584,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
17585,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Water
17586,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
17587,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
17588,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
17589,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Forest
17590,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
17591,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
17592,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
17593,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
17594,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
17595,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
17596,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
17597,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Water,Forest
17598,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Water
17599,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
17600,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
17601,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
17602,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
17603,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
17604,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
17605,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
17606,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
17607,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
17608,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
17609,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
17610,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
17611,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
17612,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Forest,Grassland
17613,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
17614,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
17615,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Forest
17616,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
17617,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
17618,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
17619,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
17620,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
17621,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Wetland
17622,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,NULL,Forest
17623,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,NULL
17624,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
17625,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
17626,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
17627,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
17628,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
17629,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
17630,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Grassland
17631,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Water
17632,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
17633,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
17634,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
17635,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
17636,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
17637,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
17638,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
17639,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
17640,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
17641,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
17642,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Grassland
17643,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Cropland
17644,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
17645,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,NULL,Water
17646,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
17647,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
17648,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Water
17649,Forest,Cropland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
17650,Forest,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
17651,Forest,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Grassland
17652,Forest,Cropland,Bareland,Water,Non_Wetland,Water,NULL,Water
17653,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Wetland,Water
17654,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Grassland
17655,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Wetland
17656,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
17657,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Forest
17658,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Water
17659,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Forest,Forest
17660,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,NULL,Grassland
17661,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,Water,Wetland
17662,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,Water,Forest
17663,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
17664,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
17665,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
17666,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
17667,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
17668,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
17669,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
17670,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
17671,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Grassland
17672,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Cropland
17673,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
17674,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
17675,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
17676,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
17677,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
17678,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
17679,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
17680,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
17681,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
17682,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
17683,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Cropland
17684,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Forest
17685,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
17686,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
17687,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
17688,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
17689,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
17690,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
17691,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
17692,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
17693,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
17694,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
17695,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,NULL
17696,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
17697,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
17698,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
17699,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
17700,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
17701,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
17702,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
17703,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
17704,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
17705,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
17706,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
17707,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
17708,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
17709,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
17710,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
17711,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
17712,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
17713,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
17714,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
17715,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
17716,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
17717,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
17718,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
17719,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
17720,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
17721,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
17722,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
17723,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
17724,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
17725,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
17726,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
17727,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
17728,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
17729,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
17730,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
17731,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
17732,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
17733,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
17734,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
17735,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
17736,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
17737,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
17738,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
17739,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
17740,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
17741,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
17742,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
17743,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
17744,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
17745,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
17746,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
17747,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,NULL,Forest
17748,Forest,Cropland,Water,NULL,Water,NULL,NULL,NULL
17749,Forest,Cropland,Water,NULL,Water,NULL,NULL,Grassland
17750,Forest,Cropland,Water,NULL,Water,NULL,NULL,Cropland
17751,Forest,Cropland,Water,NULL,Water,NULL,NULL,Wetland
17752,Forest,Cropland,Water,NULL,Water,NULL,NULL,Bareland
17753,Forest,Cropland,Water,NULL,Water,NULL,NULL,Water
17754,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
17755,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
17756,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Water
17757,Forest,Cropland,Water,NULL,Water,NULL,Wetland,Forest
17758,Forest,Cropland,Water,NULL,Water,NULL,Water,Grassland
17759,Forest,Cropland,Water,NULL,Water,NULL,Water,Cropland
17760,Forest,Cropland,Water,NULL,Water,NULL,Water,Wetland
17761,Forest,Cropland,Water,NULL,Water,NULL,Water,Forest
17762,Forest,Cropland,Water,NULL,Water,NULL,Forest,Forest
17763,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
17764,Forest,Cropland,Water,NULL,Water,Grassland,NULL,Water
17765,Forest,Cropland,Water,NULL,Water,Grassland,Wetland,Water
17766,Forest,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
17767,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Grassland
17768,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Wetland
17769,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Water
17770,Forest,Cropland,Water,NULL,Water,Wetland,NULL,Forest
17771,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
17772,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
17773,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Water
17774,Forest,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
17775,Forest,Cropland,Water,NULL,Water,Wetland,Water,Grassland
17776,Forest,Cropland,Water,NULL,Water,Wetland,Water,Wetland
17777,Forest,Cropland,Water,NULL,Water,Wetland,Water,Water
17778,Forest,Cropland,Water,NULL,Water,Wetland,Water,Forest
17779,Forest,Cropland,Water,NULL,Water,Wetland,Forest,Wetland
17780,Forest,Cropland,Water,NULL,Water,Wetland,Forest,Water
17781,Forest,Cropland,Water,NULL,Water,Wetland,Forest,Forest
17782,Forest,Cropland,Water,NULL,Water,Bareland,NULL,Bareland
17783,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
17784,Forest,Cropland,Water,NULL,Water,Bareland,Wetland,Forest
17785,Forest,Cropland,Water,NULL,Water,Bareland,Water,Water
17786,Forest,Cropland,Water,NULL,Water,Water,NULL,Water
17787,Forest,Cropland,Water,NULL,Water,Water,Wetland,Grassland
17788,Forest,Cropland,Water,NULL,Water,Water,Wetland,Water
17789,Forest,Cropland,Water,NULL,Water,Water,Wetland,Forest
17790,Forest,Cropland,Water,NULL,Water,Water,Water,Grassland
17791,Forest,Cropland,Water,NULL,Water,Water,Water,Wetland
17792,Forest,Cropland,Water,NULL,Water,Water,Water,Bareland
17793,Forest,Cropland,Water,NULL,Water,Water,Water,Water
17794,Forest,Cropland,Water,NULL,Water,Water,Forest,Grassland
17795,Forest,Cropland,Water,NULL,Water,Water,Forest,Water
