Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
12203,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12204,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
12205,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12206,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12207,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12208,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
12209,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
12210,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
12211,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
12212,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
12213,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
12214,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
12215,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
12216,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
12217,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
12218,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
12219,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
12220,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
12221,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
12222,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
12223,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
12224,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12225,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
12226,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
12227,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
12228,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
12229,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
12230,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
12231,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12232,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
12233,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
12234,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
12235,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
12236,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
12237,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
12238,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
12239,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
12240,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
12241,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
12242,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
12243,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12244,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12245,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12246,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
12247,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12248,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
12249,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
12250,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
12251,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
12252,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
12253,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
12254,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
12255,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
12256,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
12257,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
12258,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
12259,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
12260,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Forest
12261,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
12262,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
12263,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
12264,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
12265,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
12266,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12267,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12268,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
12269,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
12270,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
12271,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
12272,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
12273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
12274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
12275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
12276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
12277,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
12278,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
12279,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12280,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
12281,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
12282,Forest,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
12283,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
12284,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
12285,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
12286,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
12287,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
12288,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
12289,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12290,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
12291,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
12292,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
12293,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
12294,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
12295,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
12296,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
12297,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
12298,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
12299,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
12300,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
12301,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12302,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
12303,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12304,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12305,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12306,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12307,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
12308,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12309,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12310,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
12311,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
12312,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12313,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
12314,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
12315,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
12316,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
12317,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
12318,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12319,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12320,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12321,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12322,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
12323,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12324,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12325,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
12326,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
12327,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
12328,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
12329,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
12330,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
12331,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
12332,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
12333,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
12334,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
12335,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
12336,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
12337,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
12338,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
12339,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
12340,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
12341,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
12342,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
12343,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
12344,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12345,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12346,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
12347,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
12348,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
12349,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
12350,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Forest
12351,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
12352,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
12353,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
12354,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
12355,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
12356,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12357,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
12358,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
12359,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
12360,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
12361,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
12362,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
12363,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
12364,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
12365,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12366,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
12367,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
12368,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
12369,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
12370,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
12371,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
12372,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
12373,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
12374,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
12375,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
12376,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
12377,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
12378,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12379,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12380,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12381,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12382,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
12383,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
12384,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
12385,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
12386,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
12387,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
12388,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
12389,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12390,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12391,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
12392,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
12393,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
12394,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
12395,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
12396,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
12397,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
12398,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
12399,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
12400,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
12401,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12402,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
12403,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12404,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12405,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
12406,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
12407,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
12408,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
12409,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
12410,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
12411,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
12412,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
12413,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
12414,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
12415,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
12416,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
12417,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
12418,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
12419,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
12420,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
12421,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Water
12422,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
12423,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
12424,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,NULL
12425,Forest,Cropland,Wetland,NULL,Wetland,Wetland,Forest,Forest
12426,Forest,Cropland,Wetland,NULL,Wetland,Water,Shrubland,Grassland
12427,Forest,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
12428,Forest,Cropland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
12429,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
12430,Forest,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
12431,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
12432,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
12433,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12434,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
12435,Forest,Cropland,Wetland,Water,Wetland,Water,Grassland,Forest
12436,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
12437,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
12438,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12439,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12440,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12441,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
12442,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12443,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
12444,Forest,Cropland,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
12445,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Forest,Forest
12446,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
12447,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
12448,Forest,Cropland,Bareland,Water,Non_Wetland,Forest,Water,Forest
12449,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
12450,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
12451,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
12452,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
12453,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
12454,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12455,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12456,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Forest,Built-up
12457,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
12458,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
12459,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12460,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12461,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
12462,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
12463,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
12464,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
12465,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
12466,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12467,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
12468,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
12469,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
12470,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
12471,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
12472,Forest,Cropland,Water,NULL,Water,NULL,Grassland,Forest
12473,Forest,Cropland,Water,NULL,Water,NULL,Forest,Grassland
12474,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Bareland
12475,Forest,Cropland,Water,NULL,Water,Shrubland,Shrubland,Forest
12476,Forest,Cropland,Water,NULL,Water,Grassland,Forest,Grassland
12477,Forest,Cropland,Water,NULL,Water,Wetland,NULL,NULL
12478,Forest,Cropland,Water,NULL,Water,Forest,NULL,Forest
12479,Forest,Cropland,Water,Non_Water,Water,Forest,Forest,Forest
12480,Forest,Cropland,Water,Water,Water,Water,Forest,Water
12481,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
12482,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
12483,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
12484,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
12485,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
12486,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12487,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
12488,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12489,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12490,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12491,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
12492,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12493,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12494,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
12495,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Cropland
12496,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
12497,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12498,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12499,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
12500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12501,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12502,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12503,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Water
12504,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12505,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12506,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12507,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
12508,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12509,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12510,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12511,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12512,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12513,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12514,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
12515,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12516,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12517,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
