Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
6188,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6189,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6190,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
6191,Cropland,Water,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6192,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
6193,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6194,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6195,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
6196,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
6197,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6198,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6199,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
6200,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
6201,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6202,Cropland,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
6203,Cropland,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
6204,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Cropland
6205,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6206,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
6207,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6208,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6209,Cropland,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
6210,Cropland,Water,Water,NULL,Water,Grassland,Water,Grassland
6211,Cropland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
6212,Cropland,Water,Water,NULL,Water,Water,Water,Bareland
6213,Cropland,Water,Water,NULL,Water,Forest,Grassland,Forest
6214,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6215,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6216,Cropland,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
6217,Cropland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6218,Cropland,Water,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
6219,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6220,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6221,Cropland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6222,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6223,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6224,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6225,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6226,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6227,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6228,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6229,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6230,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
6231,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6232,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6233,Cropland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6234,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6235,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6236,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6237,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6238,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6239,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6240,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6241,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6242,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6243,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6244,Cropland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6245,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6246,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6247,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6248,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6249,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
6250,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
6251,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
6252,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6253,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
6254,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
6255,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6256,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6257,Cropland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6258,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6259,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6260,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6261,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6262,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6263,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6264,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6265,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6266,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6267,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6268,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
6269,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6270,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6271,Cropland,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6272,Cropland,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6273,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6274,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
6275,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
6276,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6277,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
6278,Cropland,Forest,Water,NULL,Water,Water,Grassland,Forest
6279,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6280,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6281,Cropland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6282,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6283,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6284,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6285,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6286,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6287,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
6288,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6289,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6290,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6291,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6292,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6293,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6294,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6295,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6296,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6297,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
6298,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6299,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6300,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
6301,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
6302,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6303,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6304,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6305,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
6306,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
6307,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
6308,Wetland,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
6309,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6310,Wetland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6311,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6312,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6313,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6314,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6315,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6316,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6317,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6318,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6319,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6320,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
6321,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6322,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6323,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6324,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6325,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6326,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6327,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
6328,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6329,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
6330,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
6331,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6332,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6333,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6334,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6335,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6336,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6337,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
6338,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6339,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6340,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6341,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6342,Wetland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
6343,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6344,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
6345,Wetland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6346,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6347,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6348,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6349,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
6350,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6351,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6352,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6353,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
6354,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6355,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6356,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6357,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
6358,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
6359,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
6360,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
6361,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6362,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
6363,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6364,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
6365,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6366,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6367,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6368,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
6369,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
6370,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Wetland
6371,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
6372,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Built-up
6373,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
6374,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6375,Wetland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Water
6376,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6377,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
6378,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
6379,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6380,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
6381,Wetland,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
6382,Wetland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6383,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6384,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6385,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6386,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
6387,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6388,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6389,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
6390,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6391,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
6392,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6393,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6394,Wetland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6395,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6396,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
6397,Wetland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6398,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6399,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6400,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
6401,Wetland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6402,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
6403,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6404,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6405,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6406,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
6407,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6408,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
6409,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6410,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
6411,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
6412,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
6413,Wetland,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
6414,Wetland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
6415,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6416,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
6417,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
6418,Wetland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6419,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6420,Wetland,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
6421,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6422,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6423,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6424,Wetland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
6425,Wetland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
6426,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6427,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
6428,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6429,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6430,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
6431,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
6432,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
6433,Wetland,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6434,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6435,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6436,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6437,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6438,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6439,Wetland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
6440,Wetland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6441,Wetland,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6442,Wetland,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
6443,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6444,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6445,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6446,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6447,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6448,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6449,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6450,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
6451,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
6452,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6453,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
6454,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
6455,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
6456,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
6457,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
6458,Wetland,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
6459,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
6460,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
6461,Wetland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
6462,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
6463,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Water
6464,Wetland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
6465,Wetland,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
6466,Wetland,NULL,Water,NULL,Water,Grassland,Water,Grassland
6467,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
6468,Wetland,NULL,Water,NULL,Water,Wetland,Water,Wetland
6469,Wetland,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
6470,Wetland,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
6471,Wetland,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
6472,Wetland,NULL,Water,NULL,Water,Bareland,Water,Grassland
6473,Wetland,NULL,Water,NULL,Water,Water,Shrubland,Wetland
6474,Wetland,NULL,Water,NULL,Water,Water,Shrubland,Forest
6475,Wetland,NULL,Water,NULL,Water,Water,Grassland,Grassland
6476,Wetland,NULL,Water,NULL,Water,Water,Grassland,Water
6477,Wetland,NULL,Water,NULL,Water,Water,Grassland,Forest
6478,Wetland,NULL,Water,NULL,Water,Water,Bareland,Grassland
6479,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
6480,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
6481,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
6482,Wetland,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
6483,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
6484,Wetland,NULL,Water,Non_Water,Water,Water,Grassland,Water
6485,Wetland,NULL,Water,Non_Water,Water,Water,Water,Grassland
6486,Wetland,NULL,Water,Non_Water,Water,Water,Water,Wetland
6487,Wetland,NULL,Water,Water,Water,Bareland,Bareland,Water
6488,Wetland,NULL,Water,Water,Water,Bareland,Water,Bareland
6489,Wetland,NULL,Water,Water,Water,Bareland,Water,Forest
6490,Wetland,NULL,Water,Water,Water,Water,Grassland,Grassland
6491,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
6492,Wetland,NULL,Water,Water,Water,Water,Grassland,Water
6493,Wetland,NULL,Water,Water,Water,Water,Water,Grassland
6494,Wetland,NULL,Water,Water,Water,Water,Water,Wetland
6495,Wetland,NULL,Water,Water,Water,Water,Water,Bareland
6496,Wetland,NULL,Water,Water,Water,Water,Water,Water
6497,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6498,Wetland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
6499,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
