Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNQ_M_R
2585,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Wetland
2586,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2587,Permanent_ice_and_snow,Water,Built-up,Water,Non_Wetland,Water
2588,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland
2589,Permanent_ice_and_snow,Water,Water,Water,Water,Water
2590,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Wetland
2591,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
2592,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Grassland
2593,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Wetland
2594,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2595,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2596,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2597,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
2598,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2599,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2600,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2601,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
2602,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland
2603,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up
2604,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
2605,Forest,NULL,NULL,Water,Non_Wetland,Grassland
2606,Forest,NULL,NULL,Water,Non_Wetland,Built-up
2607,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2608,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2609,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2610,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
2611,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2612,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2613,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2614,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
2616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
2618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2622,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
2623,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2624,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
2625,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
2626,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2627,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
2628,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2629,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2630,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2631,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2632,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2633,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
2634,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2635,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2636,Forest,NULL,Grassland,NULL,Non_Wetland,Water
2637,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2638,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
2639,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2640,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland
2641,Forest,NULL,Grassland,Non_Water,Non_Wetland,Built-up
2642,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2643,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2644,Forest,NULL,Grassland,Water,Non_Wetland,Wetland
2645,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
2646,Forest,NULL,Grassland,Water,Non_Wetland,Built-up
2647,Forest,NULL,Grassland,Water,Non_Wetland,Water
2648,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2649,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2650,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2651,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
2652,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2653,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2654,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2655,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2656,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland
2657,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2658,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2659,Forest,NULL,Cropland,Water,Non_Wetland,Wetland
2660,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2661,Forest,NULL,Wetland,NULL,Wetland,NULL
2662,Forest,NULL,Wetland,NULL,Wetland,Grassland
2663,Forest,NULL,Wetland,NULL,Wetland,Wetland
2664,Forest,NULL,Wetland,NULL,Wetland,Bareland
2665,Forest,NULL,Wetland,NULL,Wetland,Built-up
2666,Forest,NULL,Wetland,NULL,Wetland,Water
2667,Forest,NULL,Wetland,NULL,Wetland,Forest
2668,Forest,NULL,Wetland,Non_Water,Wetland,NULL
2669,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2670,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
2671,Forest,NULL,Wetland,Non_Water,Wetland,Built-up
2672,Forest,NULL,Wetland,Non_Water,Wetland,Water
2673,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2674,Forest,NULL,Wetland,Water,Wetland,Grassland
2675,Forest,NULL,Wetland,Water,Wetland,Cropland
2676,Forest,NULL,Wetland,Water,Wetland,Wetland
2677,Forest,NULL,Wetland,Water,Wetland,Bareland
2678,Forest,NULL,Wetland,Water,Wetland,Built-up
2679,Forest,NULL,Wetland,Water,Wetland,Water
2680,Forest,NULL,Wetland,Water,Wetland,Forest
2681,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2682,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2683,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
2684,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2685,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2686,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2687,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2688,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2689,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
2690,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2691,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2692,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland
2693,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2694,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2695,Forest,NULL,Built-up,NULL,Non_Wetland,Water
2696,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2697,Forest,NULL,Built-up,Non_Water,Non_Wetland,NULL
2698,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
2699,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland
2700,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland
2701,Forest,NULL,Built-up,Non_Water,Non_Wetland,Built-up
2702,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
2703,Forest,NULL,Built-up,Water,Non_Wetland,NULL
2704,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
2705,Forest,NULL,Built-up,Water,Non_Wetland,Wetland
2706,Forest,NULL,Built-up,Water,Non_Wetland,Bareland
2707,Forest,NULL,Built-up,Water,Non_Wetland,Built-up
2708,Forest,NULL,Built-up,Water,Non_Wetland,Water
2709,Forest,NULL,Built-up,Water,Non_Wetland,Forest
2710,Forest,NULL,Water,NULL,Water,Grassland
2711,Forest,NULL,Water,NULL,Water,Wetland
2712,Forest,NULL,Water,NULL,Water,Forest
2713,Forest,NULL,Water,Non_Water,Water,Grassland
2714,Forest,NULL,Water,Non_Water,Water,Wetland
2715,Forest,NULL,Water,Non_Water,Water,Bareland
2716,Forest,NULL,Water,Non_Water,Water,Water
2717,Forest,NULL,Water,Non_Water,Water,Forest
2718,Forest,NULL,Water,Water,Water,Grassland
2719,Forest,NULL,Water,Water,Water,Wetland
2720,Forest,NULL,Water,Water,Water,Bareland
2721,Forest,NULL,Water,Water,Water,Water
2722,Forest,NULL,Water,Water,Water,Forest
2723,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2724,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2725,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2726,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2727,Forest,NULL,Forest,NULL,Non_Wetland,Water
2728,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2729,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
2730,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2731,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
2732,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up
2733,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2734,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2735,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2736,Forest,NULL,Forest,Water,Non_Wetland,Forest
2737,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
2738,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
2739,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
2740,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2743,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
2744,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2745,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2746,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
2747,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2748,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
2749,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2750,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2751,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2752,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland
2753,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2754,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
2755,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2756,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2757,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2758,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
2759,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2760,Forest,Cropland,Wetland,NULL,Wetland,Grassland
2761,Forest,Cropland,Wetland,NULL,Wetland,Wetland
2762,Forest,Cropland,Wetland,NULL,Wetland,Forest
2763,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland
2764,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland
2765,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
2766,Forest,Cropland,Wetland,Water,Wetland,Grassland
2767,Forest,Cropland,Wetland,Water,Wetland,Wetland
2768,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2769,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2770,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2771,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
2772,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2773,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2774,Forest,Cropland,Water,Water,Water,Wetland
2775,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2776,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2777,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
2778,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2779,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
2780,Forest,Cropland,Forest,Non_Water,Non_Wetland,Wetland
2781,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
2782,Forest,Cropland,Forest,Water,Non_Wetland,Wetland
2783,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
2784,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2785,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
2786,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
2787,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
2788,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
2789,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
2790,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
2791,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
2792,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
2793,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
2794,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
2795,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
2796,Forest,Wetland,Grassland,NULL,Non_Wetland,Built-up
2797,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
2798,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
2799,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
2800,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
2801,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
2802,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland
2803,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
2804,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
2805,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
2806,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
2807,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
2808,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
2809,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
2810,Forest,Wetland,Cropland,Water,Non_Wetland,Forest
2811,Forest,Wetland,Wetland,NULL,Wetland,Grassland
2812,Forest,Wetland,Wetland,NULL,Wetland,Cropland
2813,Forest,Wetland,Wetland,NULL,Wetland,Wetland
2814,Forest,Wetland,Wetland,NULL,Wetland,Bareland
2815,Forest,Wetland,Wetland,NULL,Wetland,Water
2816,Forest,Wetland,Wetland,NULL,Wetland,Forest
2817,Forest,Wetland,Wetland,Non_Water,Wetland,NULL
2818,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
2819,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland
2820,Forest,Wetland,Wetland,Non_Water,Wetland,Bareland
2821,Forest,Wetland,Wetland,Non_Water,Wetland,Water
2822,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
2823,Forest,Wetland,Wetland,Water,Wetland,Grassland
2824,Forest,Wetland,Wetland,Water,Wetland,Cropland
2825,Forest,Wetland,Wetland,Water,Wetland,Wetland
2826,Forest,Wetland,Wetland,Water,Wetland,Water
2827,Forest,Wetland,Wetland,Water,Wetland,Forest
2828,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
2829,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
2830,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
2831,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
2832,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland
2833,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
2834,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
2835,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
2836,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Forest
2837,Forest,Wetland,Built-up,Water,Non_Wetland,Forest
2838,Forest,Wetland,Water,NULL,Water,Grassland
2839,Forest,Wetland,Water,NULL,Water,Wetland
2840,Forest,Wetland,Water,NULL,Water,Water
2841,Forest,Wetland,Water,NULL,Water,Forest
2842,Forest,Wetland,Water,Non_Water,Water,Grassland
2843,Forest,Wetland,Water,Non_Water,Water,Wetland
2844,Forest,Wetland,Water,Non_Water,Water,Water
2845,Forest,Wetland,Water,Non_Water,Water,Forest
2846,Forest,Wetland,Water,Water,Water,Grassland
2847,Forest,Wetland,Water,Water,Water,Wetland
2848,Forest,Wetland,Water,Water,Water,Water
2849,Forest,Wetland,Water,Water,Water,Forest
2850,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
2851,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
2852,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
2853,Forest,Wetland,Forest,NULL,Non_Wetland,Water
2854,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
2855,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
2856,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland
2857,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
2858,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
2859,Forest,Wetland,Forest,Water,Non_Wetland,Wetland
2860,Forest,Wetland,Forest,Water,Non_Wetland,Water
2861,Forest,Wetland,Forest,Water,Non_Wetland,Forest
2862,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2863,Forest,Bareland,Shrubland,Water,Non_Wetland,Wetland
2864,Forest,Bareland,Wetland,NULL,Wetland,Grassland
2865,Forest,Bareland,Wetland,NULL,Wetland,Forest
2866,Forest,Bareland,Wetland,Non_Water,Wetland,Grassland
2867,Forest,Bareland,Wetland,Water,Wetland,Wetland
2868,Forest,Bareland,Wetland,Water,Wetland,Forest
2869,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
2870,Forest,Bareland,Built-up,NULL,Non_Wetland,Wetland
2871,Forest,Bareland,Built-up,NULL,Non_Wetland,Bareland
2872,Forest,Bareland,Built-up,NULL,Non_Wetland,Forest
2873,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
2874,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
2875,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
2876,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
2877,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland
2878,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
2879,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
2880,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
2881,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
2882,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland
2883,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2884,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
2885,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
2886,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
2887,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up
2888,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
2889,Forest,Built-up,Shrubland,Water,Non_Wetland,NULL
2890,Forest,Built-up,Shrubland,Water,Non_Wetland,Wetland
2891,Forest,Built-up,Shrubland,Water,Non_Wetland,Built-up
2892,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
2893,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
2894,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
2895,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland
2896,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
2897,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
2898,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
2899,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
2900,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
2901,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
2902,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland
2903,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
2904,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
2905,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
2906,Forest,Built-up,Wetland,NULL,Wetland,Grassland
2907,Forest,Built-up,Wetland,NULL,Wetland,Wetland
2908,Forest,Built-up,Wetland,NULL,Wetland,Bareland
2909,Forest,Built-up,Wetland,NULL,Wetland,Built-up
2910,Forest,Built-up,Wetland,NULL,Wetland,Water
2911,Forest,Built-up,Wetland,NULL,Wetland,Forest
2912,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland
2913,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland
2914,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland
2915,Forest,Built-up,Wetland,Non_Water,Wetland,Built-up
2916,Forest,Built-up,Wetland,Non_Water,Wetland,Water
2917,Forest,Built-up,Wetland,Non_Water,Wetland,Forest
2918,Forest,Built-up,Wetland,Water,Wetland,Grassland
2919,Forest,Built-up,Wetland,Water,Wetland,Wetland
2920,Forest,Built-up,Wetland,Water,Wetland,Bareland
2921,Forest,Built-up,Wetland,Water,Wetland,Built-up
2922,Forest,Built-up,Wetland,Water,Wetland,Forest
2923,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
2924,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
2925,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
2926,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
2927,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
2928,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
2929,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland
2930,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland
2931,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
2932,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
2933,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
2934,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Wetland
2935,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
2936,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Forest
2937,Forest,Built-up,Built-up,Water,Non_Wetland,Grassland
2938,Forest,Built-up,Built-up,Water,Non_Wetland,Bareland
2939,Forest,Built-up,Built-up,Water,Non_Wetland,Built-up
2940,Forest,Built-up,Built-up,Water,Non_Wetland,Forest
2941,Forest,Built-up,Water,NULL,Water,Wetland
2942,Forest,Built-up,Water,NULL,Water,Bareland
2943,Forest,Built-up,Water,NULL,Water,Forest
2944,Forest,Built-up,Water,Non_Water,Water,Forest
2945,Forest,Built-up,Water,Water,Water,Wetland
2946,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
2947,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
2948,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
2949,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
2950,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
2951,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland
2952,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up
2953,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
2954,Forest,Built-up,Forest,Water,Non_Wetland,Grassland
2955,Forest,Built-up,Forest,Water,Non_Wetland,Wetland
2956,Forest,Built-up,Forest,Water,Non_Wetland,Forest
2957,Forest,Water,NULL,NULL,Non_Wetland,Water
2958,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
2959,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
2960,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
2961,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
2962,Forest,Water,Shrubland,NULL,Non_Wetland,Water
2963,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
2964,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
2965,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland
2966,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
2967,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
2968,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
2969,Forest,Water,Shrubland,Water,Non_Wetland,Forest
2970,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
2971,Forest,Water,Grassland,NULL,Non_Wetland,Wetland
2972,Forest,Water,Grassland,NULL,Non_Wetland,Forest
2973,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland
2974,Forest,Water,Grassland,Non_Water,Non_Wetland,Built-up
2975,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
2976,Forest,Water,Grassland,Water,Non_Wetland,Forest
2977,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
2978,Forest,Water,Wetland,NULL,Wetland,Grassland
2979,Forest,Water,Wetland,NULL,Wetland,Wetland
2980,Forest,Water,Wetland,NULL,Wetland,Bareland
2981,Forest,Water,Wetland,NULL,Wetland,Water
2982,Forest,Water,Wetland,NULL,Wetland,Forest
2983,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2984,Forest,Water,Wetland,Non_Water,Wetland,Wetland
2985,Forest,Water,Wetland,Non_Water,Wetland,Built-up
2986,Forest,Water,Wetland,Non_Water,Wetland,Water
2987,Forest,Water,Wetland,Non_Water,Wetland,Forest
2988,Forest,Water,Wetland,Water,Wetland,Grassland
2989,Forest,Water,Wetland,Water,Wetland,Wetland
2990,Forest,Water,Wetland,Water,Wetland,Bareland
2991,Forest,Water,Wetland,Water,Wetland,Water
2992,Forest,Water,Wetland,Water,Wetland,Forest
2993,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
2994,Forest,Water,Built-up,NULL,Non_Wetland,Wetland
2995,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2996,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
2997,Forest,Water,Built-up,Water,Non_Wetland,Forest
2998,Forest,Water,Water,NULL,Water,Grassland
2999,Forest,Water,Water,NULL,Water,Wetland
3000,Forest,Water,Water,NULL,Water,Forest
3001,Forest,Water,Water,Non_Water,Water,Grassland
3002,Forest,Water,Water,Non_Water,Water,Wetland
3003,Forest,Water,Water,Non_Water,Water,Water
3004,Forest,Water,Water,Non_Water,Water,Forest
3005,Forest,Water,Water,Water,Water,Grassland
3006,Forest,Water,Water,Water,Water,Wetland
3007,Forest,Water,Water,Water,Water,Water
3008,Forest,Water,Water,Water,Water,Forest
3009,Forest,Water,Forest,NULL,Non_Wetland,Grassland
3010,Forest,Water,Forest,NULL,Non_Wetland,Wetland
3011,Forest,Water,Forest,NULL,Non_Wetland,Built-up
3012,Forest,Water,Forest,NULL,Non_Wetland,Water
3013,Forest,Water,Forest,NULL,Non_Wetland,Forest
