Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
16813,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
16814,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16815,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
16816,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
16817,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
16818,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
16819,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
16820,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
16821,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,NULL
16822,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
16823,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
16824,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16825,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16826,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
16827,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16828,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16829,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16830,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
16831,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16832,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16833,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
16834,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16835,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
16836,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
16837,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
16838,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16839,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16840,Forest,Forest,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16841,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
16842,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16843,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
16844,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
16845,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16846,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
16847,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
16848,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16849,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
16850,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
16851,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
16852,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
16853,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
16854,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
16855,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
16856,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
16857,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
16858,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
16859,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
16860,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
16861,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
16862,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
16863,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
16864,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
16865,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
16866,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
16867,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
16868,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
16869,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
16870,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
16871,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
16872,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
16873,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
16874,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
16875,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
16876,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
16877,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
16878,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
16879,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
16880,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
16881,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
16882,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
16883,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
16884,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16885,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
16886,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16887,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
16888,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
16889,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,NULL
16890,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,NULL
16891,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
16892,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
16893,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
16894,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
16895,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
16896,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Shrubland,Forest
16897,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
16898,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
16899,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
16900,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Grassland
16901,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Wetland
16902,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
16903,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
16904,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
16905,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
16906,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
16907,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
16908,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
16909,Forest,Forest,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
16910,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,NULL
16911,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
16912,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
16913,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
16914,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
16915,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
16916,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
16917,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,NULL,Forest
16918,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
16919,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Shrubland,Cropland
16920,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
16921,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Water
16922,Forest,Forest,Cropland,Water,Non_Wetland,Water,NULL,Forest
16923,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
16924,Forest,Forest,Cropland,Water,Non_Wetland,Water,Shrubland,Forest
16925,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
16926,Forest,Forest,Cropland,Water,Non_Wetland,Water,Grassland,Forest
16927,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Grassland
16928,Forest,Forest,Cropland,Water,Non_Wetland,Forest,NULL,Forest
16929,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Shrubland,NULL
16930,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Forest
16931,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
16932,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
16933,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
16934,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,NULL
16935,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
16936,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
16937,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Water
16938,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
16939,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
16940,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
16941,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
16942,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,NULL
16943,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
16944,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
16945,Forest,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
16946,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
16947,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
16948,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
16949,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
16950,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
16951,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
16952,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Wetland
16953,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
16954,Forest,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
16955,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
16956,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16957,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
16958,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Grassland
16959,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
16960,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
16961,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
16962,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,NULL
16963,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16964,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16965,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Water
16966,Forest,Forest,Wetland,NULL,Wetland,Water,Shrubland,Forest
16967,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
16968,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
16969,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
16970,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
16971,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
16972,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
16973,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16974,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16975,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16976,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Water
16977,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16978,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
16979,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
16980,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
16981,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
16982,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
16983,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16984,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
16985,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
16986,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
16987,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
16988,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
16989,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
16990,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
16991,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
16992,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
16993,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
16994,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
16995,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
16996,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Water
16997,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
16998,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
16999,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
17000,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,NULL
17001,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
17002,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Cropland
17003,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
17004,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
17005,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
17006,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,NULL
17007,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
17008,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
17009,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
17010,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
17011,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
17012,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
17013,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
17014,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
17015,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
17016,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
17017,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
17018,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
17019,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
17020,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
17021,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
17022,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
17023,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Bareland,Water
17024,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
17025,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
17026,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
17027,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Water
17028,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
17029,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
17030,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
17031,Forest,Forest,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
17032,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
17033,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
17034,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
17035,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
17036,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Water
17037,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
17038,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
17039,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
17040,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
17041,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
17042,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
17043,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
17044,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
17045,Forest,Forest,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
17046,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
17047,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
17048,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
17049,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Water
17050,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,NULL,Forest
17051,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
17052,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
17053,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
17054,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
17055,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
17056,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
17057,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
17058,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
17059,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
17060,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Cropland
17061,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
17062,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
17063,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
17064,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,NULL
17065,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
17066,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,NULL
17067,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Grassland
17068,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Wetland
17069,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Water
17070,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
17071,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
17072,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
17073,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
17074,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Water
17075,Forest,Forest,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
17076,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
17077,Forest,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Forest
17078,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
17079,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Forest
17080,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,NULL
17081,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
17082,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
17083,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
17084,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
17085,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
17086,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
17087,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
17088,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
17089,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,NULL
17090,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
17091,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
17092,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
17093,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
17094,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
17095,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
17096,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
17097,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
17098,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
17099,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
17100,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
17101,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
17102,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,NULL
17103,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
17104,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Water
17105,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
17106,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
17107,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
17108,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
17109,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
17110,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
17111,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
17112,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,NULL
17113,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Grassland
17114,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Wetland
17115,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Water
17116,Forest,Forest,Wetland,Water,Wetland,NULL,Shrubland,Forest
17117,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Grassland
17118,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Wetland
17119,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Water
17120,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Forest
17121,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Grassland
17122,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Wetland
17123,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Water
17124,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Forest
17125,Forest,Forest,Wetland,Water,Wetland,NULL,Built-up,Water
17126,Forest,Forest,Wetland,Water,Wetland,NULL,Built-up,Forest
17127,Forest,Forest,Wetland,Water,Wetland,NULL,Water,NULL
17128,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
17129,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Cropland
17130,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
17131,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
17132,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
17133,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
17134,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Bareland
