Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEC_M_R
5414,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
5415,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Wetland,Forest
5416,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
5417,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
5418,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
5419,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
5420,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
5421,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
5422,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
5423,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Wetland
5424,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
5425,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
5426,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
5427,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
5428,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,NULL
5429,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
5430,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
5431,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5432,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5433,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5434,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
5435,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
5436,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
5437,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
5438,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
5439,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
5440,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5441,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5442,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
5443,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
5444,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5445,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5446,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5447,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5448,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
5449,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
5450,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5451,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5452,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
5453,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
5454,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
5455,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
5456,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5457,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
5458,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
5459,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5460,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
5461,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
5462,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
5463,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
5464,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
5465,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
5466,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
5467,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5468,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
5469,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
5470,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
5471,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
5472,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5473,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
5474,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
5475,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
5476,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
5477,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5478,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
5479,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
5480,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
5481,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
5482,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
5483,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
5484,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
5485,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
5486,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
5487,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
5488,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Wetland
5489,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
5490,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
5491,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
5492,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5493,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5494,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
5495,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
5496,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
5497,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
5498,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
5499,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
5500,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
5501,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5502,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
5503,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
5504,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5505,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5506,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5507,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5508,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5509,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
5510,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5511,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5512,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5513,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
5514,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
5515,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
5516,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5517,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5518,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
5519,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5520,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5521,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
5522,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
5523,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
5524,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
5525,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5526,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
5527,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
5528,Forest,Forest,Water,NULL,Water,NULL,Wetland,Wetland
5529,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
5530,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
5531,Forest,Forest,Water,NULL,Water,NULL,Water,Wetland
5532,Forest,Forest,Water,NULL,Water,NULL,Water,Water
5533,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
5534,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
5535,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
5536,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
5537,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Wetland
5538,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
5539,Forest,Forest,Water,NULL,Water,Grassland,Water,Wetland
5540,Forest,Forest,Water,NULL,Water,Grassland,Water,Water
5541,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
5542,Forest,Forest,Water,NULL,Water,Grassland,Forest,Wetland
5543,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
5544,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Wetland
5545,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
5546,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
5547,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
5548,Forest,Forest,Water,NULL,Water,Wetland,Forest,Grassland
5549,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
5550,Forest,Forest,Water,NULL,Water,Bareland,Water,Forest
5551,Forest,Forest,Water,NULL,Water,Bareland,Forest,Grassland
5552,Forest,Forest,Water,NULL,Water,Water,Wetland,Wetland
5553,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
5554,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
5555,Forest,Forest,Water,NULL,Water,Water,Water,Wetland
5556,Forest,Forest,Water,NULL,Water,Water,Water,Water
5557,Forest,Forest,Water,NULL,Water,Water,Water,Forest
5558,Forest,Forest,Water,NULL,Water,Water,Forest,Wetland
5559,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
5560,Forest,Forest,Water,NULL,Water,Forest,Wetland,Wetland
5561,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
5562,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
5563,Forest,Forest,Water,NULL,Water,Forest,Water,Wetland
5564,Forest,Forest,Water,NULL,Water,Forest,Water,Water
5565,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
5566,Forest,Forest,Water,NULL,Water,Forest,Forest,Wetland
5567,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
5568,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
5569,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Wetland
5570,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
5571,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
5572,Forest,Forest,Water,Non_Water,Water,NULL,Water,Wetland
5573,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
5574,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
5575,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Wetland
5576,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
5577,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Wetland
5578,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
5579,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Wetland
5580,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
5581,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
5582,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
5583,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
5584,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
5585,Forest,Forest,Water,Non_Water,Water,Water,Water,Wetland
5586,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
5587,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
5588,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
5589,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
5590,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
5591,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
5592,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
5593,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Wetland
5594,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
5595,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
5596,Forest,Forest,Water,Water,Water,NULL,Wetland,Wetland
5597,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
5598,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
5599,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
5600,Forest,Forest,Water,Water,Water,NULL,Water,Water
5601,Forest,Forest,Water,Water,Water,NULL,Water,Forest
5602,Forest,Forest,Water,Water,Water,NULL,Forest,Wetland
5603,Forest,Forest,Water,Water,Water,NULL,Forest,Water
5604,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
5605,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
5606,Forest,Forest,Water,Water,Water,Grassland,Wetland,Wetland
5607,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
5608,Forest,Forest,Water,Water,Water,Grassland,Water,Wetland
5609,Forest,Forest,Water,Water,Water,Grassland,Water,Water
5610,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
5611,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
5612,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
5613,Forest,Forest,Water,Water,Water,Wetland,Wetland,Wetland
5614,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
5615,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
5616,Forest,Forest,Water,Water,Water,Wetland,Water,Wetland
5617,Forest,Forest,Water,Water,Water,Wetland,Water,Water
5618,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
5619,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
5620,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
5621,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
5622,Forest,Forest,Water,Water,Water,Bareland,Water,Water
5623,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
5624,Forest,Forest,Water,Water,Water,Water,Wetland,Wetland
5625,Forest,Forest,Water,Water,Water,Water,Wetland,Water
5626,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
5627,Forest,Forest,Water,Water,Water,Water,Water,Grassland
5628,Forest,Forest,Water,Water,Water,Water,Water,Wetland
5629,Forest,Forest,Water,Water,Water,Water,Water,Water
5630,Forest,Forest,Water,Water,Water,Water,Water,Forest
5631,Forest,Forest,Water,Water,Water,Water,Forest,Wetland
5632,Forest,Forest,Water,Water,Water,Water,Forest,Water
5633,Forest,Forest,Water,Water,Water,Water,Forest,Forest
5634,Forest,Forest,Water,Water,Water,Forest,Wetland,Wetland
5635,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
5636,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
5637,Forest,Forest,Water,Water,Water,Forest,Water,Grassland
5638,Forest,Forest,Water,Water,Water,Forest,Water,Wetland
5639,Forest,Forest,Water,Water,Water,Forest,Water,Water
5640,Forest,Forest,Water,Water,Water,Forest,Water,Forest
5641,Forest,Forest,Water,Water,Water,Forest,Forest,Wetland
5642,Forest,Forest,Water,Water,Water,Forest,Forest,Water
5643,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
5644,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5645,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5646,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5647,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5648,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
5649,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5650,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
5651,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5652,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
5653,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
5654,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5655,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5656,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5657,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Wetland
5658,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
5659,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
5660,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5661,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5662,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
5663,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
5664,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5665,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5666,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5667,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5668,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5669,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5670,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5671,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5672,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5673,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5674,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
5675,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5676,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5677,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5678,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
5679,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
5680,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5681,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5682,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
5683,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5684,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
5685,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5686,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
5687,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5688,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5689,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5690,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
5691,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
5692,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5693,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5694,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5695,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
5696,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5697,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5698,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5699,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
5700,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
5701,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
5702,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
5703,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
5704,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5705,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5706,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5707,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5708,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5709,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5710,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
5711,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5712,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5713,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
5714,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5715,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
5716,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
5717,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
5718,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5719,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
5720,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
5721,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
5722,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
5723,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
5724,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
5725,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
5726,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
5727,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
5728,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
5729,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5730,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5731,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5732,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
5733,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5734,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5735,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
5736,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
5737,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
5738,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
5739,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
5740,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
5741,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5742,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Wetland
5743,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
5744,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
5745,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5746,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
5747,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
5748,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5749,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
5750,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
5751,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
5752,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
5753,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
5754,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
5755,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
