Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
10462,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
10463,Forest,Forest,NULL,Water,Non_Wetland,Grassland,NULL,Forest
10464,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
10465,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
10466,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
10467,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
10468,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Grassland
10469,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Wetland
10470,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Forest
10471,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Forest,Forest
10472,Forest,Forest,NULL,Water,Non_Wetland,Cropland,Grassland,Grassland
10473,Forest,Forest,NULL,Water,Non_Wetland,Cropland,Wetland,Grassland
10474,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
10475,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
10476,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
10477,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Grassland
10478,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Water,Wetland
10479,Forest,Forest,NULL,Water,Non_Wetland,Bareland,NULL,Forest
10480,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
10481,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
10482,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
10483,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
10484,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Grassland
10485,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Wetland
10486,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Water,Forest
10487,Forest,Forest,NULL,Water,Non_Wetland,Water,Grassland,Grassland
10488,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Wetland
10489,Forest,Forest,NULL,Water,Non_Wetland,Forest,Grassland,Forest
10490,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
10491,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
10492,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
10493,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
10494,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
10495,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
10496,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
10497,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
10498,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
10499,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
10500,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
10501,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
10502,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
10503,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
10504,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10505,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10506,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
10507,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10508,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
10510,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10511,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
10512,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10513,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
10514,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
10515,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
10516,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
10517,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
10518,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
10519,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
10520,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10521,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
10522,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
10523,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10524,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10525,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
10526,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
10527,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
10528,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10529,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10530,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
10531,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10532,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
10533,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
10534,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
10535,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
10536,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
10537,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
10538,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
10539,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
10540,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10541,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10542,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10543,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
10544,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10545,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
10546,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10547,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
10548,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
10549,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
10550,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
10551,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
10552,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
10553,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10554,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
10555,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
10556,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
10557,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
10558,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
10559,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Water
10560,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
10561,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
10562,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
10563,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
10564,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
10565,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
10566,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
10567,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
10568,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
10569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10572,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
10573,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
10574,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10576,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10577,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10578,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10579,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
10580,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
10581,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
10582,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
10583,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
10584,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
10585,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
10586,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
10587,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
10588,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
10589,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
10590,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
10591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
10592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
10593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
10594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
10595,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
10596,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
10597,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
10598,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
10599,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
10600,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
10601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
10602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
10603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
10604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
10605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
10606,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
10607,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
10608,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
10609,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
10610,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
10611,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
10612,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,Water,Forest
10613,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
10614,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
10615,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
10616,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
10617,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
10618,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
10619,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
10620,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
10621,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
10622,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
10623,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
10624,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
10625,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
10626,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
10627,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
10628,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
10629,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
10630,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
10631,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
10632,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
10633,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
10634,Forest,Forest,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
10635,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
10636,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
10637,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
10638,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
10639,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
10640,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
10641,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
10642,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
10643,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
10644,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
10645,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
10646,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
10647,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
10648,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
10649,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
10650,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
10651,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
10652,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
10653,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
10654,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
10655,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
10656,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
10657,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
10658,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
10659,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
10660,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
10661,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
10662,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
10663,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
10664,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
10665,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
10666,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
10667,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
10668,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
10669,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
10670,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
10671,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
10672,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
10673,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
10674,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
10675,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
10676,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
10677,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
10678,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
10679,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
10680,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
10681,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
10682,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
10683,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
10684,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
10685,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
10686,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
10687,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
10688,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
10689,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
10690,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
10691,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
10692,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
10693,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
10694,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
10695,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
10696,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
10697,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
10698,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
10699,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
10700,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
10701,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
10702,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
10703,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
10704,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
10705,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
10706,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
10707,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
10708,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
10709,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
10710,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
10711,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
10712,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
10713,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
10714,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
10715,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
10716,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
10717,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
10718,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
10719,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
10720,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
10721,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
10722,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
10723,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
10724,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
10725,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
10726,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
10727,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
10728,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
10729,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
10730,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
10731,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
10732,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
10733,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Wetland
10734,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
10735,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Wetland
10736,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
10737,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
10738,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
10739,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
10740,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
10741,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
10742,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
10743,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
10744,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
10745,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
10746,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
10747,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
10748,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
10749,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
10750,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
10751,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
10752,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
10753,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
10754,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
10755,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Grassland
10756,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
10757,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
10758,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
10759,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
10760,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
10761,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
10762,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
