Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KVS_M_R
9573,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Water
9574,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
9575,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Water
9576,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9577,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
9578,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Wetland
9579,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Water
9580,Forest,NULL,Forest,Water,Non_Wetland,Bareland,NULL,Forest
9581,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Wetland
9582,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Water
9583,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
9584,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
9585,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Wetland
9586,Forest,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
9587,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
9588,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
9589,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
9590,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Water
9591,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
9592,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
9593,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
9594,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Wetland
9595,Forest,NULL,Forest,Water,Non_Wetland,Forest,NULL,Wetland
9596,Forest,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
9597,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
9598,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
9599,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
9600,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
9601,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
9602,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
9603,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
9604,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
9605,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9606,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
9607,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
9608,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
9609,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
9610,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
9611,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9612,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9613,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9614,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9615,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9616,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9617,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
9618,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
9619,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9620,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9621,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
9622,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9623,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
9624,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9625,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9626,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9627,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9628,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9629,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
9630,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9631,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
9632,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9633,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9634,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9635,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9636,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9637,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
9638,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
9639,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9640,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
9641,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
9642,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
9643,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
9644,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9645,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9646,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9647,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
9648,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9649,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9650,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
9651,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9652,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9653,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
9654,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9655,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9656,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9657,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9658,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9659,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9660,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9661,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9662,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9663,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9664,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
9665,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9666,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9667,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9672,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9673,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9674,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9675,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
9676,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9677,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9678,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
9679,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9680,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9681,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9682,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9683,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9684,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9685,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9686,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9687,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9688,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9689,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9690,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9691,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9692,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9693,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9694,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9695,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9696,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
9697,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9698,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9699,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
9700,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
9701,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
9702,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9703,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9704,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9705,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
9706,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9707,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9708,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9709,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9710,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9711,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9712,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9713,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9714,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9715,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9716,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9717,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9718,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9719,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9720,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9721,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9722,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9723,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9724,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9725,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9726,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9727,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
9728,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9729,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
9730,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9731,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9732,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9733,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9734,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9735,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9736,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9737,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9738,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9739,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9740,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9741,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9742,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
9743,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9744,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9745,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9746,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9747,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9748,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9749,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9750,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9751,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9752,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9753,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
9754,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9755,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9756,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9757,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9758,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9759,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9760,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
9761,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9762,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9763,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
9764,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
9765,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
9766,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9767,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
9768,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
9769,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9770,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9771,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9772,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9773,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
9774,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9775,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9776,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
9777,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9778,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
9779,Forest,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
9780,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
9781,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
9782,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
9783,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
9784,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
9785,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
9786,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9787,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9788,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
9789,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
9790,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9791,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
9792,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9793,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9794,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
9795,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9796,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9797,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
9798,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9799,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
9800,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
9801,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
9802,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
9803,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
9804,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9805,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
9806,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
9807,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
9808,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
9809,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9810,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9811,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9812,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
9813,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9814,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
9815,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
9816,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
9817,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9818,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
9819,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
9820,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
9821,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
9822,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
9823,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
9824,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
9825,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
9826,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9827,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
9828,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
9829,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
9830,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
9831,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
9832,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
9833,Forest,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
9834,Forest,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
9835,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
9836,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
9837,Forest,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
9838,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
9839,Forest,Cropland,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
9840,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
9841,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
9842,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
9843,Forest,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
9844,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
9845,Forest,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
9846,Forest,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
9847,Forest,Cropland,Wetland,Water,Wetland,Water,Water,Water
9848,Forest,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
9849,Forest,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
9850,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
9851,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
9852,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
9853,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
9854,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
9855,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
9856,Forest,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
9857,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
9858,Forest,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
9859,Forest,Cropland,Water,NULL,Water,Grassland,Water,Bareland
9860,Forest,Cropland,Water,Water,Water,Water,Water,Water
9861,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
9862,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
9863,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
9864,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9865,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
9866,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9867,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9868,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9869,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
9870,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
9871,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9872,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
9873,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
9874,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9875,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9876,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9877,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9878,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9879,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
9880,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9881,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9882,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
9883,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9884,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9885,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9886,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9887,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
9888,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9889,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9890,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9891,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9892,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
9893,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
