Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGA_M_R
4064,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
4065,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4066,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4067,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4068,Water,Water,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4069,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4070,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4071,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
4072,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
4073,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4074,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4075,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4076,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4077,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
4078,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4079,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4080,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4081,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4082,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4083,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4084,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4085,Water,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4086,Water,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
4087,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4088,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4089,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4090,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
4091,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
4092,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
4093,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4094,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4095,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
4096,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4097,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
4098,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
4099,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4100,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4101,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4102,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
4103,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
4104,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4105,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4106,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
4107,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4108,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4109,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4110,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4111,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4112,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4113,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4114,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4115,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
4116,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
4117,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4118,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
4119,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4120,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Bareland
4121,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4122,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4123,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4124,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
4125,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4126,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Water
4127,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
4128,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
4129,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
4130,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
4131,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4132,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4133,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4134,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4135,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
4136,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
4137,Water,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
4138,Water,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
4139,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Grassland
4140,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
4141,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
4142,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4143,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4144,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
4145,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4146,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4147,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4148,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4149,Water,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4150,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4151,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4152,Water,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4153,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4154,Water,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4155,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4156,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4157,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
4158,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4159,Water,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
4160,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Grassland
4161,Water,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
4162,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
4163,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
4164,Water,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
4165,Water,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
4166,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
4167,Water,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
4168,Water,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
4169,Water,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
4170,Water,Forest,Water,NULL,Water,Grassland,Grassland,Forest
4171,Water,Forest,Water,NULL,Water,Wetland,Water,Forest
4172,Water,Forest,Water,NULL,Water,Water,Wetland,Forest
4173,Water,Forest,Water,Water,Water,Water,Water,Water
4174,Water,Forest,Water,Water,Water,Water,Water,Forest
4175,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4176,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4177,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4178,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4179,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4180,Water,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4181,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4182,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4183,Water,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
4184,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4185,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
4186,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4187,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4188,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4189,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4190,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4191,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4192,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4193,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4194,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4195,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4196,Permanent_ice_and_snow,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
4197,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland,Grassland,Grassland
4198,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4199,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
4200,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4201,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4202,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4203,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4204,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4205,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4206,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4207,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4208,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4209,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4210,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4211,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4212,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4213,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4214,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4215,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4216,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4217,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4218,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4219,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4220,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4221,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4222,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4223,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4224,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4225,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4226,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4227,Forest,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4228,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4229,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4230,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4231,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
4232,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4233,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4234,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4235,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4236,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4237,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4238,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4239,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4240,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4241,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4242,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4243,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4244,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4245,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
4246,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
4247,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4248,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4249,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4250,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4251,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4252,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4253,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4254,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Forest
4255,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4256,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4257,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4258,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4259,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4260,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4261,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4262,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4263,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4264,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4265,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4266,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4267,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4268,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4269,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4270,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4271,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4272,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4273,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4274,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4275,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4276,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4277,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4278,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
4279,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4280,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4281,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4282,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4283,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4284,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
4285,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
4286,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4287,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4288,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4289,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4290,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4291,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4292,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4293,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4294,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4295,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4296,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4297,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4298,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4299,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4300,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
4301,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4302,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4303,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4304,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4305,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4306,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4307,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4308,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4309,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4310,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
4311,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4312,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4313,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4314,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4315,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4316,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4317,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4318,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4319,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4320,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4321,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4322,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4323,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4324,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4325,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4326,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4327,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
4328,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4329,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4330,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Bareland
4331,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4332,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4333,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4334,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4336,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4337,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4338,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4339,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4340,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4341,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4342,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4343,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4344,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4345,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4346,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4347,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4348,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4349,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4350,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4351,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4352,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4353,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
4354,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4355,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4356,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4357,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4358,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4359,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4360,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4361,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4362,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4363,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4364,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4365,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4366,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4367,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4368,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4369,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
