Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUM_M_R
19501,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
19502,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
19503,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
19504,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
19505,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
19506,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
19507,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
19508,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
19509,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
19510,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
19511,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
19512,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
19513,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
19514,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
19515,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
19516,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
19517,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
19518,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
19519,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
19520,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
19521,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
19522,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
19523,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
19524,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
19525,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
19526,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
19527,Forest,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19528,Forest,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19529,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
19530,Forest,Cropland,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
19531,Forest,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
19532,Forest,Cropland,Forest,Water,Non_Wetland,Bareland,NULL,Forest
19533,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
19534,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
19535,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
19536,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
19537,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
19538,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
19539,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
19540,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
19541,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
19542,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
19543,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Water,Forest
19544,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
19545,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
19546,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
19547,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
19548,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
19549,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
19550,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19551,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19552,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19553,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19554,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
19555,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19556,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
19557,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
19558,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
19559,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
19560,Forest,Wetland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
19561,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
19562,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19563,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
19564,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
19565,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
19566,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
19567,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
19568,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
19569,Forest,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
19570,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
19571,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
19572,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
19573,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
19574,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
19575,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
19576,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
19577,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
19578,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19579,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19580,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19581,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,NULL
19582,Forest,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
19583,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19584,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19585,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19586,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19587,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19588,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19589,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
19590,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
19591,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19592,Forest,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19593,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19594,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19595,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Forest,Wetland
19596,Forest,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
19597,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
19598,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
19599,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
19600,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
19601,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
19602,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19603,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
19604,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
19605,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
19606,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
19607,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
19608,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Grassland
19609,Forest,Wetland,NULL,Water,Non_Wetland,NULL,Forest,Forest
19610,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
19611,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
19612,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
19613,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19614,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
19615,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
19616,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
19617,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Water,Forest
19618,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,NULL
19619,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
19620,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
19621,Forest,Wetland,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
19622,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
19623,Forest,Wetland,NULL,Water,Non_Wetland,Grassland,Forest,Wetland
19624,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
19625,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
19626,Forest,Wetland,NULL,Water,Non_Wetland,Bareland,Forest,Forest
19627,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
19628,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Grassland
19629,Forest,Wetland,NULL,Water,Non_Wetland,Water,Forest,Forest
19630,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Water,Wetland
19631,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Grassland
19632,Forest,Wetland,NULL,Water,Non_Wetland,Forest,Forest,Forest
19633,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
19634,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
19635,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
19636,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
19637,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19638,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
19639,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
19640,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
19641,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
19642,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
19643,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
19644,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
19645,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
19646,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
19647,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
19648,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
19649,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19650,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19651,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19652,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19653,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19654,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19655,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19656,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
19657,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19658,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
19659,Forest,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
19660,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
19661,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
19662,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19663,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19664,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
19665,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19666,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
19667,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19668,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
19669,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19670,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19671,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
19672,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
19673,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
19674,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
19675,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
19676,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
19677,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19678,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
19679,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
19680,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
19681,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
19682,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
19683,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19684,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
19685,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19686,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19687,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
19688,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
19689,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19690,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19691,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19692,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19693,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19694,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
19695,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
19696,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19697,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
19698,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
19699,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
19700,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
19701,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19702,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19703,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19704,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19705,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
19706,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Forest
19707,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
19708,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
19709,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
19710,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
19711,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
19712,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
19713,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
19714,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
19715,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
19716,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
19717,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
19718,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
19719,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
19720,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
19721,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
19722,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
19723,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Wetland
19724,Forest,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
19725,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
19726,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
19727,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
19728,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
19729,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
19730,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Forest
19731,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
19732,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
19733,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
19734,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
19735,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
19736,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
19737,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
19738,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
19739,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19740,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19741,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19742,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19743,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19744,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
19745,Forest,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
19746,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19747,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
19748,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
19749,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
19750,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
19751,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19752,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
19753,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19754,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
19755,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
19756,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
19757,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
19758,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
19759,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
19760,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
19761,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
19762,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
19763,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
19764,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
19765,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
19766,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
19767,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
19768,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
19769,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
19770,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
19771,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19772,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19773,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19774,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19775,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19776,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
19777,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
19778,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
19779,Forest,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
19780,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
19781,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
19782,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
19783,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19784,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
19785,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
19786,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19787,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
19788,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
19789,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
19790,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
19791,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
19792,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
19793,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19794,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19795,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19796,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19797,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19798,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
19799,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
19800,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
19801,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19802,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19803,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19804,Forest,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
19805,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19806,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
19807,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19808,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
19809,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19810,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19811,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
