Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLE_M_R
16238,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,NULL
16239,Forest,Forest,Water,Non_Water,Water,Bareland,NULL,Forest
16240,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
16241,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Wetland
16242,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
16243,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
16244,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
16245,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
16246,Forest,Forest,Water,Non_Water,Water,Forest,Shrubland,Forest
16247,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
16248,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
16249,Forest,Forest,Water,Non_Water,Water,Forest,Forest,NULL
16250,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
16251,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
16252,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
16253,Forest,Forest,Water,Water,Water,Shrubland,NULL,Forest
16254,Forest,Forest,Water,Water,Water,Shrubland,Shrubland,Forest
16255,Forest,Forest,Water,Water,Water,Shrubland,Wetland,NULL
16256,Forest,Forest,Water,Water,Water,Shrubland,Water,Forest
16257,Forest,Forest,Water,Water,Water,Shrubland,Forest,Forest
16258,Forest,Forest,Water,Water,Water,Wetland,Shrubland,NULL
16259,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
16260,Forest,Forest,Water,Water,Water,Bareland,Shrubland,Wetland
16261,Forest,Forest,Water,Water,Water,Bareland,Bareland,Forest
16262,Forest,Forest,Water,Water,Water,Bareland,Water,Wetland
16263,Forest,Forest,Water,Water,Water,Bareland,Water,Water
16264,Forest,Forest,Water,Water,Water,Bareland,Forest,Wetland
16265,Forest,Forest,Water,Water,Water,Bareland,Forest,Water
16266,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
16267,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
16268,Forest,Forest,Water,Water,Water,Forest,Shrubland,Forest
16269,Forest,Forest,Water,Water,Water,Forest,Wetland,NULL
16270,Forest,Forest,Water,Water,Water,Forest,Wetland,Wetland
16271,Forest,Forest,Water,Water,Water,Forest,Water,Forest
16272,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
16273,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
16274,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
16275,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
16276,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
16277,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
16278,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
16279,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
16280,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
16281,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
16282,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
16283,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
16284,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
16285,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
16286,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
16287,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
16288,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
16289,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
16290,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
16291,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
16292,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Grassland
16293,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
16294,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
16295,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
16296,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
16297,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
16298,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
16299,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
16300,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
16301,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
16302,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
16303,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
16304,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
16305,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
16306,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
16307,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
16308,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
16309,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
16310,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
16311,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
16312,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16313,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
16314,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
16315,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
16316,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
16317,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
16318,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
16319,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
16320,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
16321,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
16322,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
16323,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
16324,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
16325,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
16326,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Water
16327,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
16328,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
16329,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
16330,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
16331,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
16332,Forest,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
16333,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
16334,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
16335,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
16336,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
16337,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
16338,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
16339,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
16340,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
16341,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
16342,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
16343,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
16344,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
16345,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
16346,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
16347,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
16348,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
16349,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
16350,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
16351,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
16352,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
16353,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
16354,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
16355,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
16356,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
16357,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
16358,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
16359,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
16360,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
16361,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
16362,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
16363,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Bareland
16364,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
16365,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
16366,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
16367,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
16368,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
16369,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
16370,Forest,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
16371,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
16372,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
16373,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
16374,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
16375,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
16376,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
16377,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
16378,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
16379,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
16380,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
16381,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
16382,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
16383,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
16384,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
16385,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
16386,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
16387,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
16388,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,NULL
16389,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
16390,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
16391,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
16392,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
16393,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
16394,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
16395,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
16396,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
16397,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
16398,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
16399,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
16400,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
16401,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
16402,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
16403,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
16404,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
16405,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
16406,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
16407,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
16408,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
16409,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
16410,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
16411,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
16412,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
16413,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
16414,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
16415,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
16416,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
16417,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
16418,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
16419,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
16420,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
16421,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
16422,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
16423,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
16424,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
16425,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
16426,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
16427,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
16428,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
16429,Forest,Forest,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
16430,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
16431,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
16432,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,NULL
16433,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
16434,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Cropland
16435,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
16436,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
16437,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
16438,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
16439,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
16440,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
16441,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
16442,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
16443,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
16444,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
16445,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
16446,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
16447,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
16448,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
16449,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
16450,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
16451,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
16452,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
16453,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
16454,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
16455,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
16456,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
16457,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
16458,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
16459,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
16460,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
16461,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Wetland
16462,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
16463,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
16464,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
16465,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
16466,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
16467,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
16468,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
16469,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
16470,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
16471,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
16472,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
16473,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
16474,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
16475,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
16476,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16477,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
16478,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
16479,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
16480,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
16481,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
16482,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
16483,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
16484,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
16485,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
16486,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
16487,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
16488,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
16489,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
16490,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
16491,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
16492,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
16493,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
16494,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
16495,Forest,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
16496,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
16497,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16498,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
16499,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
16500,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16501,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
16502,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
16503,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
16504,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
16505,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
16506,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
16507,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
16508,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16509,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
16510,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
16511,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16512,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
16513,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16514,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
16515,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
16516,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
16517,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
16518,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
16519,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
16520,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16521,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16522,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16523,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
16524,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16525,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
16526,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16527,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
16528,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
16529,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16530,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
16531,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16532,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
16533,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
16534,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
16535,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16536,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
16537,Forest,Forest,Forest,Water,Non_Wetland,NULL,Grassland,Forest
16538,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
16539,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
16540,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
16541,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
16542,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
16543,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
16544,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
16545,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Water,Forest
16546,Forest,Forest,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
16547,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Shrubland,NULL
16548,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
16549,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
16550,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Wetland
16551,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,NULL
16552,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Water
16553,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
16554,Forest,Forest,Forest,Water,Non_Wetland,Water,NULL,Forest
16555,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
16556,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
16557,Forest,Forest,Forest,Water,Non_Wetland,Forest,NULL,Forest
16558,Forest,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
16559,Forest,Forest,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
16560,Forest,Forest,Forest,Water,Non_Wetland,Forest,Grassland,Forest
