Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LYK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LYK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LYK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LYK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LYK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LYK_M_R
9012,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
9013,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
9014,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
9015,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
9016,Forest,NULL,Water,NULL,Water,Forest,Shrubland,Forest
9017,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
9018,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
9019,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
9020,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Forest
9021,Forest,NULL,Water,Non_Water,Water,Wetland,Shrubland,Forest
9022,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
9023,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Wetland
9024,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
9025,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Wetland
9026,Forest,NULL,Water,Water,Water,Grassland,Bareland,Grassland
9027,Forest,NULL,Water,Water,Water,Grassland,Bareland,Bareland
9028,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
9029,Forest,NULL,Water,Water,Water,Bareland,Bareland,Water
9030,Forest,NULL,Water,Water,Water,Bareland,Bareland,Forest
9031,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
9032,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
9033,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
9034,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
9035,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
9036,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
9037,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
9038,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
9039,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
9040,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
9041,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
9042,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
9043,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
9044,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9045,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9046,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
9047,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9048,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
9049,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9050,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
9051,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
9052,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
9053,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9054,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
9055,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
9056,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
9057,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9058,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
9059,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
9060,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
9061,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
9062,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
9063,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
9064,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
9065,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
9066,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9067,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
9068,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
9069,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
9070,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
9071,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
9072,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
9073,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
9074,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
9075,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
9076,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
9077,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
9078,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
9079,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
9080,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
9081,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
9082,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
9083,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
9084,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
9085,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
9086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
9087,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
9088,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
9089,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
9090,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
9091,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
9092,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
9093,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
9094,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
9095,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
9096,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
9097,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
9098,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
9099,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
9100,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
9101,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
9102,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9103,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
9104,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
9105,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
9106,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
9107,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
9108,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
9109,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
9110,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
9111,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
9112,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
9113,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
9114,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
9115,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
9116,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
9117,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
9118,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
9119,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
9120,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
9121,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9122,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
9123,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
9124,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
9125,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
9126,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
9127,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
9128,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
9129,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
9130,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
9131,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
9132,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
9133,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
9134,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
9135,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
9136,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
9137,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
9138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
9139,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
9140,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
9141,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
9142,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
9143,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
9144,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
9145,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
9146,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,NULL
9147,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
9148,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
9149,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
9150,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
9151,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
9152,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
9153,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
9154,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
9155,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
9156,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
9157,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
9158,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
9159,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
9160,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
9161,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
9162,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
9163,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
9164,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
9165,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
9166,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
9167,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9168,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
9169,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
9170,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9171,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9172,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9173,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
9174,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9175,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
9176,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9177,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9178,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
9179,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
9180,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
9181,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
9182,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,NULL
9183,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9184,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
9185,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
9186,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9187,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9188,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
9189,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
9190,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
9191,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
9192,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
9193,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
9194,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
9195,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
9196,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
9197,Forest,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Forest
9198,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
9199,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
9200,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9201,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9202,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9203,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
9204,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9205,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9206,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
9207,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
9208,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
9209,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
9210,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
9211,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9212,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
9213,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
9214,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
9215,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
9216,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
9217,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
9218,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
9219,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
9220,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
9221,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
9222,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
9223,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
9224,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
9225,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
9226,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
9227,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
9228,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
9229,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9230,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
9231,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
9232,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
9233,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Bareland,Cropland
9234,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
9235,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
9236,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
9237,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
9238,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
9239,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
9240,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
9241,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
9242,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
9243,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
9244,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9245,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
9246,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
9247,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
9248,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
9249,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
9250,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
9251,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
9252,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
9253,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
9254,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
9255,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
9256,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
9257,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
9258,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
9259,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
9260,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
9261,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
9262,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
9263,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
9264,Forest,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
9265,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
9266,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
9267,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9268,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
9269,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
9270,Forest,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
9271,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,Bareland,Grassland
9272,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9273,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9274,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9275,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
9276,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9277,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9278,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9279,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
9280,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9281,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
9282,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
9283,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9284,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9285,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9286,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9287,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9288,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9289,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
9290,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
9291,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9292,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9293,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9294,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
9295,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
9296,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9297,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9298,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
9299,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9300,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
9301,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
9302,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
9303,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9304,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
9305,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9306,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9307,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9308,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
9309,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
9310,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9311,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9312,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9313,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9314,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9315,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
9316,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
9317,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9318,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
9319,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9320,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9321,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9322,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
9323,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9324,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
9325,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9326,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
9327,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9328,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9329,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
9330,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
9331,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
9332,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
9333,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
9334,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
9335,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
9336,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
9337,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
