Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTF_M_R
4368,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4369,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Grassland
4370,Water,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
4371,Water,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4372,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4373,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4374,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4375,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4376,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Water
4377,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4378,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4379,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Water
4380,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4381,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
4382,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4383,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4384,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Water
4385,Water,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Forest
4386,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
4387,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Bareland
4388,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
4389,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
4390,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4391,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Bareland
4392,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
4393,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
4394,Water,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
4395,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
4396,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4397,Water,NULL,NULL,Non_Water,Non_Wetland,Forest,Water,Wetland
4398,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4399,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
4400,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
4401,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
4402,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
4403,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
4404,Water,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
4405,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
4406,Water,NULL,NULL,Water,Non_Wetland,NULL,Water,Water
4407,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
4408,Water,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
4409,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4410,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
4411,Water,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
4412,Water,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
4413,Water,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
4414,Water,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
4415,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
4416,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
4417,Water,NULL,NULL,Water,Non_Wetland,Water,NULL,Forest
4418,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Grassland
4419,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
4420,Water,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
4421,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
4422,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
4423,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4424,Water,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
4425,Water,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
4426,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4427,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4429,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4430,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4431,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4432,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4433,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4434,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
4435,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4436,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4437,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4438,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4439,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
4440,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
4441,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
4442,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4443,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
4444,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4445,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4446,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4447,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4448,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
4449,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4450,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4451,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
4452,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4453,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4454,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4455,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4456,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4457,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4458,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4459,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
4460,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4461,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4462,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4463,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
4464,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4465,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4466,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4467,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
4468,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4469,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4470,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4471,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4472,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4473,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
4474,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
4475,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
4476,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
4477,Water,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
4478,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
4479,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
4480,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
4481,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
4482,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
4483,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
4484,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
4485,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
4486,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
4487,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Water
4488,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
4489,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4490,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
4491,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4492,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4493,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4494,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4495,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
4496,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
4497,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
4498,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4499,Water,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4500,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4501,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4502,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4503,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4504,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
4505,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4506,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4507,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4508,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
4509,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
4510,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4511,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4512,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4513,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
4514,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
4515,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4516,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4517,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Water
4518,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
4519,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4520,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
4521,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
4522,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
4523,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
4524,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4525,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
4526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Wetland
4527,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4528,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4529,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4530,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
4531,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
4532,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
4533,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
4534,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
4535,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
4536,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
4537,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
4538,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
4539,Water,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
4540,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4541,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
4542,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4543,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
4544,Water,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4545,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
4546,Water,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
4547,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
4548,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
4549,Water,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Forest
4550,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
4551,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
4552,Water,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
4553,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
4554,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
4555,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
4556,Water,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
4557,Water,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
4558,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
4559,Water,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
4560,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Forest
4561,Water,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Forest
4562,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4563,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4564,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4565,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
4566,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4567,Water,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
4568,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4569,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4570,Water,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
4571,Water,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4572,Water,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Forest
4573,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
4574,Water,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
4575,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Water
4576,Water,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
4577,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4578,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Grassland
4579,Water,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4580,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4581,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4582,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4583,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4584,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4585,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4586,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4587,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4588,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4589,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4590,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4591,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4592,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4593,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4594,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4595,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4596,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
4597,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4598,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4599,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4600,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4601,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4602,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4603,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4604,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4605,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4606,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4607,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4608,Water,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4609,Water,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4610,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4611,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4612,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4613,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Water
4614,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4615,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4616,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4617,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
4618,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
4619,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4620,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4621,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4622,Water,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4623,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4624,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4625,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Built-up
4626,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
4627,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
4628,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
4629,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4630,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4631,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Water
4632,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4633,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
4634,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4635,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4636,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
4637,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4638,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4639,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
4640,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
4641,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4642,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4643,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4644,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4645,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
4646,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
4647,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
4648,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4649,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
4650,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
4651,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
4652,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
4653,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
4654,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
4655,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
4656,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
4657,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4658,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4659,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
4660,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4661,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
4662,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4663,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
4664,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
4665,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
4666,Water,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4667,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4668,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4669,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4670,Water,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4671,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
4672,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
4673,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
4674,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4675,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
4676,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
4677,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
4678,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
4679,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
4680,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
4681,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
4682,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4683,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4684,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
4685,Water,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4686,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4687,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
4688,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
4689,Water,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4690,Water,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4691,Water,NULL,Wetland,NULL,Wetland,Built-up,NULL,Grassland
4692,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
4693,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
4694,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
4695,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
4696,Water,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
4697,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
4698,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
4699,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
4700,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4701,Water,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
4702,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4703,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
4704,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4705,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4706,Water,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4707,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4708,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
4709,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Bareland
4710,Water,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
4711,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
4712,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
4713,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
