Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQE_M_R
19285,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
19286,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
19287,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
19288,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
19289,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
19290,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
19291,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
19292,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
19293,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
19294,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
19295,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
19296,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
19297,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
19298,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
19299,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
19300,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
19301,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
19302,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
19303,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
19304,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
19305,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Water
19306,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
19307,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
19308,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Wetland
19309,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
19310,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
19311,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
19312,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Wetland
19313,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
19314,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
19315,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
19316,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
19317,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
19318,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
19319,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
19320,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Forest
19321,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
19322,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
19323,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
19324,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
19325,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Grassland
19326,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
19327,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
19328,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
19329,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
19330,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
19331,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
19332,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
19333,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
19334,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
19335,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
19336,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
19337,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
19338,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
19339,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
19340,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
19341,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
19342,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
19343,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
19344,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
19345,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19346,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
19347,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
19348,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19349,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
19350,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
19351,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
19352,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
19353,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19354,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
19355,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
19356,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
19357,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
19358,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
19359,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
19360,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
19361,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
19362,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
19363,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
19364,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
19365,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
19366,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
19367,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
19368,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19369,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
19370,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
19371,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
19372,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
19373,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19374,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
19375,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
19376,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
19377,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
19378,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
19379,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
19380,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
19381,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
19382,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
19383,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
19384,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
19385,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
19386,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
19387,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
19388,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
19389,Forest,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
19390,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
19391,Forest,Cropland,Cropland,Water,Non_Wetland,Shrubland,Water,Water
19392,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
19393,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
19394,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Water
19395,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
19396,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
19397,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
19398,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
19399,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
19400,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
19401,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
19402,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
19403,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
19404,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
19405,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
19406,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
19407,Forest,Cropland,Cropland,Water,Non_Wetland,Water,NULL,Water
19408,Forest,Cropland,Cropland,Water,Non_Wetland,Water,Water,Grassland
19409,Forest,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
19410,Forest,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
19411,Forest,Cropland,Wetland,NULL,Wetland,Built-up,NULL,Forest
19412,Forest,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
19413,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
19414,Forest,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
19415,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
19416,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
19417,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
19418,Forest,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
19419,Forest,Cropland,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
19420,Forest,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
19421,Forest,Cropland,Wetland,Water,Wetland,NULL,Shrubland,Water
19422,Forest,Cropland,Wetland,Water,Wetland,Shrubland,Water,Cropland
19423,Forest,Cropland,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
19424,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,NULL
19425,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
19426,Forest,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
19427,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
19428,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Cropland
19429,Forest,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
19430,Forest,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
19431,Forest,Cropland,Wetland,Water,Wetland,Water,Water,NULL
19432,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
19433,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
19434,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
19435,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
19436,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19437,Forest,Cropland,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
19438,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
19439,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
19440,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
19441,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
19442,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
19443,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
19444,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
19445,Forest,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Forest
19446,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Cropland
19447,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
19448,Forest,Cropland,Bareland,Water,Non_Wetland,Built-up,Built-up,Water
19449,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
19450,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
19451,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
19452,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
19453,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
19454,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
19455,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
19456,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
19457,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
19458,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
19459,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
19460,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
19461,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
19462,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
19463,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
19464,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
19465,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
19466,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
19467,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Wetland
19468,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
19469,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
19470,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
19471,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
19472,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
19473,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
19474,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Cropland
19475,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
19476,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19477,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19478,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19479,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
19480,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19481,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,NULL
19482,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19483,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19484,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19485,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
19486,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19487,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,NULL
19488,Forest,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
19489,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
19490,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
19491,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
19492,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
19493,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
19494,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
19495,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Wetland
19496,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
19497,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
19498,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
19499,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
19500,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
19501,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
19502,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
19503,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
19504,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
19505,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
19506,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
19507,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
19508,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
19509,Forest,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
19510,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
19511,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
19512,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
19513,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
19514,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
19515,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
19516,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
19517,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
19518,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,NULL,Forest
19519,Forest,Cropland,Built-up,NULL,Non_Wetland,Water,Shrubland,Water
19520,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
19521,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
19522,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
19523,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
19524,Forest,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
19525,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
19526,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
19527,Forest,Cropland,Built-up,Non_Water,Non_Wetland,Built-up,NULL,Grassland
19528,Forest,Cropland,Built-up,Water,Non_Wetland,Water,NULL,Forest
19529,Forest,Cropland,Water,NULL,Water,NULL,NULL,Forest
19530,Forest,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
19531,Forest,Cropland,Water,Non_Water,Water,NULL,Grassland,Wetland
19532,Forest,Cropland,Water,Non_Water,Water,Shrubland,Shrubland,NULL
19533,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
19534,Forest,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
19535,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
19536,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
19537,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
19538,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
19539,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
19540,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
19541,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
19542,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
19543,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
19544,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
19545,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
19546,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
19547,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
19548,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
19549,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
19550,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
19551,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
19552,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
19553,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
19554,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
19555,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
19556,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
19557,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
19558,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
19559,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
19560,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
19561,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
19562,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
19563,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
19564,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
19565,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
19566,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
19567,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
19568,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
19569,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
19570,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
19571,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
19572,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
19573,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
19574,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
19575,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
19576,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
19577,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
19578,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
19579,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
19580,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
19581,Forest,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
19582,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
19583,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
19584,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
19585,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
19586,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
