Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRF_M_R
17798,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,NULL
17799,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
17800,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
17801,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
17802,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Wetland
17803,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
17804,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,NULL
17805,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
17806,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
17807,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Wetland
17808,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
17809,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
17810,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
17811,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
17812,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
17813,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
17814,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
17815,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
17816,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
17817,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
17818,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
17819,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
17820,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
17821,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Wetland
17822,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
17823,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
17824,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
17825,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
17826,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Wetland
17827,Forest,Water,Forest,Water,Non_Wetland,Shrubland,NULL,Forest
17828,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
17829,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
17830,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
17831,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
17832,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Bareland,Forest
17833,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,NULL
17834,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Water
17835,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Water,Forest
17836,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
17837,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Water
17838,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Forest,Forest
17839,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
17840,Forest,Water,Forest,Water,Non_Wetland,Bareland,NULL,Forest
17841,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
17842,Forest,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Water
17843,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
17844,Forest,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
17845,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
17846,Forest,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
17847,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Grassland
17848,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
17849,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,NULL
17850,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Wetland
17851,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
17852,Forest,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
17853,Forest,Water,Forest,Water,Non_Wetland,Water,Water,NULL
17854,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
17855,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
17856,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
17857,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
17858,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
17859,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
17860,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Grassland
17861,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
17862,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
17863,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,NULL
17864,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Grassland
17865,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
17866,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
17867,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Grassland
17868,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Wetland
17869,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
17870,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
17871,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
17872,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
17873,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
17874,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
17875,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
17876,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
17877,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
17878,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
17879,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
17880,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Water
17881,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
17882,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
17883,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
17884,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
17885,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
17886,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
17887,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
17888,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
17889,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
17890,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
17891,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Wetland
17892,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
17893,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
17894,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
17895,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
17896,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
17897,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
17898,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
17899,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
17900,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
17901,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
17902,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
17903,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
17904,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
17905,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
17906,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
17907,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
17908,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
17909,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
17910,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
17911,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
17912,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
17913,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
17914,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Wetland
17915,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Bareland
17916,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
17917,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,NULL
17918,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Grassland
17919,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
17920,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
17921,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
17922,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
17923,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
17924,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
17925,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
17926,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
17927,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
17928,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
17929,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
17930,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
17931,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
17932,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
17933,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
17934,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
17935,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
17936,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
17937,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
17938,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
17939,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
17940,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
17941,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
17942,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
17943,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
17944,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
17945,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
17946,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
17947,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
17948,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
17949,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
17950,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
17951,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
17952,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
17953,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
17954,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
17955,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
17956,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
17957,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
17958,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
17959,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
17960,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
17961,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
17962,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
17963,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
17964,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
17965,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
17966,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
17967,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
17968,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
17969,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
17970,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
17971,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
17972,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
17973,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
17974,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
17975,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
17976,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
17977,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
17978,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
17979,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
17980,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
17981,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
17982,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
17983,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
17984,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
17985,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
17986,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
17987,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,NULL
17988,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
17989,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
17990,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
17991,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
17992,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
17993,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
17994,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
17995,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
17996,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
17997,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Shrubland,NULL
17998,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
17999,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
18000,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,NULL
18001,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
18002,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,NULL
18003,Forest,Forest,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
18004,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
18005,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
18006,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
18007,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
18008,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
18009,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
18010,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Wetland
18011,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
18012,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
18013,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
18014,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
18015,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
18016,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
18017,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,NULL
18018,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
18019,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
18020,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
18021,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Wetland
18022,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
18023,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
18024,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
18025,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
18026,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
18027,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
18028,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,NULL
18029,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
18030,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
18031,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
18032,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
18033,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
18034,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
18035,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
18036,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
18037,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
18038,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
18039,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
18040,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Built-up,Wetland
18041,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Water,Forest
18042,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
18043,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
18044,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Bareland
18045,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Water
18046,Forest,Forest,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
18047,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
18048,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
18049,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
18050,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
18051,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
18052,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
18053,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
18054,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,NULL
18055,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
18056,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
18057,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
18058,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Wetland
18059,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Shrubland,Water
18060,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Bareland,Forest
18061,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,NULL
18062,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
18063,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
18064,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
18065,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
18066,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
18067,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
18068,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
18069,Forest,Forest,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
18070,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
18071,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Grassland
18072,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
18073,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
18074,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
18075,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
18076,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
18077,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Water,Forest
18078,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Grassland
18079,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Wetland
18080,Forest,Forest,NULL,Water,Non_Wetland,Shrubland,Forest,Forest
18081,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
18082,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
18083,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
18084,Forest,Forest,NULL,Water,Non_Wetland,Bareland,Forest,Grassland
18085,Forest,Forest,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
18086,Forest,Forest,NULL,Water,Non_Wetland,Forest,Shrubland,Forest
18087,Forest,Forest,NULL,Water,Non_Wetland,Forest,Built-up,Wetland
18088,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
18089,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
18090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
18091,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
18092,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
18093,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
18094,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
18095,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
18096,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
18097,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
18098,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
18099,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
18100,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
18101,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
18102,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
18103,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
18104,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
18105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
18106,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
18107,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
18108,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
18109,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
18110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
18111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
18112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
18113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
18114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
18115,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
18116,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
18117,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
