Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLB_M_R
5916,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
5917,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5918,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
5919,Forest,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5920,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5921,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5922,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
5923,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5924,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
5925,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5926,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
5927,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5928,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
5929,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5930,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5931,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5932,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5933,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
5934,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
5935,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5936,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
5937,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5938,Forest,NULL,NULL,Non_Water,Non_Wetland,Built-up,Water,Forest
5939,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
5940,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
5941,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
5942,Forest,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
5943,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
5944,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
5945,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
5946,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
5947,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Forest
5948,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
5949,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
5950,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
5951,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
5952,Forest,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
5953,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5954,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
5955,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5956,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5957,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5958,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5959,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5960,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
5961,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5962,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5963,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5964,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
5965,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5966,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
5967,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
5968,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5969,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5970,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
5971,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5972,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5973,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
5974,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5975,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
5976,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
5977,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5978,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5979,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5980,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
5981,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5982,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
5983,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5984,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5985,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5986,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5987,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
5988,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
5989,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5990,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5991,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
5992,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
5993,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5994,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
5995,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
5996,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
5997,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
5998,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
5999,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
6000,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6001,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6002,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6003,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
6004,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
6005,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6006,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
6007,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6008,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6009,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6010,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6011,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
6012,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6013,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6014,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6015,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
6016,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6017,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6018,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
6019,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6020,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6021,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
6022,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6023,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6024,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6025,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6026,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
6027,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
6028,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6029,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
6030,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
6031,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6032,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6033,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6034,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6035,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
6036,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
6037,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
6038,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
6039,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6040,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6041,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
6042,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
6043,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
6044,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
6045,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6046,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
6047,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
6048,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
6049,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
6050,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6051,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6052,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6053,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6054,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6055,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6056,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
6057,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
6058,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
6059,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6060,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
6061,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
6062,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
6063,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
6064,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
6065,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
6066,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
6067,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
6068,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6069,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6070,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6071,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
6072,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6073,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6074,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6075,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
6076,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6077,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
6078,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
6079,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
6080,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6081,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6082,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
6083,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6084,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6085,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6086,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
6087,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6088,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
6089,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
6090,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6091,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
6092,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
6093,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
6094,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6095,Forest,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Forest
6096,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
6097,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
6098,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
6099,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
6100,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6101,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
6102,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6103,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6104,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
6105,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6106,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
6107,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
6108,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
6109,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
6110,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
6111,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6112,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
6113,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
6114,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6115,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
6116,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
6117,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6118,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
6119,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
6120,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
6121,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
6122,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
6123,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
6124,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
6125,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
6126,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
6127,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
6128,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
6129,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6130,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6131,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6132,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6133,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
6134,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6135,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
6136,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6137,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6138,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
6139,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
6140,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
6141,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
6142,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6143,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6144,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6145,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6146,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6147,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6148,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
6149,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6150,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6151,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6152,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
6153,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
6154,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Grassland,Forest
6155,Forest,NULL,Wetland,Non_Water,Wetland,Built-up,Water,Forest
6156,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6157,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6158,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6159,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
6160,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6161,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
6162,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
6163,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
6164,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
6165,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
6166,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
6167,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6168,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6169,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
6170,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
6171,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
6172,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
6173,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
6174,Forest,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
6175,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
6176,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
6177,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
6178,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6179,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6180,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
6181,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
6182,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
6183,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
6184,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
6185,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
6186,Forest,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6187,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
6188,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
6189,Forest,NULL,Wetland,Water,Wetland,Bareland,Water,Water
6190,Forest,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
6191,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
6192,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
6193,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
6194,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
6195,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
6196,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
6197,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
6198,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
6199,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
6200,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
6201,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
6202,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6203,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6204,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
6205,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6206,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6207,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
6208,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
6209,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
6210,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6211,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
6212,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
6213,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6214,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6215,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6216,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6217,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6218,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
6219,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6220,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
6221,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
6222,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6223,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6224,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up,Wetland,Grassland
6225,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
6226,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6227,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6228,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6229,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6230,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
6231,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
6232,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6233,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
6234,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6235,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6236,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6237,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
