Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNR_M_R
22582,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
22583,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
22584,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
22585,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
22586,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
22587,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
22588,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
22589,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
22590,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
22591,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
22592,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
22593,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
22594,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
22595,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
22596,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
22597,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
22598,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
22599,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
22600,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
22601,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
22602,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
22603,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
22604,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
22605,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
22606,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
22607,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
22608,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
22609,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
22610,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
22611,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
22612,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
22613,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
22614,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
22615,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
22616,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
22617,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
22618,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
22619,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
22620,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
22621,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
22622,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
22623,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
22624,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
22625,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
22626,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
22627,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
22628,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
22629,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
22630,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
22631,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
22632,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
22633,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
22634,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
22635,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
22636,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
22637,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
22638,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
22639,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
22640,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
22641,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
22642,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
22643,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
22644,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
22645,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
22646,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
22647,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
22648,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
22649,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
22650,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
22651,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
22652,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
22653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
22654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
22655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
22656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
22657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
22658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
22659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
22660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
22661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
22662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
22663,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
22664,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
22665,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
22666,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
22667,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
22668,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
22669,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
22670,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
22671,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
22672,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
22673,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
22674,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
22675,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,NULL
22676,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
22677,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
22678,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
22679,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
22680,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
22681,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
22682,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
22683,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
22684,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
22685,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
22686,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
22687,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
22688,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
22689,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
22690,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
22691,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
22692,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
22693,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
22694,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
22695,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
22696,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
22697,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
22698,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
22699,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
22700,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
22701,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,NULL
22702,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
22703,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
22704,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
22705,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
22706,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
22707,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
22708,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
22709,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
22710,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Water
22711,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
22712,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
22713,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
22714,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
22715,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
22716,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
22717,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
22718,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
22719,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
22720,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
22721,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
22722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
22723,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
22724,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
22725,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
22726,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
22727,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
22728,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
22729,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
22730,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
22731,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
22732,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
22733,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
22734,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
22735,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
22736,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
22737,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
22738,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
22739,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
22740,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
22741,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
22742,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
22743,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
22744,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
22745,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
22746,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
22747,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
22748,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
22749,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
22750,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
22751,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
22752,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
22753,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
22754,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
22755,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
22756,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
22757,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Water
22758,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
22759,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
22760,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
22761,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
22762,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
22763,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Water
22764,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
22765,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
22766,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
22767,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,NULL
22768,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
22769,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Cropland
22770,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
22771,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Water
22772,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
22773,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
22774,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
22775,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
22776,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
22777,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
22778,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Water
22779,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
22780,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
22781,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
22782,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
22783,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
22784,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
22785,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
22786,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
22787,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
22788,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Built-up
22789,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
22790,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
22791,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
22792,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
22793,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Wetland
22794,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
22795,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
22796,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
22797,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
22798,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
22799,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Wetland
22800,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Water
22801,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
22802,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
22803,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
22804,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
22805,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
22806,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
22807,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
22808,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
22809,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
22810,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
22811,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
22812,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
22813,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
22814,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
22815,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
22816,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
22817,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,NULL
22818,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
22819,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
22820,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
22821,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
22822,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
22823,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
22824,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
22825,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,NULL
22826,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
22827,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
22828,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
22829,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
22830,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
22831,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
22832,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
22833,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
22834,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
22835,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
22836,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
22837,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
22838,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,NULL
22839,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
22840,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
22841,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
22842,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
22843,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
22844,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
22845,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
22846,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
22847,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
22848,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
22849,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
22850,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
22851,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,NULL
22852,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
22853,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
22854,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
22855,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
22856,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
22857,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
22858,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,NULL
22859,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
22860,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Wetland
22861,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
22862,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,NULL
22863,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
22864,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Forest
22865,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,NULL
22866,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
22867,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
22868,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
22869,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
22870,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
22871,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
22872,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,NULL
22873,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
22874,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
22875,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
22876,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
22877,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
22878,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
22879,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
22880,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,NULL
22881,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
22882,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Wetland
22883,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
22884,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
22885,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
22886,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
22887,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
22888,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
22889,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
22890,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
22891,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
22892,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
22893,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
22894,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
22895,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
22896,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
22897,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
22898,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
22899,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
22900,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,NULL
22901,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
22902,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
22903,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
22904,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
22905,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
22906,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
22907,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
22908,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
22909,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,NULL
22910,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
22911,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
