Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDC_M_R
16514,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
16515,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
16516,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
16517,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
16518,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
16519,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Cropland
16520,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
16521,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
16522,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Cropland
16523,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
16524,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
16525,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
16526,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
16527,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
16528,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Water
16529,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
16530,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Water
16531,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
16532,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
16533,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Wetland
16534,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Water
16535,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
16536,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,NULL
16537,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
16538,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Wetland
16539,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
16540,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
16541,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Wetland
16542,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Water
16543,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
16544,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Wetland
16545,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
16546,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
16547,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
16548,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
16549,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
16550,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
16551,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
16552,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
16553,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
16554,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Cropland
16555,Forest,Wetland,Forest,Water,Non_Wetland,Water,NULL,Forest
16556,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
16557,Forest,Wetland,Forest,Water,Non_Wetland,Water,Forest,Forest
16558,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Cropland
16559,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Wetland
16560,Forest,Wetland,Forest,Water,Non_Wetland,Forest,NULL,Forest
16561,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Wetland
16562,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
16563,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Water,Forest
16564,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Water
16565,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Forest,Forest
16566,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
16567,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
16568,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
16569,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
16570,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
16571,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
16572,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
16573,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
16574,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
16575,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
16576,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
16577,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
16578,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
16579,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
16580,Forest,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
16581,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
16582,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
16583,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
16584,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
16585,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
16586,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
16587,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
16588,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
16589,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
16590,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
16591,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
16592,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
16593,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
16594,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
16595,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
16596,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Grassland
16597,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
16598,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Water
16599,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
16600,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
16601,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
16602,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
16603,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
16604,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
16605,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
16606,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
16607,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
16608,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
16609,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Forest
16610,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
16611,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
16612,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
16613,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
16614,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
16615,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
16616,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
16617,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
16618,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
16619,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
16620,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
16621,Forest,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
16622,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
16623,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Forest
16624,Forest,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
16625,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
16626,Forest,Built-up,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
16627,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
16628,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
16629,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
16630,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
16631,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
16632,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
16633,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
16634,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
16635,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
16636,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
16637,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
16638,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
16639,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
16640,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
16641,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
16642,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
16643,Forest,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
16644,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
16645,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
16646,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
16647,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
16648,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16649,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16650,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
16651,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
16652,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
16653,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16654,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16655,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
16656,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
16657,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
16658,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
16659,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
16660,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
16661,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
16662,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
16663,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
16664,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
16665,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
16666,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
16667,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
16668,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
16669,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
16670,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
16671,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
16672,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
16673,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
16674,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
16675,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16676,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16677,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
16678,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
16679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
16680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
16681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
16682,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
16683,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
16684,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
16685,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
16686,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
16687,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
16688,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
16689,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
16690,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
16691,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
16692,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
16693,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16694,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
16695,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
16696,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
16697,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16698,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
16699,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
16700,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
16701,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
16702,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Forest
16703,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
16704,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
16705,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
16706,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
16707,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
16708,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
16709,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
16710,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
16711,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
16712,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
16713,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
16714,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
16715,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
16716,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16717,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
16718,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16719,Forest,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
16720,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
16721,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
16722,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
16723,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
16724,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
16725,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
16726,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
16727,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
16728,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
16729,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
16730,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
16731,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
16732,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
16733,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
16734,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
16735,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
16736,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
16737,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
16738,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
16739,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
16740,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
16741,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
16742,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
16743,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
16744,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
16745,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
16746,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
16747,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
16748,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
16749,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
16750,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Forest
16751,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
16752,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
16753,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
16754,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
16755,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
16756,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
16757,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
16758,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
16759,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
16760,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
16761,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
16762,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
16763,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
16764,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
16765,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
16766,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
16767,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
16768,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
16769,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
16770,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
16771,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
16772,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
16773,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
16774,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
16775,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
16776,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
16777,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
16778,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
16779,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
16780,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
16781,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
16782,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
16783,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
16784,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
16785,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
16786,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
16787,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
16788,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
16789,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
16790,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
16791,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
16792,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
16793,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Cropland
16794,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Water
16795,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
16796,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
16797,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
16798,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
16799,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
16800,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
16801,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
16802,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
16803,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
16804,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
16805,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
16806,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
16807,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
16808,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
16809,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
16810,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
16811,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
16812,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
16813,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
16814,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
16815,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
16816,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
16817,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
16818,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
16819,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
16820,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
16821,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
16822,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
16823,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
16824,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
16825,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
16826,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
16827,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
