Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPU_M_R
3393,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3394,Water,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
3395,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3396,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3397,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3398,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3399,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3400,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3401,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3402,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3403,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3404,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3405,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
3406,Water,Water,Wetland,Non_Water,Wetland,Built-up,Water,Forest
3407,Water,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
3408,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
3409,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3410,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3411,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3412,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3413,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3414,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3415,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3416,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
3417,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3418,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3419,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
3420,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
3421,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
3422,Water,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3423,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
3424,Water,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3425,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3426,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3427,Water,Water,Wetland,Water,Wetland,NULL,Water,Grassland
3428,Water,Water,Wetland,Water,Wetland,NULL,Water,Wetland
3429,Water,Water,Wetland,Water,Wetland,NULL,Water,Water
3430,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
3431,Water,Water,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3432,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3433,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
3434,Water,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
3435,Water,Water,Wetland,Water,Wetland,Grassland,Built-up,Forest
3436,Water,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
3437,Water,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3438,Water,Water,Wetland,Water,Wetland,Grassland,Water,Water
3439,Water,Water,Wetland,Water,Wetland,Grassland,Water,Forest
3440,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3441,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3442,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Water
3443,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
3444,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3445,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3446,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3447,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3448,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Water
3449,Water,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
3450,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3451,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3452,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
3453,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3454,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3455,Water,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
3456,Water,Water,Wetland,Water,Wetland,Bareland,Water,Water
3457,Water,Water,Wetland,Water,Wetland,Built-up,Built-up,Water
3458,Water,Water,Wetland,Water,Wetland,Built-up,Water,Grassland
3459,Water,Water,Wetland,Water,Wetland,Built-up,Water,Water
3460,Water,Water,Wetland,Water,Wetland,Built-up,Water,Forest
3461,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
3462,Water,Water,Wetland,Water,Wetland,Water,Grassland,Wetland
3463,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
3464,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
3465,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3466,Water,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3467,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
3468,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3469,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
3470,Water,Water,Wetland,Water,Wetland,Water,Bareland,Forest
3471,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
3472,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
3473,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
3474,Water,Water,Wetland,Water,Wetland,Water,Water,Water
3475,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
3476,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
3477,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
3478,Water,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
3479,Water,Water,Wetland,Water,Wetland,Forest,Water,Wetland
3480,Water,Water,Wetland,Water,Wetland,Forest,Water,Water
3481,Water,Water,Wetland,Water,Wetland,Forest,Water,Forest
3482,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
3483,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3484,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
3485,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3486,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3487,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3488,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3489,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Water
3490,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3491,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3492,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3493,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3494,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3495,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3496,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3497,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
3498,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
3499,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3500,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3501,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3502,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3503,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3504,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
3505,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3506,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3507,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3508,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3509,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3510,Water,Water,Bareland,NULL,Non_Wetland,Water,Bareland,Water
3511,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3512,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3513,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3514,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3515,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
3516,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3517,Water,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3518,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
3519,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3520,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
3521,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3522,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3523,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3524,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3525,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3526,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3527,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3528,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3529,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3530,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3531,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3532,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3533,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3534,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3535,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3536,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3537,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3538,Water,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
3539,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
3540,Water,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
3541,Water,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
3542,Water,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
3543,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3544,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3545,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3546,Water,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3547,Water,Water,Bareland,Water,Non_Wetland,Wetland,Bareland,Forest
3548,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3549,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3550,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3551,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3552,Water,Water,Bareland,Water,Non_Wetland,Built-up,Water,Forest
3553,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
3554,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3555,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3556,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3557,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3558,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3559,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3560,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3561,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3562,Water,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
3563,Water,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
3564,Water,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
3565,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3566,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3567,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3568,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3569,Water,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
3570,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Water
3571,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3572,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3573,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Bareland
3574,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Water
3575,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3576,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
3577,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3578,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3579,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3580,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3581,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3582,Water,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3583,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3584,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Water
3585,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3586,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Water
3587,Water,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3588,Water,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
3589,Water,Water,Built-up,Water,Non_Wetland,Grassland,Wetland,Water
3590,Water,Water,Built-up,Water,Non_Wetland,Grassland,Bareland,Forest
3591,Water,Water,Built-up,Water,Non_Wetland,Grassland,Built-up,Forest
3592,Water,Water,Built-up,Water,Non_Wetland,Wetland,Grassland,Forest
3593,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3594,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Water
3595,Water,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3596,Water,Water,Built-up,Water,Non_Wetland,Wetland,Bareland,Forest
3597,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3598,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Water
3599,Water,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3600,Water,Water,Built-up,Water,Non_Wetland,Water,Grassland,Grassland
3601,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3602,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
3603,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3604,Water,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
3605,Water,Water,Built-up,Water,Non_Wetland,Water,Bareland,Water
3606,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
3607,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
3608,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3609,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
3610,Water,Water,Water,NULL,Water,NULL,Wetland,Water
3611,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
3612,Water,Water,Water,NULL,Water,NULL,Water,Water
3613,Water,Water,Water,NULL,Water,NULL,Water,Forest
3614,Water,Water,Water,NULL,Water,NULL,Forest,Water
3615,Water,Water,Water,NULL,Water,Grassland,Wetland,Grassland
3616,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
3617,Water,Water,Water,NULL,Water,Grassland,Wetland,Forest
3618,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
3619,Water,Water,Water,NULL,Water,Grassland,Water,Water
3620,Water,Water,Water,NULL,Water,Grassland,Water,Forest
3621,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
3622,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
3623,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
3624,Water,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3625,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
3626,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
3627,Water,Water,Water,NULL,Water,Wetland,Bareland,Forest
3628,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
3629,Water,Water,Water,NULL,Water,Wetland,Water,Wetland
3630,Water,Water,Water,NULL,Water,Wetland,Water,Water
3631,Water,Water,Water,NULL,Water,Wetland,Water,Forest
3632,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
3633,Water,Water,Water,NULL,Water,Built-up,Water,Water
3634,Water,Water,Water,NULL,Water,Built-up,Water,Forest
3635,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
3636,Water,Water,Water,NULL,Water,Water,Grassland,Water
3637,Water,Water,Water,NULL,Water,Water,Grassland,Forest
3638,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
3639,Water,Water,Water,NULL,Water,Water,Wetland,Wetland
3640,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
3641,Water,Water,Water,NULL,Water,Water,Wetland,Water
3642,Water,Water,Water,NULL,Water,Water,Wetland,Forest
3643,Water,Water,Water,NULL,Water,Water,Water,Grassland
3644,Water,Water,Water,NULL,Water,Water,Water,Wetland
3645,Water,Water,Water,NULL,Water,Water,Water,Bareland
3646,Water,Water,Water,NULL,Water,Water,Water,Water
3647,Water,Water,Water,NULL,Water,Water,Water,Forest
3648,Water,Water,Water,NULL,Water,Water,Forest,Wetland
3649,Water,Water,Water,NULL,Water,Water,Forest,Water
3650,Water,Water,Water,NULL,Water,Water,Forest,Forest
3651,Water,Water,Water,NULL,Water,Forest,Wetland,Water
3652,Water,Water,Water,NULL,Water,Forest,Wetland,Forest
3653,Water,Water,Water,NULL,Water,Forest,Water,Water
3654,Water,Water,Water,NULL,Water,Forest,Water,Forest
3655,Water,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3656,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
3657,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3658,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3659,Water,Water,Water,Non_Water,Water,Grassland,Water,Grassland
3660,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
3661,Water,Water,Water,Non_Water,Water,Grassland,Water,Forest
3662,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3663,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3664,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3665,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3666,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3667,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3668,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
3669,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
3670,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
3671,Water,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3672,Water,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3673,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
3674,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
3675,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
3676,Water,Water,Water,Non_Water,Water,Water,Water,Wetland
3677,Water,Water,Water,Non_Water,Water,Water,Water,Water
3678,Water,Water,Water,Non_Water,Water,Water,Water,Forest
3679,Water,Water,Water,Non_Water,Water,Water,Forest,Water
3680,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
3681,Water,Water,Water,Non_Water,Water,Forest,Water,Water
3682,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
3683,Water,Water,Water,Water,Water,NULL,Wetland,Water
3684,Water,Water,Water,Water,Water,NULL,Wetland,Forest
3685,Water,Water,Water,Water,Water,NULL,Water,Grassland
3686,Water,Water,Water,Water,Water,NULL,Water,Wetland
3687,Water,Water,Water,Water,Water,NULL,Water,Water
3688,Water,Water,Water,Water,Water,NULL,Water,Forest
3689,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
3690,Water,Water,Water,Water,Water,Grassland,Wetland,Wetland
3691,Water,Water,Water,Water,Water,Grassland,Wetland,Water
3692,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
3693,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
3694,Water,Water,Water,Water,Water,Grassland,Water,Grassland
3695,Water,Water,Water,Water,Water,Grassland,Water,Wetland
3696,Water,Water,Water,Water,Water,Grassland,Water,Water
3697,Water,Water,Water,Water,Water,Grassland,Water,Forest
3698,Water,Water,Water,Water,Water,Grassland,Forest,Forest
3699,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
3700,Water,Water,Water,Water,Water,Wetland,Grassland,Water
3701,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
3702,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
3703,Water,Water,Water,Water,Water,Wetland,Wetland,Wetland
3704,Water,Water,Water,Water,Water,Wetland,Wetland,Water
3705,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
3706,Water,Water,Water,Water,Water,Wetland,Bareland,Grassland
3707,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
3708,Water,Water,Water,Water,Water,Wetland,Water,Grassland
3709,Water,Water,Water,Water,Water,Wetland,Water,Wetland
3710,Water,Water,Water,Water,Water,Wetland,Water,Water
3711,Water,Water,Water,Water,Water,Wetland,Water,Forest
3712,Water,Water,Water,Water,Water,Wetland,Forest,Water
3713,Water,Water,Water,Water,Water,Wetland,Forest,Forest
3714,Water,Water,Water,Water,Water,Built-up,Built-up,Water
3715,Water,Water,Water,Water,Water,Built-up,Water,Grassland
3716,Water,Water,Water,Water,Water,Built-up,Water,Water
3717,Water,Water,Water,Water,Water,Built-up,Water,Forest
3718,Water,Water,Water,Water,Water,Water,Grassland,Grassland
3719,Water,Water,Water,Water,Water,Water,Grassland,Water
3720,Water,Water,Water,Water,Water,Water,Grassland,Forest
3721,Water,Water,Water,Water,Water,Water,Wetland,Grassland
3722,Water,Water,Water,Water,Water,Water,Wetland,Wetland
3723,Water,Water,Water,Water,Water,Water,Wetland,Water
3724,Water,Water,Water,Water,Water,Water,Wetland,Forest
3725,Water,Water,Water,Water,Water,Water,Bareland,Forest
3726,Water,Water,Water,Water,Water,Water,Water,Grassland
3727,Water,Water,Water,Water,Water,Water,Water,Wetland
3728,Water,Water,Water,Water,Water,Water,Water,Bareland
3729,Water,Water,Water,Water,Water,Water,Water,Water
3730,Water,Water,Water,Water,Water,Water,Water,Forest
3731,Water,Water,Water,Water,Water,Water,Forest,Wetland
3732,Water,Water,Water,Water,Water,Water,Forest,Water
3733,Water,Water,Water,Water,Water,Water,Forest,Forest
3734,Water,Water,Water,Water,Water,Forest,Wetland,Forest
3735,Water,Water,Water,Water,Water,Forest,Water,Water
3736,Water,Water,Water,Water,Water,Forest,Water,Forest
