Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUR_M_R
15544,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
15545,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
15546,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
15547,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
15548,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
15549,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
15550,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
15551,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
15552,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
15553,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
15554,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
15555,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
15556,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
15557,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
15558,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
15559,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
15560,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
15561,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
15562,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
15563,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
15564,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
15565,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
15566,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
15567,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
15568,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
15569,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
15570,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
15571,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
15572,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
15573,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
15574,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
15575,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
15576,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
15577,Forest,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
15578,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
15579,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
15580,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
15581,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
15582,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
15583,Forest,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
15584,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
15585,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
15586,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
15587,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
15588,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
15589,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
15590,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
15591,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
15592,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
15593,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
15594,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
15595,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
15596,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
15597,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
15598,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
15599,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
15600,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
15601,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
15602,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
15603,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
15604,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
15605,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
15606,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
15607,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
15608,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
15609,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
15610,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
15611,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,NULL
15612,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
15613,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
15614,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
15615,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
15616,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
15617,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
15618,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
15619,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
15620,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
15621,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
15622,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
15623,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
15624,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
15625,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
15626,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
15627,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
15628,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
15629,Forest,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
15630,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
15631,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
15632,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
15633,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
15634,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
15635,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
15636,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
15637,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
15638,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
15639,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
15640,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
15641,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
15642,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
15643,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
15644,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
15645,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
15646,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
15647,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
15648,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
15649,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
15650,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
15651,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
15652,Forest,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
15653,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
15654,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
15655,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
15656,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
15657,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
15658,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
15659,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
15660,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
15661,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
15662,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
15663,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
15664,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
15665,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
15666,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
15667,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
15668,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
15669,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
15670,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
15671,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
15672,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
15673,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
15674,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
15675,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
15676,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
15677,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
15678,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
15679,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
15680,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
15681,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
15682,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
15683,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
15684,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
15685,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
15686,Forest,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
15687,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
15688,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
15689,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
15690,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
15691,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
15692,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
15693,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
15694,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
15695,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Cropland
15696,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
15697,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
15698,Forest,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
15699,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
15700,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
15701,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
15702,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
15703,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
15704,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
15705,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
15706,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
15707,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
15708,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
15709,Forest,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
15710,Forest,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
15711,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
15712,Forest,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
15713,Forest,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
15714,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
15715,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
15716,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
15717,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
15718,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
15719,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
15720,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
15721,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
15722,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
15723,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Built-up
15724,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
15725,Forest,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
15726,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
15727,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
15728,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
15729,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
15730,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
15731,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Water
15732,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
15733,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
15734,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
15735,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
15736,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
15737,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
15738,Forest,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
15739,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
15740,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
15741,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
15742,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
15743,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
15744,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
15745,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
15746,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
15747,Forest,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
15748,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
15749,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
15750,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
15751,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,NULL
15752,Forest,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
15753,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
15754,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
15755,Forest,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
15756,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
15757,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Water
15758,Forest,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
15759,Forest,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
15760,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
15761,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
15762,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
15763,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
15764,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
15765,Forest,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
15766,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
15767,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
15768,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Water
15769,Forest,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
15770,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
15771,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
15772,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
15773,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
15774,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
15775,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
15776,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
15777,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
15778,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
15779,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
15780,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
15781,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
15782,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Bareland
15783,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
15784,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
15785,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
15786,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
15787,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
15788,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
15789,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
15790,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
15791,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
15792,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
15793,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
15794,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
15795,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
15796,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
15797,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
15798,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
15799,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
15800,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
15801,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
15802,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
15803,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
15804,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
15805,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
15806,Forest,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
15807,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
15808,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
15809,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
15810,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
15811,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
15812,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Wetland
15813,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
15814,Forest,NULL,Wetland,Non_Water,Wetland,Cropland,Shrubland,Grassland
15815,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
15816,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
15817,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
15818,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Forest
15819,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
15820,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
15821,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
15822,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
15823,Forest,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
15824,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
15825,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
15826,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
15827,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
15828,Forest,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
15829,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
15830,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
15831,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
15832,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
15833,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
15834,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
15835,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
15836,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
15837,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
15838,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
15839,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
15840,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
15841,Forest,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
15842,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
15843,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
15844,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
15845,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
15846,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
15847,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
15848,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
15849,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
15850,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
15851,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
15852,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
15853,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
15854,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
15855,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
15856,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
15857,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
15858,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
15859,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
15860,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
15861,Forest,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
15862,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
15863,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
15864,Forest,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
15865,Forest,NULL,Wetland,Water,Wetland,NULL,Water,NULL
15866,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
15867,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
15868,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
15869,Forest,NULL,Wetland,Water,Wetland,NULL,Water,Water
15870,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
15871,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
15872,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
15873,Forest,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
15874,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
15875,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
15876,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
15877,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
15878,Forest,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
