Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEA_M_R
2397,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2398,Water,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2399,Water,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2400,Water,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2401,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2402,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2403,Water,Water,Wetland,Water,Wetland,Water,Bareland,Water
2404,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2405,Water,Water,Wetland,Water,Wetland,Water,Water,Bareland
2406,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2407,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2408,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2409,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2410,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Forest
2411,Water,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
2412,Water,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2413,Water,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2414,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2415,Water,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2416,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2417,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Water
2418,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2419,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2420,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2421,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2422,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2423,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2424,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Bareland
2425,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2426,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2427,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Bareland
2428,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
2429,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2430,Water,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2431,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2432,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
2433,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2434,Water,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2435,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Bareland
2436,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2437,Water,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2438,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2439,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Bareland
2440,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2441,Water,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2442,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2443,Water,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2444,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2445,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2446,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2447,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2448,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2449,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2450,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2451,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2452,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2453,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Water
2454,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2455,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Water
2456,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2457,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2458,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2459,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2460,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2461,Water,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2462,Water,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2463,Water,Water,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
2464,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2465,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Bareland
2466,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
2467,Water,Water,Bareland,Water,Non_Wetland,Wetland,Grassland,Forest
2468,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2469,Water,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2470,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
2471,Water,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2472,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
2473,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Water
2474,Water,Water,Bareland,Water,Non_Wetland,Water,Grassland,Forest
2475,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2476,Water,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2477,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2478,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
2479,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2480,Water,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2481,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
2482,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
2483,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2484,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
2485,Water,Water,Built-up,NULL,Non_Wetland,Wetland,Bareland,Water
2486,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2487,Water,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2488,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Bareland
2489,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
2490,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
2491,Water,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
2492,Water,Water,Built-up,NULL,Non_Wetland,Water,Built-up,Water
2493,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
2494,Water,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
2495,Water,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
2496,Water,Water,Built-up,Water,Non_Wetland,Bareland,Water,Grassland
2497,Water,Water,Built-up,Water,Non_Wetland,Built-up,Wetland,Bareland
2498,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
2499,Water,Water,Built-up,Water,Non_Wetland,Water,Water,Bareland
2500,Water,Water,Water,NULL,Water,NULL,Grassland,Water
2501,Water,Water,Water,NULL,Water,NULL,Grassland,Forest
2502,Water,Water,Water,NULL,Water,NULL,Wetland,Water
2503,Water,Water,Water,NULL,Water,NULL,Wetland,Forest
2504,Water,Water,Water,NULL,Water,NULL,Water,Forest
2505,Water,Water,Water,NULL,Water,Grassland,Grassland,Forest
2506,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2507,Water,Water,Water,NULL,Water,Wetland,Grassland,Bareland
2508,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
2509,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
2510,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2511,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2512,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2513,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
2514,Water,Water,Water,NULL,Water,Wetland,Water,Water
2515,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2516,Water,Water,Water,NULL,Water,Wetland,Forest,Water
2517,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2518,Water,Water,Water,NULL,Water,Bareland,Water,Grassland
2519,Water,Water,Water,NULL,Water,Built-up,Water,Water
2520,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2521,Water,Water,Water,NULL,Water,Water,Grassland,Water
2522,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2523,Water,Water,Water,NULL,Water,Water,Wetland,Bareland
2524,Water,Water,Water,NULL,Water,Water,Wetland,Water
2525,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2526,Water,Water,Water,NULL,Water,Water,Water,Grassland
2527,Water,Water,Water,NULL,Water,Water,Water,Bareland
2528,Water,Water,Water,NULL,Water,Water,Water,Water
2529,Water,Water,Water,NULL,Water,Water,Water,Forest
2530,Water,Water,Water,NULL,Water,Water,Forest,Water
2531,Water,Water,Water,NULL,Water,Water,Forest,Forest
2532,Water,Water,Water,NULL,Water,Forest,Grassland,Forest
2533,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
2534,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Water
2535,Water,Water,Water,Non_Water,Water,Wetland,Grassland,Forest
2536,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2537,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2538,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2539,Water,Water,Water,Non_Water,Water,Wetland,Water,Bareland
2540,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2541,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2542,Water,Water,Water,Non_Water,Water,Wetland,Forest,Water
2543,Water,Water,Water,Non_Water,Water,Wetland,Forest,Forest
2544,Water,Water,Water,Non_Water,Water,Water,Grassland,Grassland
2545,Water,Water,Water,Non_Water,Water,Water,Grassland,Wetland
2546,Water,Water,Water,Non_Water,Water,Water,Grassland,Water
2547,Water,Water,Water,Non_Water,Water,Water,Grassland,Forest
2548,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2549,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2550,Water,Water,Water,Non_Water,Water,Water,Water,Water
2551,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2552,Water,Water,Water,Non_Water,Water,Water,Forest,Water
2553,Water,Water,Water,Non_Water,Water,Water,Forest,Forest
2554,Water,Water,Water,Non_Water,Water,Forest,Forest,Forest
2555,Water,Water,Water,Water,Water,NULL,Grassland,Water
2556,Water,Water,Water,Water,Water,NULL,Grassland,Forest
2557,Water,Water,Water,Water,Water,NULL,Wetland,Water
2558,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2559,Water,Water,Water,Water,Water,NULL,Water,Water
2560,Water,Water,Water,Water,Water,Grassland,Grassland,Forest
2561,Water,Water,Water,Water,Water,Grassland,Wetland,Grassland
2562,Water,Water,Water,Water,Water,Grassland,Bareland,Forest
2563,Water,Water,Water,Water,Water,Grassland,Water,Grassland
2564,Water,Water,Water,Water,Water,Grassland,Water,Forest
2565,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2566,Water,Water,Water,Water,Water,Wetland,Grassland,Bareland
2567,Water,Water,Water,Water,Water,Wetland,Grassland,Water
2568,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2569,Water,Water,Water,Water,Water,Wetland,Wetland,Bareland
2570,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2571,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2572,Water,Water,Water,Water,Water,Wetland,Bareland,Forest
2573,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2574,Water,Water,Water,Water,Water,Wetland,Water,Wetland
2575,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2576,Water,Water,Water,Water,Water,Wetland,Water,Water
2577,Water,Water,Water,Water,Water,Wetland,Water,Forest
2578,Water,Water,Water,Water,Water,Wetland,Forest,Water
2579,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2580,Water,Water,Water,Water,Water,Bareland,Grassland,Water
2581,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2582,Water,Water,Water,Water,Water,Bareland,Water,Water
2583,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2584,Water,Water,Water,Water,Water,Water,Grassland,Bareland
2585,Water,Water,Water,Water,Water,Water,Grassland,Water
2586,Water,Water,Water,Water,Water,Water,Grassland,Forest
2587,Water,Water,Water,Water,Water,Water,Wetland,Grassland
2588,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2589,Water,Water,Water,Water,Water,Water,Wetland,Water
2590,Water,Water,Water,Water,Water,Water,Wetland,Forest
2591,Water,Water,Water,Water,Water,Water,Bareland,Water
2592,Water,Water,Water,Water,Water,Water,Water,Grassland
2593,Water,Water,Water,Water,Water,Water,Water,Bareland
2594,Water,Water,Water,Water,Water,Water,Water,Water
2595,Water,Water,Water,Water,Water,Water,Water,Forest
2596,Water,Water,Water,Water,Water,Water,Forest,Water
2597,Water,Water,Water,Water,Water,Water,Forest,Forest
2598,Water,Water,Water,Water,Water,Forest,Grassland,Forest
2599,Water,Water,Water,Water,Water,Forest,Water,Water
2600,Water,Water,Water,Water,Water,Forest,Water,Forest
2601,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2602,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2603,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2604,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2605,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2606,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2607,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2608,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2609,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2610,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2611,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2612,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2613,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2614,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2615,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2616,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2617,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
2618,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2619,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2620,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2621,Water,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2622,Water,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2623,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2624,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
2625,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2626,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
2627,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2628,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2629,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2630,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
2631,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
2632,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2633,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2634,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
2635,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2636,Water,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2637,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2638,Water,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2639,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2640,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2641,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Water
2642,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2643,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2644,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2645,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2646,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2647,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
2648,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2649,Water,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
2650,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2651,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2652,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2653,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2654,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2655,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
2656,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2657,Water,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
2658,Water,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
2659,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2660,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
2661,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
2662,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Water
2663,Water,Water,Forest,Water,Non_Wetland,Wetland,Grassland,Forest
2664,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2665,Water,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2666,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2667,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2668,Water,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2669,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
2670,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
2671,Water,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2672,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
2673,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
2674,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2675,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2676,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
2677,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2678,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
2679,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2680,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2681,Water,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2682,Water,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
2683,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2684,Water,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2685,Water,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2686,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
2687,Water,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
2688,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
2689,Water,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
2690,Water,Forest,Wetland,NULL,Wetland,Water,Water,Forest
2691,Water,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2692,Water,Forest,Water,NULL,Water,Water,Forest,Forest
2693,Water,Forest,Water,Water,Water,Wetland,Water,Forest
2694,Water,Forest,Water,Water,Water,Water,Water,Bareland
2695,Water,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2696,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2697,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2698,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2699,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2700,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2701,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2702,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2703,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2704,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2705,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2706,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2707,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2708,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2709,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2710,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2711,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2712,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
2713,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2714,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2715,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2716,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2717,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2718,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2719,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2720,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2721,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2722,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2723,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2724,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2725,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
2726,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Built-up
2727,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Water
2728,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2729,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2730,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2731,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2732,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2733,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2734,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2735,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
