Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NCG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NCG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NCG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NCG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NCG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NCG_M_R
2099,Water,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2100,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2101,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2102,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2103,Water,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2104,Water,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2105,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
2106,Water,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2107,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
2108,Water,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
2109,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
2110,Water,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2111,Water,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2112,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2113,Water,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2114,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
2115,Water,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2116,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2117,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
2118,Water,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2119,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2120,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
2121,Water,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2122,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2123,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2124,Water,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2125,Water,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
2126,Water,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
2127,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2128,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2129,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2130,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2131,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2132,Permanent_ice_and_snow,Bareland,Wetland,NULL,Wetland,Water,Water,Water
2133,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2134,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2135,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2136,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2137,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2138,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Water
2139,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water,Water,Forest
2140,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2141,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2142,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2143,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water,Water,Water
2144,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2145,Permanent_ice_and_snow,Water,Water,NULL,Water,Water,Water,Water
2146,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water,Water,Water
2147,Permanent_ice_and_snow,Water,Water,Water,Water,Wetland,Water,Water
2148,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland,Water,Water
2149,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Bareland
2150,Permanent_ice_and_snow,Water,Water,Water,Water,Water,Water,Water
2151,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2152,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2153,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2154,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2155,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2156,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2157,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2158,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2159,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2160,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2161,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
2162,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2163,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2164,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2165,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2166,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2167,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2168,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2169,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2170,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
2171,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2172,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2173,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2174,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2175,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2176,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2177,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2178,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2179,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2180,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2181,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2182,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2183,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2184,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2185,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2186,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2187,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Built-up
2188,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2189,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
2190,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2191,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2192,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2193,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2194,Forest,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2195,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2196,Forest,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2197,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2198,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2199,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2200,Forest,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2201,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2202,Forest,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2203,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2204,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2205,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2206,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2207,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2208,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2209,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2210,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2211,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2212,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2213,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2214,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2215,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2216,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2217,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2218,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2219,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2220,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2221,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2222,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
2223,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2224,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2225,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2226,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2227,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2228,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
2229,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2230,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2231,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2232,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2233,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2234,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
2235,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
2236,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Water
2237,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2238,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2239,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2240,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2241,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2242,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2243,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2244,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2245,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2246,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2247,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2248,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
2249,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2250,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2251,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2252,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2253,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2254,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2255,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2256,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2257,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2258,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2259,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2260,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
2261,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
2262,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2263,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2264,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2265,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2266,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2267,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2268,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2269,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2270,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2271,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
2272,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2273,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2274,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
2275,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2276,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2277,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2278,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2279,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2280,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2281,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2282,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
2283,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2284,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
2285,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Bareland
2286,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2287,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2288,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2289,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2290,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2291,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
2292,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2293,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
2294,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2295,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2296,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2297,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2298,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2299,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2300,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2301,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2302,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2303,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2304,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2305,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2306,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2307,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2308,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2309,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2310,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2311,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2312,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2313,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2314,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2315,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2316,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2317,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2318,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2319,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2320,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2321,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2322,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2323,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2324,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2325,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2326,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2327,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2328,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
2329,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
2330,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
2331,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2332,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2333,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2334,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2335,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2336,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
2337,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2338,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2339,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2340,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2341,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2342,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2343,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2344,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2345,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Bareland
2346,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Water
2347,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
2348,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2349,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2350,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2351,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2352,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2353,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2354,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2355,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2356,Forest,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2357,Forest,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
2358,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2359,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2360,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2361,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
2362,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2363,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
2364,Forest,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
2365,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2366,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
2367,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
2368,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2369,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2370,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2371,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2372,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2373,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
2374,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2375,Forest,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2376,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2377,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2378,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2379,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2380,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2381,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2382,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2383,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2384,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2385,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2386,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2387,Forest,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2388,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
2389,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
2390,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
2391,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Forest
2392,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
2393,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2394,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
2395,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Water
2396,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
2397,Forest,NULL,Water,Non_Water,Water,Grassland,Bareland,Grassland
2398,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Grassland
2399,Forest,NULL,Water,Non_Water,Water,Wetland,Bareland,Forest
2400,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
2401,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
2402,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
2403,Forest,NULL,Water,Water,Water,Wetland,Bareland,Water
2404,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2405,Forest,NULL,Water,Water,Water,Bareland,Bareland,Bareland
