Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KCE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KCE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KCE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KCE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KCE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KCE_M_R
13878,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
13879,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
13880,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
13881,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
13882,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
13883,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
13884,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
13885,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
13886,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
13887,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
13888,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
13889,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
13890,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13891,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
13892,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
13893,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
13894,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
13895,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13896,Forest,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
13897,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
13898,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
13899,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
13900,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
13901,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
13902,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
13903,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
13904,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
13905,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
13906,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
13907,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
13908,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
13909,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
13910,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
13911,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
13912,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
13913,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
13914,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
13915,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
13916,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
13917,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
13918,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
13919,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
13920,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
13921,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
13922,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
13923,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
13924,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
13925,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
13926,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
13927,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
13928,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
13929,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
13930,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
13931,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
13932,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
13933,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
13934,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
13935,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
13936,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
13937,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Built-up
13938,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
13939,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
13940,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
13941,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
13942,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
13943,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
13944,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
13945,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
13946,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
13947,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
13948,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
13949,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
13950,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
13951,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
13952,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
13953,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
13954,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
13955,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
13956,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
13957,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
13958,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
13959,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
13960,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
13961,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
13962,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
13963,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
13964,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
13965,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
13966,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
13967,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
13968,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
13969,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
13970,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
13971,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
13972,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
13973,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
13974,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
13975,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
13976,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
13977,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
13978,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
13979,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
13980,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
13981,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
13982,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
13983,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
13984,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
13985,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
13986,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
13987,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
13988,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
13989,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
13990,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
13991,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
13992,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
13993,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
13994,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
13995,Forest,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
13996,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
13997,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
13998,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
13999,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
14000,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
14001,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
14002,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
14003,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
14004,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
14005,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
14006,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
14007,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
14008,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
14009,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
14010,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
14011,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,NULL
14012,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
14013,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
14014,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
14015,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
14016,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
14017,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14018,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
14019,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
14020,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
14021,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
14022,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
14023,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
14024,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
14025,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
14026,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
14027,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
14028,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
14029,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
14030,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
14031,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
14032,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
14033,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
14034,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
14035,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
14036,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Built-up
14037,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
14038,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
14039,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
14040,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
14041,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
14042,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
14043,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
14044,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
14045,Forest,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
14046,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14047,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14048,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14049,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
14050,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
14051,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
14052,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
14053,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14054,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14055,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
14056,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
14057,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
14058,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
14059,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14060,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
14061,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14062,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
14063,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
14064,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14065,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14066,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
14067,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
14068,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
14069,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
14070,Forest,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
14071,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
14072,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
14073,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
14074,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
14075,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
14076,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
14077,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
14078,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
14079,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
14080,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14081,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
14082,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
14083,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
14084,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14085,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
14086,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
14087,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14088,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
14089,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
14090,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
14091,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
14092,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
14093,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
14094,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
14095,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14096,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
14097,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
14098,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
14099,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
14100,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,NULL
14101,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
14102,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14103,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
14104,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
14105,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14106,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14107,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
14108,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
14109,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
14110,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14111,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14112,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14113,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14114,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14115,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
14116,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14117,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14118,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14119,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
14120,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
14121,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
14122,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14123,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
14124,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
14125,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Wetland,Water
14126,Forest,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
14127,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14128,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14129,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
14130,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14131,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14132,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Water
14133,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14134,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14135,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14136,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14137,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
14138,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
14139,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
14140,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14141,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14142,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
14143,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Water
14144,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,NULL
14145,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14146,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
14147,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Water
14148,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
14149,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Water
14150,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
14151,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
14152,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
14153,Forest,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
14154,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
14155,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
14156,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
14157,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
14158,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Wetland
14159,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
14160,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
14161,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
14162,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
14163,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
14164,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
14165,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
14166,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
14167,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
14168,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Water
14169,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
14170,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,NULL
14171,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
14172,Forest,Water,NULL,NULL,Non_Wetland,Water,NULL,Water
14173,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
14174,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
14175,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
14176,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
14177,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
14178,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
14179,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
14180,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Water
14181,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
14182,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
14183,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
14184,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
14185,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
14186,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Water
14187,Forest,Water,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
14188,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Grassland
14189,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Wetland
14190,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
14191,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
14192,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
14193,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
14194,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
14195,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Water
14196,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
14197,Forest,Water,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Water
14198,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
14199,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
14200,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
14201,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
