Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEM_M_R
16001,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
16002,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
16003,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
16004,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,NULL
16005,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
16006,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
16007,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
16008,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
16009,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
16010,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
16011,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
16012,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
16013,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
16014,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
16015,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
16016,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
16017,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
16018,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Water
16019,Forest,Water,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
16020,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
16021,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
16022,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
16023,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
16024,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
16025,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
16026,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
16027,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
16028,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Wetland
16029,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
16030,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
16031,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
16032,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
16033,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Wetland
16034,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
16035,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
16036,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
16037,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
16038,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
16039,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
16040,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
16041,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
16042,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
16043,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
16044,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
16045,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
16046,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
16047,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
16048,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
16049,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
16050,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Water
16051,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
16052,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,NULL
16053,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
16054,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
16055,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
16056,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
16057,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Grassland
16058,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
16059,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Grassland
16060,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
16061,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
16062,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
16063,Forest,Water,Wetland,NULL,Wetland,Forest,Water,NULL
16064,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
16065,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Wetland
16066,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
16067,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
16068,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
16069,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
16070,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
16071,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
16072,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
16073,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
16074,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
16075,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
16076,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
16077,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
16078,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
16079,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
16080,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
16081,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
16082,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
16083,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
16084,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
16085,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
16086,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
16087,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
16088,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
16089,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
16090,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
16091,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
16092,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
16093,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
16094,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
16095,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
16096,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
16097,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
16098,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
16099,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
16100,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
16101,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
16102,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
16103,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
16104,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Water
16105,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
16106,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
16107,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Shrubland,Water
16108,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
16109,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
16110,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
16111,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
16112,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
16113,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
16114,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
16115,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
16116,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
16117,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Water
16118,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
16119,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
16120,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
16121,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
16122,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
16123,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
16124,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
16125,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
16126,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
16127,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Shrubland,Forest
16128,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
16129,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
16130,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
16131,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
16132,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
16133,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
16134,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
16135,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
16136,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
16137,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
16138,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
16139,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
16140,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
16141,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
16142,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
16143,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
16144,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Water
16145,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
16146,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
16147,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
16148,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
16149,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,NULL
16150,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
16151,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
16152,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
16153,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
16154,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,NULL
16155,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
16156,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
16157,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Bareland
16158,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
16159,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
16160,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
16161,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
16162,Forest,Water,Wetland,Non_Water,Wetland,Forest,NULL,Forest
16163,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
16164,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
16165,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
16166,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
16167,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
16168,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
16169,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
16170,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
16171,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
16172,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
16173,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,NULL
16174,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Grassland
16175,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
16176,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
16177,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
16178,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,NULL
16179,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
16180,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
16181,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
16182,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
16183,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
16184,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
16185,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
16186,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Grassland
16187,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Forest
16188,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
16189,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
16190,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Water
16191,Forest,Water,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
16192,Forest,Water,Wetland,Water,Wetland,Shrubland,Grassland,Forest
16193,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
16194,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
16195,Forest,Water,Wetland,Water,Wetland,Shrubland,Wetland,Forest
16196,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
16197,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Wetland
16198,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
16199,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
16200,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Wetland
16201,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Water
16202,Forest,Water,Wetland,Water,Wetland,Shrubland,Forest,Forest
16203,Forest,Water,Wetland,Water,Wetland,Grassland,Shrubland,Forest
16204,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
16205,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
16206,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
16207,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Wetland
16208,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
16209,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Forest
16210,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
16211,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
16212,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
16213,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
16214,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
16215,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
16216,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
16217,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Wetland
16218,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
16219,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
16220,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Water
16221,Forest,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
16222,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
16223,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Water
16224,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Forest
16225,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
16226,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
16227,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
16228,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Wetland
16229,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
16230,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
16231,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
16232,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Grassland
16233,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
16234,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
16235,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Wetland
16236,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
16237,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Forest
16238,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
16239,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
16240,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
16241,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
16242,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
16243,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
16244,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
16245,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
16246,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
16247,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
16248,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Grassland
16249,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Wetland
16250,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
16251,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
16252,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Grassland
16253,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
16254,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
16255,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
16256,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
16257,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
16258,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
16259,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Wetland
16260,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
16261,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
16262,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
16263,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
16264,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Wetland,Forest
16265,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Water,Forest
16266,Forest,Water,Bareland,NULL,Non_Wetland,Shrubland,Forest,Forest
16267,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
16268,Forest,Water,Bareland,NULL,Non_Wetland,Water,Shrubland,Water
16269,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
16270,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
16271,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Shrubland,Forest
16272,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
16273,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
16274,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
16275,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,NULL,Forest
16276,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
16277,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
16278,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
16279,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
16280,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
16281,Forest,Water,Bareland,Water,Non_Wetland,Water,Shrubland,Water
16282,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
16283,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
16284,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
16285,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
16286,Forest,Water,Bareland,Water,Non_Wetland,Forest,Shrubland,Forest
16287,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Wetland
16288,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
16289,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
16290,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
16291,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
16292,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
16293,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
16294,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
16295,Forest,Water,Built-up,Water,Non_Wetland,Forest,Forest,Forest
16296,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
16297,Forest,Water,Water,NULL,Water,Shrubland,NULL,Forest
16298,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Wetland
16299,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
16300,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
16301,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Grassland
16302,Forest,Water,Water,NULL,Water,Shrubland,Grassland,Forest
16303,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Grassland
16304,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Wetland
16305,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Water
16306,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
16307,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
16308,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
16309,Forest,Water,Water,NULL,Water,Shrubland,Forest,Wetland
16310,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
16311,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
16312,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
16313,Forest,Water,Water,NULL,Water,Wetland,Shrubland,Forest
16314,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
16315,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
16316,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
16317,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
16318,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
16319,Forest,Water,Water,NULL,Water,Wetland,Water,Water
16320,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
16321,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
16322,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
16323,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Grassland
16324,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Water
16325,Forest,Water,Water,NULL,Water,Bareland,Shrubland,Forest
16326,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
16327,Forest,Water,Water,NULL,Water,Bareland,Bareland,Grassland
16328,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
16329,Forest,Water,Water,NULL,Water,Bareland,Water,Water
16330,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
16331,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
16332,Forest,Water,Water,NULL,Water,Water,Shrubland,Wetland
16333,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
16334,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
