Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXE_M_R
11002,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
11003,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
11004,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11005,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
11006,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11007,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11008,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Water
11009,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11010,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
11011,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
11012,Forest,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
11013,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Water
11014,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
11015,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
11016,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
11017,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
11018,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Water
11019,Forest,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
11020,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
11021,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Water
11022,Forest,Water,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
11023,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
11024,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11025,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
11026,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
11027,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,NULL
11028,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11029,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
11030,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Bareland
11031,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Water
11032,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
11033,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
11034,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
11035,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
11036,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
11037,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
11038,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
11039,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
11040,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
11041,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
11042,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Water
11043,Forest,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11044,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
11045,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
11046,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
11047,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
11048,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
11049,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,NULL
11050,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
11051,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
11052,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
11053,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
11054,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
11055,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Water
11056,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Water
11057,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
11058,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
11059,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
11060,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
11061,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
11062,Forest,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
11063,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
11064,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
11065,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
11066,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
11067,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
11068,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
11069,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
11070,Forest,Water,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
11071,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
11072,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
11073,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
11074,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
11075,Forest,Water,Wetland,Water,Wetland,Shrubland,NULL,Water
11076,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Water
11077,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
11078,Forest,Water,Wetland,Water,Wetland,Wetland,Shrubland,Water
11079,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
11080,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
11081,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
11082,Forest,Water,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
11083,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
11084,Forest,Water,Wetland,Water,Wetland,Water,Shrubland,Water
11085,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
11086,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
11087,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
11088,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
11089,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Water
11090,Forest,Water,Wetland,Water,Wetland,Forest,Shrubland,Forest
11091,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
11092,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
11093,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
11094,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
11095,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
11096,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
11097,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
11098,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Water
11099,Forest,Water,Water,NULL,Water,NULL,Forest,Water
11100,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Water
11101,Forest,Water,Water,NULL,Water,Shrubland,Shrubland,Forest
11102,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Water
11103,Forest,Water,Water,NULL,Water,Shrubland,Wetland,Forest
11104,Forest,Water,Water,NULL,Water,Shrubland,Water,NULL
11105,Forest,Water,Water,NULL,Water,Shrubland,Water,Grassland
11106,Forest,Water,Water,NULL,Water,Shrubland,Water,Water
11107,Forest,Water,Water,NULL,Water,Shrubland,Water,Forest
11108,Forest,Water,Water,NULL,Water,Shrubland,Forest,Water
11109,Forest,Water,Water,NULL,Water,Shrubland,Forest,Forest
11110,Forest,Water,Water,NULL,Water,Grassland,Shrubland,Forest
11111,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
11112,Forest,Water,Water,NULL,Water,Wetland,Water,NULL
11113,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
11114,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
11115,Forest,Water,Water,NULL,Water,Bareland,Water,Water
11116,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
11117,Forest,Water,Water,NULL,Water,Water,Shrubland,Water
11118,Forest,Water,Water,NULL,Water,Water,Shrubland,Forest
11119,Forest,Water,Water,NULL,Water,Water,Wetland,Water
11120,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
11121,Forest,Water,Water,NULL,Water,Water,Bareland,Water
11122,Forest,Water,Water,NULL,Water,Water,Water,Water
11123,Forest,Water,Water,NULL,Water,Water,Water,Forest
11124,Forest,Water,Water,NULL,Water,Water,Forest,Water
11125,Forest,Water,Water,NULL,Water,Water,Forest,Forest
11126,Forest,Water,Water,NULL,Water,Forest,Shrubland,Water
11127,Forest,Water,Water,NULL,Water,Forest,Shrubland,Forest
11128,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
11129,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
11130,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
11131,Forest,Water,Water,NULL,Water,Forest,Water,Water
11132,Forest,Water,Water,NULL,Water,Forest,Water,Forest
11133,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
11134,Forest,Water,Water,NULL,Water,Forest,Forest,Water
11135,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
11136,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Water
11137,Forest,Water,Water,Non_Water,Water,Shrubland,Water,Forest
11138,Forest,Water,Water,Non_Water,Water,Bareland,Shrubland,Water
11139,Forest,Water,Water,Non_Water,Water,Water,Shrubland,Water
11140,Forest,Water,Water,Non_Water,Water,Water,Water,Water
11141,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
11142,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
11143,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
11144,Forest,Water,Water,Non_Water,Water,Forest,Shrubland,Water
11145,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
11146,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
11147,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
11148,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
11149,Forest,Water,Water,Water,Water,Shrubland,NULL,Water
11150,Forest,Water,Water,Water,Water,Shrubland,Water,NULL
11151,Forest,Water,Water,Water,Water,Shrubland,Water,Water
11152,Forest,Water,Water,Water,Water,Shrubland,Water,Forest
11153,Forest,Water,Water,Water,Water,Wetland,Shrubland,Water
11154,Forest,Water,Water,Water,Water,Wetland,Water,Forest
11155,Forest,Water,Water,Water,Water,Wetland,Forest,Water
11156,Forest,Water,Water,Water,Water,Bareland,Water,Forest
11157,Forest,Water,Water,Water,Water,Water,Shrubland,Water
11158,Forest,Water,Water,Water,Water,Water,Shrubland,Forest
11159,Forest,Water,Water,Water,Water,Water,Water,Wetland
11160,Forest,Water,Water,Water,Water,Water,Water,Water
11161,Forest,Water,Water,Water,Water,Water,Water,Forest
11162,Forest,Water,Water,Water,Water,Water,Forest,Bareland
11163,Forest,Water,Water,Water,Water,Water,Forest,Water
11164,Forest,Water,Water,Water,Water,Water,Forest,Forest
11165,Forest,Water,Water,Water,Water,Forest,NULL,Forest
11166,Forest,Water,Water,Water,Water,Forest,Shrubland,Water
11167,Forest,Water,Water,Water,Water,Forest,Shrubland,Forest
11168,Forest,Water,Water,Water,Water,Forest,Wetland,Water
11169,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
11170,Forest,Water,Water,Water,Water,Forest,Water,Water
11171,Forest,Water,Water,Water,Water,Forest,Water,Forest
11172,Forest,Water,Water,Water,Water,Forest,Forest,Water
11173,Forest,Water,Water,Water,Water,Forest,Forest,Forest
11174,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
11175,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11176,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
11177,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11178,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
11179,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Water
11180,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
11181,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
11182,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Water
11183,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
11184,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
11185,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Water
11186,Forest,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
11187,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
11188,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
11189,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
11190,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
11191,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Water
11192,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
11193,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
11194,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
11195,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
11196,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
11197,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
11198,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
11199,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
11200,Forest,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
11201,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
11202,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
11203,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
11204,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
11205,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
11206,Forest,Water,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
11207,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
11208,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Water
11209,Forest,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
11210,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
11211,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
11212,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
11213,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
11214,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
11215,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,NULL
11216,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
11217,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
11218,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
11219,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
11220,Forest,Water,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
11221,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
11222,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
11223,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
11224,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
11225,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
11226,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
11227,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
11228,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
11229,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
11230,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Water
11231,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
11232,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
11233,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
11234,Forest,Water,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
11235,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
11236,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Water
11237,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Shrubland,Forest
11238,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
11239,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
11240,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
11241,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
11242,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Water
11243,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
11244,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
11245,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
11246,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
11247,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
11248,Forest,Water,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
11249,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
11250,Forest,Water,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
11251,Forest,Water,Forest,Water,Non_Wetland,Wetland,Shrubland,Forest
11252,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Water
11253,Forest,Water,Forest,Water,Non_Wetland,Water,Shrubland,Forest
11254,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
11255,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
11256,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
11257,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
11258,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Water
11259,Forest,Water,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
11260,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
11261,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
11262,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
11263,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
11264,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
11265,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
11266,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
11267,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
11268,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
11269,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
11270,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
11271,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
11272,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
11273,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
11274,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
11275,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
11276,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
11277,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
11278,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
11279,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
11280,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
11281,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
11282,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
11283,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
11284,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
11285,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
11286,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
11287,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
11288,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
11289,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
11290,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
11291,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
11292,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
11293,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
11294,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
11295,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
11296,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
11297,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
11298,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
11299,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
11300,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
11301,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
11302,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
11303,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
11304,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
11305,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
11306,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
11307,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
11308,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
11309,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
11310,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Water
11311,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
11312,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
11313,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
11314,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
11315,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Bareland
11316,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Built-up
11317,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Water
11318,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
11319,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
11320,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
11321,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
11322,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
11323,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
11324,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
11325,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
11326,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Built-up
11327,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
11328,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
11329,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
11330,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
11331,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
11332,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
11333,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
11334,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
11335,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
11336,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
11337,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
11338,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
11339,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
11340,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
11341,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
11342,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
11343,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
11344,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
11345,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
