Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MUT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MUT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MUT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MUT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MUT_M_R
2583,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2584,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2585,Forest,Water,Forest,Water,Non_Wetland,Grassland
2586,Forest,Water,Forest,Water,Non_Wetland,Cropland
2587,Forest,Water,Forest,Water,Non_Wetland,Bareland
2588,Forest,Water,Forest,Water,Non_Wetland,Water
2589,Forest,Water,Forest,Water,Non_Wetland,Forest
2590,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2591,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2592,Forest,Forest,NULL,Water,Non_Wetland,Water
2593,Forest,Forest,NULL,Water,Non_Wetland,Forest
2594,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2595,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2596,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2597,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2598,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2599,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2600,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2601,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2602,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
2603,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
2604,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2605,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2606,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2607,Forest,Forest,Shrubland,Water,Non_Wetland,Cropland
2608,Forest,Forest,Shrubland,Water,Non_Wetland,Bareland
2609,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2610,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2611,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2612,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2613,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2614,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2615,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2616,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2617,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2618,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2619,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2620,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2621,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2622,Forest,Forest,Grassland,Water,Non_Wetland,Water
2623,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2624,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
2625,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2626,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
2627,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
2628,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
2629,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2630,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2631,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2632,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
2633,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
2634,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2635,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2636,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2637,Forest,Forest,Cropland,Water,Non_Wetland,Cropland
2638,Forest,Forest,Cropland,Water,Non_Wetland,Bareland
2639,Forest,Forest,Cropland,Water,Non_Wetland,Water
2640,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2641,Forest,Forest,Wetland,NULL,Wetland,Grassland
2642,Forest,Forest,Wetland,NULL,Wetland,Cropland
2643,Forest,Forest,Wetland,NULL,Wetland,Water
2644,Forest,Forest,Wetland,NULL,Wetland,Forest
2645,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2646,Forest,Forest,Wetland,Non_Water,Wetland,Cropland
2647,Forest,Forest,Wetland,Non_Water,Wetland,Bareland
2648,Forest,Forest,Wetland,Non_Water,Wetland,Water
2649,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2650,Forest,Forest,Wetland,Water,Wetland,Grassland
2651,Forest,Forest,Wetland,Water,Wetland,Cropland
2652,Forest,Forest,Wetland,Water,Wetland,Bareland
2653,Forest,Forest,Wetland,Water,Wetland,Water
2654,Forest,Forest,Wetland,Water,Wetland,Forest
2655,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2656,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2657,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2658,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2659,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2660,Forest,Forest,Bareland,Non_Water,Non_Wetland,Cropland
2661,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2662,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2663,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2664,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2665,Forest,Forest,Bareland,Water,Non_Wetland,Cropland
2666,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2667,Forest,Forest,Bareland,Water,Non_Wetland,Water
2668,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2669,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2670,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2671,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2672,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2673,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland
2674,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland
2675,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2676,Forest,Forest,Built-up,Water,Non_Wetland,Bareland
2677,Forest,Forest,Built-up,Water,Non_Wetland,Forest
2678,Forest,Forest,Water,NULL,Water,Grassland
2679,Forest,Forest,Water,NULL,Water,Cropland
2680,Forest,Forest,Water,NULL,Water,Bareland
2681,Forest,Forest,Water,NULL,Water,Water
2682,Forest,Forest,Water,NULL,Water,Forest
2683,Forest,Forest,Water,Non_Water,Water,Grassland
2684,Forest,Forest,Water,Non_Water,Water,Cropland
2685,Forest,Forest,Water,Non_Water,Water,Bareland
2686,Forest,Forest,Water,Non_Water,Water,Water
2687,Forest,Forest,Water,Non_Water,Water,Forest
2688,Forest,Forest,Water,Water,Water,Grassland
2689,Forest,Forest,Water,Water,Water,Cropland
2690,Forest,Forest,Water,Water,Water,Bareland
2691,Forest,Forest,Water,Water,Water,Water
2692,Forest,Forest,Water,Water,Water,Forest
2693,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2694,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2695,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2696,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2697,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2698,Forest,Forest,Forest,NULL,Non_Wetland,Water
2699,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2700,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2701,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2702,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2703,Forest,Forest,Forest,Non_Water,Non_Wetland,Built-up
2704,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2705,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2706,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2707,Forest,Forest,Forest,Water,Non_Wetland,Cropland
2708,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2709,Forest,Forest,Forest,Water,Non_Wetland,Water
2710,Forest,Forest,Forest,Water,Non_Wetland,Forest
