Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQD_M_R
3649,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Water
3650,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3651,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
3652,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Forest
3653,Forest,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
3654,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3655,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3656,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Grassland
3657,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
3658,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
3659,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Forest
3660,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
3661,Forest,NULL,Grassland,Water,Non_Wetland,Water,Forest,Forest
3662,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3663,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3664,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3665,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3666,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3667,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
3668,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3669,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3670,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3671,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3672,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3673,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3674,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3675,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3676,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3677,Forest,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
3678,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3679,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3680,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3681,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
3682,Forest,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3683,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
3684,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3685,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3686,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
3687,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3688,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3689,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3690,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3691,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
3692,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3693,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
3694,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
3695,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
3696,Forest,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
3697,Forest,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
3698,Forest,NULL,Wetland,NULL,Wetland,Cropland,Water,Forest
3699,Forest,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
3700,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
3701,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3702,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3703,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3704,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3705,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3706,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3707,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3708,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3709,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
3710,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
3711,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
3712,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
3713,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3714,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3715,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3716,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
3717,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3718,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3719,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3720,Forest,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
3721,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
3722,Forest,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
3723,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
3724,Forest,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
3725,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
3726,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
3727,Forest,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
3728,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3729,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
3730,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3731,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
3732,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3733,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
3734,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3735,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
3736,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3737,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
3738,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3739,Forest,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3740,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3741,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3742,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3743,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3744,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3745,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
3746,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,NULL
3747,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3748,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
3749,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
3750,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
3751,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3752,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
3753,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
3754,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
3755,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
3756,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3757,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,NULL
3758,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3759,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3760,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
3761,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
3762,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3763,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3764,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3765,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3766,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
3767,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3768,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3769,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3770,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3771,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
3772,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
3773,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3774,Forest,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
3775,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3776,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
3777,Forest,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
3778,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3779,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3780,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3781,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3782,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3783,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3784,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3785,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3786,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3787,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
3788,Forest,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3789,Forest,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
3790,Forest,NULL,Wetland,Water,Wetland,NULL,Wetland,Forest
3791,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
3792,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
3793,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
3794,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
3795,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
3796,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
3797,Forest,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
3798,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3799,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
3800,Forest,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
3801,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3802,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3803,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3804,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3805,Forest,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
3806,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3807,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
3808,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3809,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3810,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
3811,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
3812,Forest,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
3813,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3814,Forest,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
3815,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3816,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
3817,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3818,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3819,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3820,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3821,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
3822,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
3823,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
3824,Forest,NULL,Wetland,Water,Wetland,Water,Forest,Forest
3825,Forest,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
3826,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Forest
3827,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,NULL
3828,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
3829,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
3830,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,NULL
3831,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Grassland
3832,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
3833,Forest,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3834,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3835,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3836,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3837,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3838,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3839,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3840,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
3841,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3842,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Built-up
3843,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
3844,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
3845,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
3846,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
3847,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
3848,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3849,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
3850,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Wetland,Forest
3851,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Water
3852,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland,Forest,Forest
3853,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
3854,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3855,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3856,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
3857,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
3858,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3859,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3860,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3861,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3862,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
3863,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3864,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
3865,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
3866,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3867,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3868,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
3869,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
3870,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3871,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3872,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3873,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
3874,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3875,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3876,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3877,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3878,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Grassland
3879,Forest,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
3880,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3881,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3882,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3883,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3884,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3885,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3886,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3887,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3888,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
3889,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3890,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3891,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3892,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3893,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3894,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3895,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3896,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3897,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3898,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3899,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3900,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3901,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3902,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3903,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3904,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3905,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
3906,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3907,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Grassland
3908,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
3909,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3910,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3911,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3912,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3913,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Grassland
3914,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3915,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
3916,Forest,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Wetland
3917,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3918,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3919,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
3920,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
3921,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
3922,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Wetland
3923,Forest,NULL,Bareland,Water,Non_Wetland,Water,Forest,Forest
3924,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3925,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3926,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3927,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3928,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
3929,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
3930,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3931,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
3932,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
3933,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
3934,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
3935,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
3936,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3937,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3938,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
3939,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3940,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3941,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
3942,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
3943,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3944,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3945,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3946,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3947,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
3948,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
3949,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Forest,Forest
3950,Forest,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3951,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3952,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3953,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3954,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
3955,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3956,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
3957,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
3958,Forest,NULL,Built-up,Non_Water,Non_Wetland,Water,Forest,Grassland
3959,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
3960,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
3961,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3962,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
3963,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Forest
3964,Forest,NULL,Built-up,Water,Non_Wetland,Water,Water,Forest
3965,Forest,NULL,Water,NULL,Water,Grassland,Grassland,Forest
3966,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
3967,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
3968,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
3969,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
3970,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3971,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Forest
3972,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3973,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
3974,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
3975,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
3976,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
3977,Forest,NULL,Water,NULL,Water,Wetland,Water,Wetland
3978,Forest,NULL,Water,NULL,Water,Wetland,Water,Water
3979,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
3980,Forest,NULL,Water,NULL,Water,Wetland,Forest,Grassland
3981,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
3982,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
3983,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
3984,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
3985,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
3986,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
3987,Forest,NULL,Water,NULL,Water,Water,Wetland,Forest
3988,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
3989,Forest,NULL,Water,NULL,Water,Water,Water,Wetland
3990,Forest,NULL,Water,NULL,Water,Water,Water,Water
3991,Forest,NULL,Water,NULL,Water,Water,Water,Forest
3992,Forest,NULL,Water,NULL,Water,Water,Forest,Grassland
