Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLA_M_R
2436,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2437,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2438,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2439,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Forest,Grassland
2440,Forest,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2441,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2442,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2443,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2444,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2445,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2446,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2447,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2448,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2449,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2450,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2451,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2452,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2453,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2454,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2455,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2456,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2457,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2458,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2459,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2460,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2461,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2462,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2463,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2464,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2465,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2466,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2467,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2468,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2469,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
2470,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2471,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2472,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2473,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2474,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2475,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2476,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2477,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2478,Forest,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2479,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2480,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2481,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2482,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2483,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2484,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2485,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2486,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2487,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2488,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2489,Forest,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2490,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2491,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2492,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2493,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2494,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2495,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2496,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2497,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2498,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
2499,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2500,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2501,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2502,Forest,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2503,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
2504,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2505,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2506,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2507,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
2508,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
2509,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2510,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2511,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2512,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2513,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
2514,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2515,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2516,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2517,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2518,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2519,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
2520,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2521,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2522,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2523,Forest,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
2524,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2525,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
2526,Forest,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
2527,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2528,Forest,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2529,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2530,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
2531,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2532,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
2533,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2534,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2535,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2536,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2537,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2538,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2539,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2540,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2541,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2542,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2543,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2544,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
2545,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2546,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
2547,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
2548,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
2549,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Water
2550,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2551,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2552,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
2553,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2554,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2555,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2556,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
2557,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
2558,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2559,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2560,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
2561,Forest,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2562,Forest,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2563,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
2564,Forest,NULL,Wetland,Water,Wetland,Water,Water,Forest
2565,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2566,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2567,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2568,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2569,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
2570,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
2571,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
2572,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2573,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2574,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2575,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2576,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2577,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2578,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
2579,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2580,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2581,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2582,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2583,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2584,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2585,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2586,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2587,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2588,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2589,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2590,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2591,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
2592,Forest,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Water
2593,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
2594,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2595,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
2596,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2597,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2598,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2599,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2600,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
2601,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2602,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Water
2603,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
2604,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2605,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
2606,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2607,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
2608,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2609,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2610,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2611,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
2612,Forest,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2613,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
2614,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
2615,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
2616,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2617,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2618,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
2619,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
2620,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
2621,Forest,NULL,Water,NULL,Water,Water,Wetland,Wetland
2622,Forest,NULL,Water,NULL,Water,Water,Water,Water
2623,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2624,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
2625,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
2626,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
2627,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
2628,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
2629,Forest,NULL,Water,Non_Water,Water,Wetland,Water,Forest
2630,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
2631,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
2632,Forest,NULL,Water,Water,Water,Grassland,Wetland,Water
2633,Forest,NULL,Water,Water,Water,Grassland,Water,Wetland
2634,Forest,NULL,Water,Water,Water,Grassland,Water,Water
2635,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2636,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
2637,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
2638,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
2639,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
2640,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
2641,Forest,NULL,Water,Water,Water,Wetland,Water,Water
2642,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
2643,Forest,NULL,Water,Water,Water,Water,Wetland,Grassland
2644,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
2645,Forest,NULL,Water,Water,Water,Water,Wetland,Water
2646,Forest,NULL,Water,Water,Water,Water,Water,Grassland
2647,Forest,NULL,Water,Water,Water,Water,Water,Wetland
2648,Forest,NULL,Water,Water,Water,Water,Water,Water
2649,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2650,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2651,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2652,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2653,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2654,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2655,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2656,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2657,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2658,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2659,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2660,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2661,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2662,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2663,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2664,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2665,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2666,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2667,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2668,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2669,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2670,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2671,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2672,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2673,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2674,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2675,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2676,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2677,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2678,Forest,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
2679,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2680,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2681,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2682,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2683,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2684,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2685,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2686,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2687,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2688,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2689,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2690,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2691,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2692,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2693,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2694,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2695,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2696,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2697,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2698,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
2699,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2700,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
2701,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2702,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Wetland
2703,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
2704,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2705,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2706,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2707,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2708,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2709,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
2710,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
2711,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
2712,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
2713,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2714,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2715,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2716,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2717,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2718,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2719,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2720,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2721,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2722,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2723,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2724,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2725,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2726,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2727,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2728,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2729,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Water,Grassland
2730,Forest,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2731,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2732,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2733,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2734,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2735,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2736,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2737,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2738,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
2739,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
2740,Forest,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
2741,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
2742,Forest,Wetland,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
2743,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2744,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2745,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2746,Forest,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Forest
2747,Forest,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2748,Forest,Wetland,NULL,Water,Non_Wetland,Water,Water,Grassland
2749,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2750,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2751,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2752,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2753,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2754,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2755,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2756,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
2757,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2758,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
