Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQQ_M_R
8698,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8699,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
8700,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
8701,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
8702,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8703,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8704,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
8705,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
8706,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
8707,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8708,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
8709,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8710,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
8711,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8712,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8713,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
8714,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
8715,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
8716,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
8717,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8718,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
8719,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
8720,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
8721,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8722,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
8723,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8724,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8725,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
8726,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
8727,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
8728,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
8729,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
8730,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
8731,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8732,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
8733,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8734,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8735,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8736,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8737,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
8738,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
8739,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
8740,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
8741,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8742,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
8743,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8744,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
8745,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
8746,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8747,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
8748,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8749,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
8750,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8751,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8752,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
8753,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
8754,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
8755,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8756,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8757,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
8758,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
8759,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8760,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8761,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8762,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
8763,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
8764,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
8765,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8766,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
8767,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
8768,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8769,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8770,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8771,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8772,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
8773,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
8776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
8778,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
8779,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
8780,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8781,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8782,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
8783,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8784,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
8785,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
8786,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8787,Bareland,Cropland,Wetland,NULL,Wetland,NULL,Built-up,Wetland
8788,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
8789,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Water,Wetland
8790,Bareland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
8791,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Built-up,Grassland
8792,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
8793,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8794,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8795,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
8796,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
8797,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8798,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
8799,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Water
8800,Bareland,Cropland,Wetland,Non_Water,Wetland,Built-up,Built-up,Wetland
8801,Bareland,Cropland,Wetland,Non_Water,Wetland,Built-up,Built-up,Water
8802,Bareland,Cropland,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
8803,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Bareland,Water
8804,Bareland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
8805,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
8806,Bareland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
8807,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
8808,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
8809,Bareland,Cropland,Wetland,Water,Wetland,Water,Water,Water
8810,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
8811,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,Water,Water
8812,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Wetland
8813,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Bareland
8814,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8815,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Bareland
8816,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water,Water,Water
8817,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
8818,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
8819,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8820,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
8821,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
8822,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
8823,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8824,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8825,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
8826,Bareland,Cropland,Bareland,Water,Non_Wetland,Water,Water,Water
8827,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8828,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
8829,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
8830,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
8831,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
8832,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8833,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Wetland
8834,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
8835,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
8836,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8837,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Wetland
8838,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,Water,Bareland
8839,Bareland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
8840,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8841,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8842,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
8843,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
8844,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8845,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8846,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8847,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
8848,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
8849,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Water,Water
8850,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8851,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
8852,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8853,Bareland,Cropland,Built-up,NULL,Non_Wetland,Water,Water,Water
8854,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Bareland
8855,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8856,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8857,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
8858,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Wetland
8859,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
8860,Bareland,Cropland,Water,NULL,Water,NULL,Wetland,Wetland
8861,Bareland,Cropland,Water,NULL,Water,Water,Water,Water
8862,Bareland,Cropland,Water,Non_Water,Water,NULL,Water,Water
8863,Bareland,Cropland,Water,Non_Water,Water,Water,Water,Water
8864,Bareland,Cropland,Water,Water,Water,Bareland,Water,Water
8865,Bareland,Cropland,Water,Water,Water,Water,Water,Water
8866,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
8867,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
8868,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
8869,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
8870,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
8871,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
8872,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
8873,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8874,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
8875,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
8876,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
8877,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8878,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8879,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
8880,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
8881,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
8882,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
8883,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
8884,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
8885,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8886,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
8887,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
8888,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8889,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8890,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
8891,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8892,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8893,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8894,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8895,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
8896,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8897,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8898,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8899,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8900,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8901,Bareland,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
8902,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8903,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
8904,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
8905,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
8906,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
8907,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
8908,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8909,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8910,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8911,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
8912,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
8913,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
8914,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
8915,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
8916,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
8917,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
8918,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
8919,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
8920,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
8921,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Wetland
8922,Bareland,Wetland,Wetland,NULL,Wetland,NULL,Water,Water
8923,Bareland,Wetland,Wetland,NULL,Wetland,Bareland,Water,Water
8924,Bareland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
8925,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
8926,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Bareland
8927,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Water
8928,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
8929,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Water
8930,Bareland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
8931,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
8932,Bareland,Wetland,Wetland,Water,Wetland,NULL,Water,Water
8933,Bareland,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
8934,Bareland,Wetland,Wetland,Water,Wetland,Water,Water,Water
8935,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
8936,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water,Water
8937,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland,Water,Water
8938,Bareland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Water
8939,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
8940,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Wetland
8941,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
8942,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
8943,Bareland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
8944,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Wetland
8945,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL,Water,Water
8946,Bareland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
8947,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
8948,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
8949,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
8950,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
8951,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,Water,Water
8952,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
8953,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
8954,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
8955,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
8956,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
8957,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
8958,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
8959,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
8960,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
8961,Bareland,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
8962,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
8963,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Water
8964,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8965,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8966,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
8967,Bareland,Wetland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
8968,Bareland,Wetland,Built-up,Water,Non_Wetland,Water,Water,Water
8969,Bareland,Wetland,Water,NULL,Water,NULL,Water,Wetland
8970,Bareland,Wetland,Water,NULL,Water,Bareland,Water,Water
8971,Bareland,Wetland,Water,NULL,Water,Water,Water,Water
8972,Bareland,Wetland,Water,Non_Water,Water,NULL,Water,Wetland
8973,Bareland,Wetland,Water,Non_Water,Water,NULL,Water,Water
8974,Bareland,Wetland,Water,Non_Water,Water,Water,Water,Water
8975,Bareland,Wetland,Water,Water,Water,NULL,Water,Wetland
8976,Bareland,Wetland,Water,Water,Water,NULL,Water,Water
8977,Bareland,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
8978,Bareland,Wetland,Water,Water,Water,Bareland,Water,Water
8979,Bareland,Wetland,Water,Water,Water,Water,Water,Water
8980,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
8981,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
8982,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
8983,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
8984,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
8985,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
8986,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
8987,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
8988,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
8989,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
8990,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
8991,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Wetland
8992,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
8993,Bareland,Bareland,NULL,NULL,Non_Wetland,Water,Water,Wetland
8994,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
8995,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
8996,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
8997,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
8998,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
8999,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Wetland
9000,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Built-up,NULL,Wetland
9001,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
9002,Bareland,Bareland,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
9003,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
9004,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
9005,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9006,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9007,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
9008,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
9009,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9010,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9011,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
9012,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
9013,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
9014,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9015,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
9016,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
