Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMK_M_R
1861,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1862,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1863,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
1864,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1865,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1866,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1867,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1868,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1869,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1870,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Bareland
1871,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1872,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1873,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1874,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1875,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Water
1876,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1877,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1878,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1879,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,Bareland
1880,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
1881,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1882,Forest,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
1883,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
1884,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1885,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1886,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
1887,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
1888,Forest,NULL,Forest,Water,Non_Wetland,Water,Bareland,Water
1889,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1890,Forest,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1891,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1892,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1893,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1894,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1895,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1896,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1897,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1898,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1899,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1900,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1901,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1902,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1903,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1904,Forest,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1905,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
1906,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1907,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1908,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
1909,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1910,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1911,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1912,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1913,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1914,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1915,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1916,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
1917,Forest,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
1918,Forest,Wetland,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
1919,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest,Bareland,Forest
1920,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1921,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1922,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1923,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1924,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1925,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1926,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1927,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1928,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1929,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1930,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1931,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1932,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1933,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
1934,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1935,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1936,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1937,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1938,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1939,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1940,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1941,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
1942,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1943,Forest,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
1944,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1945,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1946,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1947,Forest,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1948,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1949,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1950,Forest,Wetland,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1951,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1952,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1953,Forest,Wetland,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1954,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1955,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Water
1956,Forest,Wetland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1957,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Bareland
1958,Forest,Wetland,Wetland,NULL,Wetland,Water,Bareland,Forest
1959,Forest,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
1960,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Grassland
1961,Forest,Wetland,Wetland,NULL,Wetland,Forest,Bareland,Forest
1962,Forest,Wetland,Wetland,Water,Wetland,NULL,Bareland,Bareland
1963,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
1964,Forest,Wetland,Water,NULL,Water,NULL,Bareland,Forest
1965,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Forest
1966,Forest,Wetland,Water,NULL,Water,Grassland,Bareland,Forest
1967,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Grassland
1968,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Bareland
1969,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Water
1970,Forest,Wetland,Water,NULL,Water,Bareland,Bareland,Forest
1971,Forest,Wetland,Water,NULL,Water,Water,Bareland,Grassland
1972,Forest,Wetland,Water,NULL,Water,Water,Bareland,Bareland
1973,Forest,Wetland,Water,NULL,Water,Water,Bareland,Forest
1974,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1975,Forest,Wetland,Water,NULL,Water,Forest,Bareland,Forest
1976,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Grassland
1977,Forest,Wetland,Water,Non_Water,Water,Bareland,Bareland,Bareland
1978,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1979,Forest,Wetland,Water,Water,Water,NULL,Bareland,Grassland
1980,Forest,Wetland,Water,Water,Water,NULL,Bareland,Forest
1981,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1982,Forest,Wetland,Water,Water,Water,Grassland,Bareland,Grassland
1983,Forest,Wetland,Water,Water,Water,Grassland,Bareland,Forest
1984,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
1985,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Grassland
1986,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Bareland
1987,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Water
1988,Forest,Wetland,Water,Water,Water,Bareland,Bareland,Forest
1989,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
1990,Forest,Wetland,Water,Water,Water,Water,Bareland,Bareland
1991,Forest,Wetland,Water,Water,Water,Water,Bareland,Forest
1992,Forest,Wetland,Water,Water,Water,Forest,Bareland,Forest
1993,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1994,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1995,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1996,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1997,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1998,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1999,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2000,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2001,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2002,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2003,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2004,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2005,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
2006,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2007,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2008,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Water
2009,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2010,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2011,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2012,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2013,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2014,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2015,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2016,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2017,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2018,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2019,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2020,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2021,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2022,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2023,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2024,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2025,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
2026,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2027,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,NULL
2028,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Grassland
2029,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Bareland
2030,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Forest,Forest
2031,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2032,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2033,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2034,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2035,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
2036,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2037,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2038,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2039,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2040,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2041,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2042,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2043,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Bareland,Forest
2044,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2045,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Water,Grassland
2046,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2047,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2048,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2049,Forest,Wetland,Forest,Water,Non_Wetland,Bareland,Forest,Bareland
2050,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Bareland,Forest
2051,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2052,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2053,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2054,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2055,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2056,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2057,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2058,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2059,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2060,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2061,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2062,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2063,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2064,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2065,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2066,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2067,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2068,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2069,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2070,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2071,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2072,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2073,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2074,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2075,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2076,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2077,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
2078,Forest,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
2079,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2080,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2081,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2082,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2083,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2084,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2085,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2086,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2087,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2088,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2089,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2090,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2091,Forest,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2092,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2093,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2094,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2095,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
2096,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2097,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
2098,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2099,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2100,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2101,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
2102,Forest,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2103,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2104,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2105,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
2106,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2107,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
2108,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
2109,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
2110,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
2111,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
2112,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
2113,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2114,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
2115,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2116,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
2117,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2118,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2119,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2120,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2121,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2122,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2123,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2124,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2125,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
2126,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2127,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2128,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2129,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2130,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2131,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2132,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2133,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2134,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2135,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2136,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
2137,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2138,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
2139,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
2140,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
2141,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2142,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2143,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2144,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2145,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2146,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
2147,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2148,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
2149,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2150,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2151,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
2152,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
2153,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
2154,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
2155,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
2156,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
2157,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
2158,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
2159,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
2160,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2161,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
2162,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
2163,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2164,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2165,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2166,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Bareland,Grassland
2167,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
2168,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
2169,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2170,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2171,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2172,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2173,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2174,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
2175,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2176,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2177,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2178,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2179,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2180,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2181,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Bareland
2182,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2183,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
2184,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
2185,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2186,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2187,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
2188,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2189,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2190,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Water
2191,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
