Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRG_M_R
2320,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2321,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2322,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2323,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2324,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2325,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
2326,Water,Bareland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2327,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2328,Water,Bareland,Water,NULL,Water,Water,Water,Wetland
2329,Water,Bareland,Water,Water,Water,Wetland,Water,Grassland
2330,Water,Bareland,Water,Water,Water,Wetland,Water,Water
2331,Water,Bareland,Water,Water,Water,Water,Water,Grassland
2332,Water,Bareland,Water,Water,Water,Water,Water,Bareland
2333,Water,Bareland,Water,Water,Water,Water,Water,Water
2334,Water,Bareland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2335,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2336,Water,Bareland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2337,Water,Bareland,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2338,Water,Bareland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2339,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2340,Water,Bareland,Forest,Water,Non_Wetland,Wetland,Water,Water
2341,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2342,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2343,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2344,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2345,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2346,Water,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2347,Water,Built-up,Wetland,NULL,Wetland,Water,Grassland,Grassland
2348,Water,Built-up,Water,NULL,Water,Water,Water,Forest
2349,Water,Built-up,Water,Water,Water,Wetland,Grassland,Grassland
2350,Water,Built-up,Water,Water,Water,Wetland,Grassland,Wetland
2351,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2352,Water,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2353,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2354,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2355,Water,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2356,Water,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2357,Water,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2358,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2359,Water,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2360,Water,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2361,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
2362,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
2363,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
2364,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
2365,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2366,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2367,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2368,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2369,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2370,Water,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
2371,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2372,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2373,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2374,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
2375,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
2376,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
2377,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2378,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2379,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2380,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
2381,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2382,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2383,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2384,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2385,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
2386,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
2387,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
2388,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2389,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2390,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
2391,Water,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2392,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2393,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2394,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
2395,Water,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
2396,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2397,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2398,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
2399,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2400,Water,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2401,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2402,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2403,Water,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2404,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2405,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
2406,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
2407,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
2408,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
2409,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2410,Water,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
2411,Water,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2412,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2413,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2414,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
2415,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2416,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2417,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2418,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2419,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
2420,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2421,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
2422,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
2423,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
2424,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
2425,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
2426,Water,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
2427,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2428,Water,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
2429,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
2430,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Grassland,Water
2431,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
2432,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2433,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Bareland
2434,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Water
2435,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2436,Water,Water,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
2437,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
2438,Water,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
2439,Water,Water,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
2440,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2441,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Water
2442,Water,Water,Shrubland,Water,Non_Wetland,Water,Grassland,Forest
2443,Water,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2444,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2445,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Wetland
2446,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
2447,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
2448,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
2449,Water,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
2450,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2451,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2452,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2453,Water,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2454,Water,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2455,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2456,Water,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2457,Water,Water,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
2458,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
2459,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2460,Water,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2461,Water,Water,Grassland,Water,Non_Wetland,Water,Forest,Grassland
2462,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2463,Water,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
2464,Water,Water,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
2465,Water,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
2466,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2467,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2468,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2469,Water,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2470,Water,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2471,Water,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
2472,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2473,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
2474,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
2475,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
2476,Water,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2477,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2478,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2479,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
2480,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2481,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2482,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2483,Water,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
2484,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2485,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
2486,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2487,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2488,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
2489,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2490,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2491,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Grassland
2492,Water,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
2493,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2494,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
2495,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Water
2496,Water,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2497,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2498,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2499,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
2500,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2501,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2502,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2503,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2504,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2505,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
2506,Water,Water,Wetland,NULL,Wetland,Water,Water,Forest
2507,Water,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
2508,Water,Water,Wetland,NULL,Wetland,Water,Forest,Water
2509,Water,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2510,Water,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2511,Water,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
2512,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2513,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2514,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2515,Water,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
2516,Water,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
2517,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2518,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2519,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2520,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2521,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2522,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2523,Water,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2524,Water,Water,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
2525,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2526,Water,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
2527,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2528,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2529,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2530,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2531,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2532,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2533,Water,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2534,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
2535,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2536,Water,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2537,Water,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2538,Water,Water,Wetland,Water,Wetland,NULL,Water,Forest
2539,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
2540,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Bareland
2541,Water,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
2542,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2543,Water,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2544,Water,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2545,Water,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2546,Water,Water,Wetland,Water,Wetland,Wetland,Water,Bareland
2547,Water,Water,Wetland,Water,Wetland,Wetland,Water,Water
2548,Water,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2549,Water,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2550,Water,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
2551,Water,Water,Wetland,Water,Wetland,Water,Grassland,Water
2552,Water,Water,Wetland,Water,Wetland,Water,Wetland,Water
2553,Water,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2554,Water,Water,Wetland,Water,Wetland,Water,Water,Grassland
2555,Water,Water,Wetland,Water,Wetland,Water,Water,Wetland
2556,Water,Water,Wetland,Water,Wetland,Water,Water,Water
2557,Water,Water,Wetland,Water,Wetland,Water,Water,Forest
2558,Water,Water,Wetland,Water,Wetland,Water,Forest,Water
2559,Water,Water,Wetland,Water,Wetland,Water,Forest,Forest
2560,Water,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2561,Water,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2562,Water,Water,Water,NULL,Water,NULL,Water,Forest
2563,Water,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2564,Water,Water,Water,NULL,Water,Grassland,Wetland,Water
2565,Water,Water,Water,NULL,Water,Grassland,Water,Grassland
2566,Water,Water,Water,NULL,Water,Wetland,Grassland,Grassland
2567,Water,Water,Water,NULL,Water,Wetland,Grassland,Water
2568,Water,Water,Water,NULL,Water,Wetland,Grassland,Forest
2569,Water,Water,Water,NULL,Water,Wetland,Wetland,Water
2570,Water,Water,Water,NULL,Water,Wetland,Wetland,Forest
2571,Water,Water,Water,NULL,Water,Wetland,Water,Grassland
2572,Water,Water,Water,NULL,Water,Wetland,Water,Bareland
2573,Water,Water,Water,NULL,Water,Wetland,Water,Water
2574,Water,Water,Water,NULL,Water,Wetland,Water,Forest
2575,Water,Water,Water,NULL,Water,Wetland,Forest,Forest
2576,Water,Water,Water,NULL,Water,Water,Shrubland,Grassland
2577,Water,Water,Water,NULL,Water,Water,Grassland,Grassland
2578,Water,Water,Water,NULL,Water,Water,Grassland,Bareland
2579,Water,Water,Water,NULL,Water,Water,Grassland,Water
2580,Water,Water,Water,NULL,Water,Water,Grassland,Forest
2581,Water,Water,Water,NULL,Water,Water,Wetland,Grassland
2582,Water,Water,Water,NULL,Water,Water,Wetland,Water
2583,Water,Water,Water,NULL,Water,Water,Wetland,Forest
2584,Water,Water,Water,NULL,Water,Water,Water,Grassland
2585,Water,Water,Water,NULL,Water,Water,Water,Wetland
2586,Water,Water,Water,NULL,Water,Water,Water,Bareland
2587,Water,Water,Water,NULL,Water,Water,Water,Water
2588,Water,Water,Water,NULL,Water,Water,Water,Forest
2589,Water,Water,Water,NULL,Water,Water,Forest,Water
2590,Water,Water,Water,NULL,Water,Water,Forest,Forest
2591,Water,Water,Water,NULL,Water,Forest,Water,Forest
2592,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2593,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2594,Water,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2595,Water,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2596,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
2597,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
2598,Water,Water,Water,Non_Water,Water,Water,Wetland,Bareland
2599,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
2600,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
2601,Water,Water,Water,Non_Water,Water,Water,Water,Grassland
2602,Water,Water,Water,Non_Water,Water,Water,Water,Bareland
2603,Water,Water,Water,Non_Water,Water,Water,Water,Water
2604,Water,Water,Water,Non_Water,Water,Water,Water,Forest
2605,Water,Water,Water,Water,Water,NULL,Wetland,Forest
2606,Water,Water,Water,Water,Water,NULL,Water,Water
2607,Water,Water,Water,Water,Water,NULL,Water,Forest
2608,Water,Water,Water,Water,Water,Grassland,Wetland,Water
2609,Water,Water,Water,Water,Water,Wetland,Grassland,Grassland
2610,Water,Water,Water,Water,Water,Wetland,Grassland,Forest
2611,Water,Water,Water,Water,Water,Wetland,Wetland,Grassland
2612,Water,Water,Water,Water,Water,Wetland,Wetland,Water
2613,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
2614,Water,Water,Water,Water,Water,Wetland,Water,Grassland
2615,Water,Water,Water,Water,Water,Wetland,Water,Bareland
2616,Water,Water,Water,Water,Water,Wetland,Water,Water
2617,Water,Water,Water,Water,Water,Wetland,Water,Forest
2618,Water,Water,Water,Water,Water,Wetland,Forest,Forest
2619,Water,Water,Water,Water,Water,Bareland,Water,Grassland
2620,Water,Water,Water,Water,Water,Water,Shrubland,Grassland
2621,Water,Water,Water,Water,Water,Water,Grassland,Grassland
2622,Water,Water,Water,Water,Water,Water,Grassland,Wetland
2623,Water,Water,Water,Water,Water,Water,Grassland,Water
2624,Water,Water,Water,Water,Water,Water,Grassland,Forest
2625,Water,Water,Water,Water,Water,Water,Wetland,Bareland
2626,Water,Water,Water,Water,Water,Water,Wetland,Water
2627,Water,Water,Water,Water,Water,Water,Wetland,Forest
2628,Water,Water,Water,Water,Water,Water,Bareland,Grassland
2629,Water,Water,Water,Water,Water,Water,Bareland,Water
2630,Water,Water,Water,Water,Water,Water,Water,Grassland
2631,Water,Water,Water,Water,Water,Water,Water,Wetland
2632,Water,Water,Water,Water,Water,Water,Water,Bareland
2633,Water,Water,Water,Water,Water,Water,Water,Water
2634,Water,Water,Water,Water,Water,Water,Water,Forest
2635,Water,Water,Water,Water,Water,Water,Forest,Water
2636,Water,Water,Water,Water,Water,Water,Forest,Forest
2637,Water,Water,Water,Water,Water,Forest,Grassland,Forest
2638,Water,Water,Water,Water,Water,Forest,Water,Forest
2639,Water,Water,Water,Water,Water,Forest,Forest,Forest
2640,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2641,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
2642,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2643,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
2644,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2645,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2646,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2647,Water,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2648,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2649,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2650,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2651,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2652,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2653,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2654,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
2655,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2656,Water,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2657,Water,Water,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2658,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2659,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2660,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
2661,Water,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2662,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
