Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KBU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KBU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KBU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KBU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KBU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KBU_M_R
3141,Water,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
3142,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3143,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
3144,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
3145,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
3146,Water,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
3147,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3148,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Water
3149,Water,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
3150,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
3151,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
3152,Water,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Water
3153,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
3154,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Cropland
3155,Water,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Water
3156,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
3157,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
3158,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
3159,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3160,Water,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
3161,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Grassland
3162,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Water
3163,Water,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
3164,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3165,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3166,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
3167,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Water
3168,Water,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3169,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Water
3170,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
3171,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
3172,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Water
3173,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Cropland
3174,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Bareland
3175,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Water
3176,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
3177,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Water
3178,Water,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3179,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3180,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3181,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3182,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
3183,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3184,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3185,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
3186,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Bareland
3187,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
3188,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
3189,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
3190,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
3191,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Water
3192,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
3193,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3194,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
3195,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
3196,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
3197,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
3198,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
3199,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3200,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3201,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
3202,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Bareland
3203,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Water
3204,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
3205,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3206,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3207,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3208,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Cropland
3209,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Water
3210,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
3211,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3212,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
3213,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
3214,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3215,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Water
3216,Water,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
3217,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
3218,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
3219,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
3220,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
3221,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
3222,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
3223,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
3224,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Water
3225,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Water
3226,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,Forest
3227,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
3228,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
3229,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
3230,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
3231,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Water
3232,Water,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Forest
3233,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Water
3234,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
3235,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
3236,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Water
3237,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
3238,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Water
3239,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
3240,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3241,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3242,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
3243,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
3244,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
3245,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
3246,Water,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
3247,Water,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
3248,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
3249,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
3250,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
3251,Water,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Forest
3252,Water,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
3253,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
3254,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Cropland
3255,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
3256,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
3257,Water,NULL,Cropland,Water,Non_Wetland,NULL,Water,Forest
3258,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Water
3259,Water,NULL,Cropland,Water,Non_Wetland,NULL,Forest,Forest
3260,Water,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
3261,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
3262,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Cropland
3263,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Bareland
3264,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Water
3265,Water,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Forest
3266,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Water
3267,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Built-up,Water
3268,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
3269,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Cropland
3270,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Built-up
3271,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
3272,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Forest
3273,Water,NULL,Cropland,Water,Non_Wetland,Wetland,Forest,Grassland
3274,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
3275,Water,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
3276,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
3277,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
3278,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
3279,Water,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Bareland
3280,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Grassland
3281,Water,NULL,Cropland,Water,Non_Wetland,Built-up,NULL,Water
3282,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Water
3283,Water,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Water
3284,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
3285,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
3286,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
3287,Water,NULL,Cropland,Water,Non_Wetland,Water,NULL,Forest
3288,Water,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
3289,Water,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
3290,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
3291,Water,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
3292,Water,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Water
3293,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
3294,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
3295,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
3296,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
3297,Water,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
3298,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Grassland
3299,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Water
3300,Water,NULL,Cropland,Water,Non_Wetland,Water,Forest,Forest
3301,Water,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
3302,Water,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
3303,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Water
3304,Water,NULL,Cropland,Water,Non_Wetland,Forest,Water,Forest
3305,Water,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Water
3306,Water,NULL,Cropland,Water,Non_Wetland,Forest,Forest,Forest
3307,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
3308,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
3309,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
3310,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
3311,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3312,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
3313,Water,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
3314,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
3315,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Water
3316,Water,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
3317,Water,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
3318,Water,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3319,Water,NULL,Wetland,NULL,Wetland,Wetland,NULL,Water
3320,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3321,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
3322,Water,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3323,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
3324,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3325,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
3326,Water,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3327,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Water
3328,Water,NULL,Wetland,NULL,Wetland,Water,NULL,Forest
3329,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
3330,Water,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3331,Water,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3332,Water,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
3333,Water,NULL,Wetland,NULL,Wetland,Water,Water,Water
3334,Water,NULL,Wetland,NULL,Wetland,Water,Water,Forest
3335,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Bareland
3336,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Water
3337,Water,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
3338,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
3339,Water,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
3340,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Water
3341,Water,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
3342,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Water
3343,Water,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
3344,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Water
3345,Water,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
3346,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
3347,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
3348,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
3349,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
3350,Water,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3351,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3352,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
3353,Water,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
3354,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
3355,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Water
3356,Water,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Forest
3357,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
3358,Water,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Water
3359,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3360,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3361,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3362,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3363,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
3364,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3365,Water,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Water
3366,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
3367,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
3368,Water,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
3369,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
3370,Water,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3371,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3372,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3373,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
3374,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
3375,Water,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3376,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Water
3377,Water,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
3378,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Water
3379,Water,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
3380,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3381,Water,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
3382,Water,NULL,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
3383,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Grassland
3384,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
3385,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Water
3386,Water,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
3387,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Water
3388,Water,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
3389,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
3390,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
3391,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Bareland
3392,Water,NULL,Wetland,Water,Wetland,NULL,Wetland,Water
3393,Water,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3394,Water,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
3395,Water,NULL,Wetland,Water,Wetland,NULL,Water,Bareland
3396,Water,NULL,Wetland,Water,Wetland,NULL,Water,Water
3397,Water,NULL,Wetland,Water,Wetland,NULL,Water,Forest
3398,Water,NULL,Wetland,Water,Wetland,NULL,Forest,Forest
3399,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
3400,Water,NULL,Wetland,Water,Wetland,Wetland,NULL,Water
3401,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3402,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
3403,Water,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
3404,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3405,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3406,Water,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
3407,Water,NULL,Wetland,Water,Wetland,Water,NULL,Water
3408,Water,NULL,Wetland,Water,Wetland,Water,NULL,Forest
3409,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Water
3410,Water,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
3411,Water,NULL,Wetland,Water,Wetland,Water,Built-up,Water
3412,Water,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3413,Water,NULL,Wetland,Water,Wetland,Water,Water,Cropland
3414,Water,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3415,Water,NULL,Wetland,Water,Wetland,Water,Water,Bareland
3416,Water,NULL,Wetland,Water,Wetland,Water,Water,Water
3417,Water,NULL,Wetland,Water,Wetland,Water,Water,Forest
3418,Water,NULL,Wetland,Water,Wetland,Water,Forest,Water
3419,Water,NULL,Wetland,Water,Wetland,Water,Forest,Forest
3420,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Water
3421,Water,NULL,Wetland,Water,Wetland,Forest,NULL,Forest
3422,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Water
3423,Water,NULL,Wetland,Water,Wetland,Forest,Wetland,Forest
3424,Water,NULL,Wetland,Water,Wetland,Forest,Bareland,Forest
3425,Water,NULL,Wetland,Water,Wetland,Forest,Water,Grassland
3426,Water,NULL,Wetland,Water,Wetland,Forest,Water,Water
3427,Water,NULL,Wetland,Water,Wetland,Forest,Water,Forest
3428,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Water
3429,Water,NULL,Wetland,Water,Wetland,Forest,Forest,Forest
3430,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3431,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3432,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3433,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
3434,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3435,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3436,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
3437,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
3438,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
3439,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Water
3440,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Forest
3441,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Water
3442,Water,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
3443,Water,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3444,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
3445,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Water
3446,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
3447,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3448,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3449,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3450,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Cropland
3451,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
3452,Water,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3453,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Water
3454,Water,NULL,Bareland,NULL,Non_Wetland,Built-up,Water,Water
3455,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
3456,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
3457,Water,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Forest
3458,Water,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3459,Water,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Water
3460,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3461,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Water
3462,Water,NULL,Bareland,NULL,Non_Wetland,Water,Water,Forest
3463,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Water
3464,Water,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3465,Water,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
3466,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
3467,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3468,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Water
3469,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Water,Forest
3470,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Water
3471,Water,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
3472,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3473,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
3474,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
3475,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
3476,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3477,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
3478,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Water
3479,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3480,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
3481,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Water
3482,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Bareland
3483,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3484,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3485,Water,NULL,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
3486,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
3487,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
3488,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
3489,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
3490,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
3491,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Cropland
3492,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Water
3493,Water,NULL,Bareland,Water,Non_Wetland,NULL,Water,Forest
3494,Water,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Water
3495,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3496,Water,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
3497,Water,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
3498,Water,NULL,Bareland,Water,Non_Wetland,Built-up,Water,Water
